,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X000063.SZ,X600104.SH,X000725.SZ,X003816.SZ,X000625.SZ,X002371.SZ,X600031.SH,X000596.SZ,X300014.SZ,X002129.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X000100.SZ,X002049.SZ,X600372.SH,X000977.SZ,X002236.SZ,X002241.SZ,X600741.SH,X000157.SZ,X601877.SH,X600584.SH,X000661.SZ,X600522.SH,X600702.SH,X002180.SZ,X002074.SZ,X000733.SZ,X300142.SZ,X600460.SH,X000800.SZ,X002007.SZ,X002463.SZ,X601799.SH,X000066.SZ,X002028.SZ,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.259640453212995,0.147791278378493,0,0.0124615864090641,0.0744710987310423,0,0,0,0,0,-0.0239246202878762,0,0,0,0,0.00431481039455907,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0383909922056831,0,0,0,0,0,0,0,-0.0370442773176199,0,0,0,0,0,0.00943959245940194,-1.0842021724855e-19,0,0,0,0,0,0
X000858.SZ,0,0,0.534369600064144,0,0,0,0,0.0296337036999235,0.194942700336468,0,0,0,0,0.0195352994258792,0,0.0142659943558376,0,0.0179950146452263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031910820442379,0,0,0.0574414497580656,0,0,0.00450989341381167,0,0,0,0,0,0,0.0276816485356602,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0.188645766430586,0.386669337931917,0,0,0.0367333459472897,0,0,0,0,0,0,0,0,0,0,0,0.050235123080857,0,0.217439514905877,0,0,0,0,0,0,0,0,0,0.0125563124969581,-0.0365008805494069,0,0,0,0,0,0,0,0.187650690782919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00810768128164575,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158791137601719,0,0.0752267823432462,0,0,0,2.16840434497101e-19,0,0,0,0,-0.00287128571258706,0.30982990271249,0,0,0,0,0,0,0,0,0.149181394697369,0,0,0,0,0,0,-0.0428426623945195,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0.279194383014249,0,-0.0752091840843153,-0.109708157963482,0,0,0,0,0.0551863548876343,0,0,0.0876893778922083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632214760067211,0.0502777487353848,0,0.0283427079205085,-0.159885586427805,0,0,0,0.257948524207327,0,-0.177588138596454,0,0,0,0,0,0,0.00248167332389896,0.146110764207765,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214379821707433,0,0,-0.191902923808163,0,0,0,0,0.0466417818402006,0,0,0,0,0,0,0.0449366208414192,0.307573721001595,0,-0.0126335689236354,0,0,0,0,0,0,-0.129795309534309,0,0,0.166324802354457,0.102403919092503,0,0,-0.0584193630723969,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00210629077631983,0,0,0,0,0,0.125276660570199,0.498251986117009,0,0,0,0.123401779735596,0,0,0.0289079750441996,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202682709773613,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0192569827230271,0,0.101807005871849,-0.0189424299090669,0,0,0.280427186129753,0,0,0,0,0,0,0.0459956415927731,0.0383530844162566,0,0,0,0,0,0,0,0,0,0,0.0147826335856503,0,0,0,0,0,0,0,0,0,-0.0477364939507976,0,0,0.0755179648037348,0,0,0,-0.0207446062200402,0,0,0,0,0,0.0281748365498211,0,0,0,0,0,0,0
X002304.SZ,0,0.131014699452061,0.347558306740609,0,0.0322208964285218,0,0,0,0,0,0,0,0,0.0475889359732278,0,0,0,0,0.0906926216333828,0,0,0,0,0,0,0,0,0,0.00246396284562134,0.00570686441922909,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134813015398271,0,0,0,0,0,0,0
X000651.SZ,0,0.129912557729669,0,-0.0638181882928017,0,0,0,0.383735607830784,0,0,0,0,0,0,0,0.0815570732643554,0,0,0,0,0.0751175672429624,0,0,-0.0176295168926188,0,0,0,0,-0.0155730987857971,-0.0361877368648905,0,0,0,0,0,0,-0.0632298381269279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140102415005859,0,0,0,0,0,0,0
X300124.SZ,0,0,-0.0178242972417538,0,-0.008972994361247,0.130000711118999,0.0710843576330172,-0.0646778246465775,0,0,0,0,0,0,0,0.146800301130154,0.0605770894211111,0.0630156629358667,0,0,0,0,0,0,0,0,0,0,0,0.127424722362994,0,0,0,0,0,0,-0.0044874889134751,-0.050095005658354,0,0,0,-0.042590613398722,0,0,0,-2.16840434497101e-19,-2.16840434497101e-19,0,0,0,0,0.00304246667916698,0,0,0,0,0,0,0
X000063.SZ,0,0,0,-0.0669394919514211,-0.125233101129598,0,0,0,0,0,0.0386794058081703,0,0,0,0,0,0,0,0,0.053487128568446,0.295763955706415,0,0,0,-6.93889390390723e-18,0,0,0,0.211715470749033,0.136414928780097,0,0,0,0,0,0,0.143563754850182,0,0,0,0,0,-0.0738731525914448,0,0,0.0456373103033168,0,0.269604160632483,0,0,0,0,0.018901456694402,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128378252510102,-0.0262253470680135,0.180989712286823,0,0,-0.0419025667947158,0,0,0,0.00472190038932312,0.00283409313127412,0,0,0,0.00389821781782294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400884404441786,0,0.0784516114802963,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.00432029151260386,0,-0.0172900689681698,0,0,0,0,0.292690672823319,0,0,0,0.012770483704331,0,0,0,0,0.0367198025208979,0,0,0,0,0,0,0,0,0,0,0.0683541133066921,0.0117636326889648,0,0,0,0.154798548903454,0.00742051888861227,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,-0.0293686030568729,-0.0881643887379503,0,0,0,0,0,0,0,0,-0.0123199697843004,0,0,0,0,0.0259099720740972,0,0,0.191127345711676,0,0,0,0.0193674874201443,0.0447037089607956,0,0,0,0,0,0,0,0.0178517256240467,0,0,0,0.0588771783756803,0,0,0,0,0,0.0436546860207699,0,0,0.230815797040203,0.0139246166939384,0,0.0739763781665797,0,0,0,0,0
X000625.SZ,0,0,0.0198220200479553,0,0,0,0,0,0,0,0,0.135609527222934,0,0,0,0,0,0,0,0,0,0.0120062054808734,0,0,0,0,0,0,0.125918609511948,0.0300642985635458,0,0.1292071484015,0,0,-0.0165597981325316,0.022188554889932,0,0,0,0.0300108926618361,0,0,0,0.248632861912468,0,0,0,0,0,0,0,0,0.00586640039374999,0,0,0,0,0,0
X002371.SZ,0,0.193401110090007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199264812450083,0,-0.216162897612087,0,0.031801252680159,0,0.256912689475287,0,0,0.202631773581065,0,0,0,0,0,0,0,0,0.036273922082086,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.256254496195772,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0.064301784890718,0,0.0672084579076527,0,0,0,0,0,0,0,0,0,0,0,0.0373716153315112,0.0363951619740986,0,0,0,0,0.204033404588764,0,0,0,0,-8.67361737988404e-19,0,-0.0399573907354552,0.00569565937268945,0,0,0.190911415217996,0,0,0,0,0,-0.0131794576887445,0,0,-0.00130608433647838,0,0,0,0,-0.0192868777832825,0,0,0,0,0,0,-0.0583693681069342,0,0,0,0,0
X000596.SZ,0,0,0.183737478345602,0,0,0.0850821952224333,0,0,0,0,0,0,0,0,0,0,0,0.0892438163690171,0,0,0,0,0,-0.0459782204537197,0,0,0,0,0,-0.00176346799436299,0,0,0,0,0,0.00318248987717965,0,0.279615241280335,0,0,0,0,0,0,0,-0.0304923493384557,0,0,0,0,0,0.023620846084247,-1.73472347597681e-18,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139543494568667,0,0,0,0,0,0,0.092790081688099,0,0.127601526490534,0,0.383545591697309,0.0256731104710068,0,0,0,0,0,0,0,0.072544181734117,0,0,-0.0310512203881824,0,0,0,0,0,0,0
