,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X003816.SZ,X000725.SZ,X002304.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X000661.SZ,X600703.SH,X600741.SH,X600809.SH,X002241.SZ,X000100.SZ,X002371.SZ,X300014.SZ,X000596.SZ,X300003.SZ,X002236.SZ,X002007.SZ,X601877.SH,X000977.SZ,X600183.SH,X300124.SZ,X000157.SZ,X000625.SZ,X002456.SZ,X002129.SZ,X300142.SZ,X600118.SH,X002008.SZ,X600584.SH,X300136.SZ,X600271.SH,X002179.SZ,X000066.SZ,X002180.SZ,X002463.SZ,X002414.SZ,X600699.SH,X600177.SH,X002049.SZ,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111081496235822,-0.0612244042331807,0,0,0,0.238298669265473,0,0,0,0,0.123380544756583,0.0834550860028393,0,0,0,0,0,0,0,-0.0332924040542429,0,0,0.143637500988735,0,0,0,0,0,0,0,0,-0.157996104309242,-0.0453531313249437,0.054809707700927,0,0,0,0,-0.0237126509524874,-0.0250484209602227,0,0,0,-0.0602990267053731,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.044555062561732,0,0.434794624798925,0,0,0,0,0.022138914469007,0,0,0,0.0250468268326219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097588813554211,0,0,0,0,0,0,0,0,0,-0.00412553250312232,0,0,0,0,0,0
X600276.SH,0.0382070400980933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131889373962254,0,0,0.0351678066525241,0,0,0.177116075153625,0,0.0653551595995276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226619162682598,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0422189918591943,0,0,0,0.251575834396685,0,0.0593315720744141,0,0.0593158193324959,0,0,0,0,0,0,0,0.0752957568911876,0,0,0,0,0,0,-0.0392876762567419,0,0,0,0,0,0,0,0.0253403858151293,0,0.0950491058423183,0,0,0,0.122382729235793,0,0,0,0,0,0,0,0,0.0233174849052773,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.140944399399994,0,0,0,0,0,0,0.032285235429169,0,0,0,0,0,0.125046811599692,0,0,0,0,0,0.346928967204081,0,0,0,0,0,0,0.196268861231595,0,0.00589133004845647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00792579988994105,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.184566411686497,0,0,0.0289396991586458,-3.46944695195361e-18,0,0,0,0.190028647850782,0,0,0,0,0,0.0280418193380421,0,0,0,0,0,0,0.226404597143599,0.122460150525885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0068174705753927,0,0,0,0,0,0.00137651160785419,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196084856904078,0,0,0,0.28168173717302,0,0,0.0479815478441794,0,0,0,0,0,0,0,0,0,0,0,0,0.0281769400533492,0,0.110947239706332,0,0.0326715290710134,0,0,0,0.0251413772045083,0,0,0.0154676453136059,0,0,0,0,0,0,0,0,0,0.0407624293563628,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.105482128684606,0.122621415932973,0,0,0.0342201434837323,0,0,0.0123368063255245,0,0,0,0,0,0.0223923923396459,0,0,0,0,0.00776965741116504,0,0,0,0,0,0.272111444371641,0,0,0,0,0,0,0.143707882653282,0,0,0,0,-0.0683052016354153,0.047934978980168,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.010729523113789,0,0,0,0,0,0,0,0,0,0,0.168036554557817,0,0,0,0,0,0,0,0,0,0.0583074129753319,0,0,0,0,0,0.0995190867390764,0,0,0.130850430194576,0,0.109895500234277,0,0.0781873607063829,0,0,0.167942647349647,0,0,0.000415018092840746,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447849505902557,0,0,0,0.25011746300101,0.046274210924606,0.0482594310991104,0,0,0,0,0,0.0354400354630835,0,0,0,0,0.0380716288079637,0,0.0551166913400927,0,0,0,0.00822689346951079,0,0,0,0.0214308976171697,0.0670859789481202,0,0,0,0,0,0,0,0,0,0,0,0.0296466111254566,0,0
X002304.SZ,0,0,0,0.170788427431148,0,0.0980487016416589,0,0,0,0,0,0,0,0.218307739164419,0.0391243795498728,0,0,0,0,0,8.67361737988404e-19,0.034709616326358,0,0,0,0,0,0,0,0,0,0.0513671058046548,0,0,0,0,0,0,0,0,0.0239054299556488,0,0.0220840191223436,0,0,0,0,0,0,0,0,-0.012669562926672,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.21442537405349,0,0,0.0358794918578906,0.0504755666712329,0,8.67361737988404e-19,0,0,0.0534330991976919,0,0,0,0.0951542090414186,0,0,0,0,0,0,0,0.353509155994977,0,0,0,0,0,0,0.0331115458764796,0,0,0,0,0,0,0,0,0,0.027314885256733,0,0,0,0,0,0,0,0,0,0
