,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X000651.SZ,X600104.SH,X600809.SH,X002371.SZ,X003816.SZ,X000063.SZ,X000568.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X000596.SZ,X600418.SH,X002179.SZ,X002463.SZ,X000977.SZ,X600584.SH,X600089.SH,X600703.SH,X600183.SH,X000157.SZ,X600372.SH,X002049.SZ,X002028.SZ,X600066.SH,X600741.SH,X002236.SZ,X600522.SH,X601877.SH,X600839.SH,X000066.SZ,X600460.SH,X002156.SZ,X002281.SZ,X600487.SH,X002085.SZ,X000988.SZ,X002456.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.289568792629774,0,0,0,0,0,0,0.00474618670334152,0,0,0,0,0,0,0,0,0.223858703264008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013836155905817,0,0,0,0,0,0,0,0,0,-0.0296121231469081,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0432571318416622,0.164390483821625,0,0,0,0.27621763550531,0,0,0,0,0.0395362892023015,0,0,0.000442312181691316,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0154969248386408,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0149201149158896,0,0,0,0,-0.0228864711462984,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213136741673557,0,0,0,0,0,0.0305753728926534,0.245556122538104,0,0,0.113657329687222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484836980419452,0,0,0,0,0,0,0,0.00747877528980263,0,0,-0.0117479206862015,0,0,0,0,-0.0034111994899541,0,0
X600276.SH,0,0,0,0,0,0,0.130390922267406,0,0,0,0,0,0,0,0,0,0,0.00843974304876761,0,0,0.025007745334966,0.0464464678512961,0.23897908777367,0,0.00372793744353337,0,0,0,0,0,0,0,0,0,0,0.105042887527741,0,0,0,0,0,0.083209173731579,0,0,0.00960591188137279,0,0,0,0,0,0,-4.33680868994202e-19,0.000917210927596726,0,0,0,-0.0376630900739214,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.100133876209569,0,0,0.00842908922859371,0,0,0.0841441565298323,0,0,0,0,0,0.23527882471249,0.00835899958404871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145853086406474,0,0.00116394132465047,0,0,0.0170136576659385,0,0,0,0,-0.00556840131057764,0,0,0,0,-0.0486072990695701,0,0
X600690.SH,0,0,0.34123684534281,0,0,0,0,0,0,0,0,0,0.0902084070988075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290709438803872,0,0,-0.011973946644381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0.129826033852589,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.0876680314582926,0,0,0,0,0,0.0377369163099367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646623849950181,0,0,0,0,0,0,-0.0428968301959258,-0.0201520018683793,0,0,0,0,0,0,0,-0.038238500379553,0.0416270802653584,0,0,0,-0.00399600382938229,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492738628113878,0,0,0,0,0,0,0.134353954354597,0,0,0,0,0,0,0,0,0,-0.193358315484823,0,0,0.308023024919697,0,0,0,0,-0.0184349328150524,-0.099384418823971,0,0,0,0.0568823642800808,0,0,0,0,0,0.0582247615999195,0,0,0,0.0849743873858191,0,0
X600809.SH,0,0.135455613644401,0,0,0,0,0,0.00154730496126063,0,0,0,0,0.460837322289141,0,0,0,0,0,0,0,0.023618409195818,0.0258174194098165,0.184116909425255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294111310461607,0,0,0,0,0,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431655479735943,0,0,0,0,0,0,0,0,0,0,0,0.213359206119879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129095131598158,0,0,-3.46944695195361e-18,0,-0.00864030826599765,0,0,0,-0.00485506690441552,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467433476162655,0,0.0278543750632926,0,0,0,0,0,0.058521493672134,0,0,0,0,0,0,0,0,0.137228853037122,0,0,0,0.0560157520783813,0,0,0,0,0.0420029498671073,0.00226804929257314,0,0,0,0,0,0,0,0,0,-0.0252938534500047,-0.00381052422485877,0,0,0,-0.021491748724472,0,0
X000063.SZ,0,0,0,0,0,0,0,0.048141680518033,0,0,0,0,0,0,0.200917720775589,0,0,0,0,0,0,0,0,0,0,0,0.187235909918268,0,0,0,0.100461825432733,0,0,0.243356577532665,0,0,0,0,0,0,-0.0490890859672118,0.0802351613008016,0,0,0,0,0,0.0569944552433199,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.377718374051622,0,0,0,0,0,0,0.220584755691326,0,0,0,0,0,0,0,0,0.0903761934087356,0,0,0,0,0.193886556541448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327692433966502,0,0,0,0,-0.0299737603541507,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167472962532513,0.171282426807913,0,0.0723358537528738,0.00804757176535662,0.120906494403945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379093342449599,0,0,0,0,0,0,0.0266647111258164,0,0,0,-0.0229344588506821,0,0,0,0,0.000720567171650298,0,0
