,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600703.SH,X600118.SH,X000559.SZ,X600031.SH,X600271.SH,X000100.SZ,X600372.SH,X600066.SH,X002241.SZ,X002475.SZ,X000157.SZ,X002292.SZ,X600741.SH,X002236.SZ,X600089.SH,X000338.SZ,X002049.SZ,X300124.SZ,X002465.SZ,X002129.SZ,X600177.SH,X000568.SZ,X002074.SZ,X002506.SZ,X300003.SZ,X600839.SH,X000547.SZ,X002276.SZ,X002294.SZ,X600582.SH,X600498.SH,X000977.SZ,X600867.SH,X300001.SZ,X002426.SZ,X002180.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0909187334963978,0,0,0,0,0,0.0297930486231292,0,0.0324461481538202,0,0.0606380014195808,0,0,0,0,0,0,0,0,0,0,0.00992979709315764,0,0,0,0,0,0,0,0,0,0,0,0.0622120085571202,0,0,0,0,0.0338803575232697,0,0,0,0.0158720900707742,0,0,0,0,0,-0.0354860571366918,0.035563929264935,0,0,0,0,0,0
X600104.SH,0.0790249948119086,0,0,0,0,0,0,0.0062710269095511,0,0.242924606045476,0.312005542957754,0.149778566474196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0266465585903193,0,0,0,0,0,0,-0.00557474382017646,4.33680868994202e-19,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124439194000665,0.0281786130988055,0,0.0695990026117854,0,0,0,0,0,0.164393544456944,0,0,0,0,0,0,0,0.0285762660498475,0,0,0,0,0,0.0110652235066294,0,-1.0842021724855e-19,0,0,0,0,0,-0.00272197098853064,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0743719604230241,0,0,0,0.0168399656411426,0,0,0,0,0.112543517456899,0,0,0,0,0,0,0,0.0412258436325015,0,0,0.0270669137745915,0,0,0,0,0,0.0322248349966279,0.0512390910755255,0,0,0,0,0,0,0,0,0,0.0913226311101168,0,0,0,0,-0.0107829206058189,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0658271591266882,0,0,0,0.0606225392110447,0.0568895609619271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115050494106025,0,0,0,0.0131391199850444,0,0,3.46944695195361e-18,0,0,0.0357094011561094,0.0405594326197006,0.0312516334189661,0,0,0,0,0,0,-0.028354970226379,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475090934766195,0,0,0,0,0,0,0,0,0,0,0.287408160691405,0,0,0,0,0,0,0,0,0,0,0,0,0.051992840393683,0,0,0,0.025606800011873,0,0,0,0,0,0.0572341159439669,0,-0.00812590477765509,0.00895507792738253,0,0,0,0,0,0
X000858.SZ,0,0,0,-0.00337432766371813,0,0,0,0,0.0180637200819887,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181147931024384,0,0,0,0,-0.0304383091763541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.00207168276155015,0.0228982082750151,0,0,0,0,0,0
X002304.SZ,0,0.101404239728175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00429596784434887,0,0,0,0,0,0,0.069475343206587,0,0,0,0,0,0.093446896091652,0,0.173815648349462,0,0,0,0,0.0939865257981504,0,0,0,0,0,0,0,0,0,0,0,-0.000172077825175463,0.0117295402035194,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.335481684080289,0.100438613493125,0.0392532068595391,0,0,0,0,0,0,0,0,0,0,0,0.03630951023492,0,0.0414741911826777,0,0,0,0.0576878467246035,0,0,0,0,0,0,0,0,0,0.172605072180907,0.0454542138476068,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570931172782663,0,0,0,0.0478010821648473,0,0,0.0622037958897486,0,0,0.263297629470198,0,0,0.117378302196448,0.0292684389004656,0,0,-1.73472347597681e-18,0,0,0,-3.46944695195361e-18,0,0,0,0,0.140586779705988,0,0,0,0,0.0413704411931529,0,0,0,0,-0.000423273008543125,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0.148720386314908,0,0,0,0,0,0,0,0.0662493947990149,0,0,0,0,0,0.0316120810242114,0,0,0,0.0325583070508846,0,0,0,0,0,0,0.0175398427927625,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.055949768443592,0,0,0,0,0,0,0
