,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600276.SH,X600690.SH,X002475.SZ,X300014.SZ,X600104.SH,X000651.SZ,X000625.SZ,X002129.SZ,X300124.SZ,X600031.SH,X000725.SZ,X003816.SZ,X002371.SZ,X000596.SZ,X002049.SZ,X000063.SZ,X002241.SZ,X000338.SZ,X002179.SZ,X600089.SH,X600703.SH,X600522.SH,X000661.SZ,X601877.SH,X002180.SZ,X002074.SZ,X300142.SZ,X600884.SH,X600741.SH,X600460.SH,X000733.SZ,X000100.SZ,X600702.SH,X000799.SZ,X000157.SZ,X600563.SH,X601799.SH,X002236.SZ,X002176.SZ,X600584.SH,X600487.SH,X000800.SZ,X002414.SZ,X600779.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.183259539560778,0,0.0330593437188732,0,0,0.0123185195521955,0,0,0,0,0,0,0,0,0,0.0336733242661088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555306737128023,0,3.46944695195361e-18,0,0,0.0292201634804381,0,0,0,0,0,0,0,0.0687410644677294,0,0.0129586038171133,0,0,0,0,0,0,0
X000858.SZ,0,0,0.118594114585964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,-0.00790330899775354,0.0112510951892365,0,0,0,0,0.265770652795839,0,0,0.0126751640035158,0,0,0,0,0,0,0,0.188356148346577,0,0.0173095843904023,0.0339426392784575,0,0,0,0,0,0
X600809.SH,0,0,0,0.375105561077733,0.0997023002317484,0,0,0,0,0,0,0,-0.0022547052337477,0,0,0,0,0,0.0826314517250668,0.13730565896032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659458877260322,0,0,0,0,0,-0.0360008813834069,0,0,0,0,0,0,0,0,0,0,0,-0.00603382287592238,0,0
X000568.SZ,0,0.0682132317063378,0.151613747816703,0,0,-8.67361737988404e-19,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258085562778376,0,0,0,0,0,0,0,0,0,0.416937715472185,0,0,0,0,0,0,0,0,0,0,0,0,-0.00746565253143686,-0.00371582647731579,0.0230520959434819,0,0,-0.014940611641525,0,0
X002415.SZ,0,0,0,0,0,0.198043178462647,0,0,0,0,0,0,-0.118008476408921,0.021940812499695,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033753150757166,0,0.0356463586460003,0,0.00851797810604115,0,0,0,0,0,0,0,0.0438077942040985,0,0,0,0.950429760200484,0,0,0,0,0,0,0,0.0735033518363867,0.018207548415265,0,0,0,0.0142310239398937,0,0
X002304.SZ,0,0.14677482646583,0,0.26071485097396,0,0,0.0585972757473504,0,0,0,0,0,0,0,0,0,0,0,0.124609200173607,0.0110459231052399,0.0146746353836144,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0.042546103003321,0,0,0.00843791160215285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0259612076612439,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0068075989570122,0,0,0.00660068174298472,0,0,0.0955598061064366,0,0,0,0,0,0,0,0,0,0,0.0890527173937642,0,0.0832292200014857,0,0,0,0.0736226530630418,0,0,0,0,0.0523812793949528,0.0993615821523332,0,0,0.191358188434642,0,0,0,0,0,0,0,0.117907542635784,0,0.0824262876802382,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.00488419341609912,0,0,0,0,0,0,0,0,0,0,0.0647620515920792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138743121700278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761596406550692,0,0,0,0.0105398995993802,0,0
X002475.SZ,0,0,0.0517630699582894,0,0.0233928190531003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126433546494672,0,0,0.0694501547470122,0.238788807083161,0,0,0,0,0.092885181958729,0,0,0,-0.0171593959898168,0,0,0,0,0,0,0,0,0,0.208732957866729,0,0.0725014543858439,0,0,0,0,0,0,0,-0.0161348699541931,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0381889142849794,1.0842021724855e-19,0,0,0,0,0.0476622306516214,0,0,0,0,0,0,0,0,0.0384139919214739,0,0.108742438447167,0,0.060203236187656,0,0.100059579111385,0,0,0,0,0,0,0,0,0.0222532224246998,0,0.194542097969042,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214349217215105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194200013849789,0.195914563615299,0,0,0,0.00924951586977998,0,0,0,0,0,0,0,0.117142181911904,0.134640266138398,0,0,0,0.00652507459376373,0,0,0,0,0.0122351661677793,0,0
