,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002475.SZ,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X600031.SH,X000725.SZ,X002371.SZ,X300124.SZ,X300014.SZ,X003816.SZ,X000063.SZ,X000338.SZ,X002241.SZ,X600703.SH,X002129.SZ,X000625.SZ,X002049.SZ,X601877.SH,X000596.SZ,X300142.SZ,X600089.SH,X000661.SZ,X002179.SZ,X000100.SZ,X600460.SH,X000799.SZ,X000157.SZ,X002236.SZ,X600741.SH,X600702.SH,X002074.SZ,X600884.SH,X002414.SZ,X600779.SH,X600584.SH,X601799.SH,X000800.SZ,X600183.SH,X002007.SZ,X002176.SZ,X000733.SZ,X300003.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.347042527275655,0,0,0.0542984426193678,0.0465334786027082,0,0,0.0517446874957315,0,0,0,0,0,0.0831232328600862,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.00599847528952354,0,0,0,0,0,0,0,0,0,0,0,0.0246201467712946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010831634707583,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0998052745069537,0.306225677738166,0,0,0,0,0,0,0,0,0,0.00690604518333242,0,0,0,0,0,0,0,0,0,0,0,0,0.0651950648729832,0,0,0,0.0397542763468698,0,0,0,0,0,0,0,0.206923915996507,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.0167520366977896,0,0,0,0,0,0
X002415.SZ,0,0.0453052080446187,0,0,0,0,0,0,0.199676175698562,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0791536179089497,0.0261259366726269,0,0,0,0,0.0209832224738755,0,0,0,0,0,0,0,0,0,0,0,0.128996401298435,0,0.119927385399988,0,0.130983663548227,0,0,0,0,0,0,0,0,0.00470919973744782,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.099870293135917,0,0,0,0,0,0,0,0,0,-0.00866925198685417,0,0,0.0695391863236455,0,0,0,0,0,-0.0472167280884313,0,0,0,0,0,0,0,0.591178221886403,0,0,0,0.082956762771231,0,0.0279732339163014,0,0.0437785246921489,0,0.0445605336731025,0,0,0,0,0.0160758085226529,-0.0534584238123003,0,0,0.00808034429171509,0,0,0,0,0,0,0
X600276.SH,0,0.372400929262065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105718770754586,0.0921225390577552,0,0,0,0.131579963102379,0,0,0,0,0.098705051484862,0,0,0,0,0.0578159310143153,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0504091962360543,0,0,0,0.0067558381300581,0,0
X000568.SZ,0,0.426840332291162,0,0.00347400830624252,0,0,0,0,0,0,0,0,0,-0.0286975876958324,0,0,0,0,0,0,0,0,0,0,-0.0441733149139266,0.0141265210921046,0,0,0,0,0,0,0.212596102886636,0,0,0,0.0279913421116306,0,0,0,0.00460415202232824,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X002475.SZ,0,0,0.036985923147196,0,0,0,0,0,0,0,0,0,0,0.0747142358839853,-1.73472347597681e-18,0,0,0,0,0.0753438501745944,0,0,0,0.118903494329946,-0.0722042526278864,0,0,-0.157861501314167,0,0,0,0.0374273108379816,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321338944931447,0,0,0,0.110021502732402,0,-0.0102430356610537,0,0,0,0,0.0498258192580617,0,0
X002304.SZ,0,0,0,0.221452261641351,0,0.0429658669040481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0992690857494981,0,0.0972143580977387,0,0,0,0,0,0,0.102322044888121,0,0,0.0207398773814509,0,0,0,0,0.0114529600821684,0,0,0,0,0,0.0637321823524463,0,0,0,0,-0.0273532193330339,0,0,0,0,0,0,0
X600690.SH,0.177631934080341,0,0.0220599426554653,0,0.146619419842777,0,0,0,0,0,0,0.0930565304043916,0,0,0,0.0103172855771696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021299387371195,0,0,0,0,0,0,0,0,0.138697260211667,0,0,0,0,0,-0.0320513707702501,0,0,0,0,-0.0100293961902974,0,0,0,0,-0.0432176387585066,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0170490785283217,0.131725155010961,0,0,0,0.0921781585687337,0,0,0,0,0,0.0319638425859615,0.0728046415362094,0,0.102037367159524,0,0,0.0209512402436576,0,0,0,0,0,0,0,0.0193898669502312,-0.0332837311309776,0,0,0,0,-0.0379236366262321,0,0,0,0,0,0
