,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X600104.SH,X600276.SH,X000651.SZ,X300124.SZ,X000725.SZ,X600031.SH,X300014.SZ,X003816.SZ,X002129.SZ,X002371.SZ,X002241.SZ,X000063.SZ,X002049.SZ,X000625.SZ,X000596.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X300142.SZ,X601877.SH,X600741.SH,X600460.SH,X000100.SZ,X000661.SZ,X000733.SZ,X600522.SH,X002180.SZ,X002074.SZ,X000157.SZ,X600702.SH,X002236.SZ,X600884.SH,X000799.SZ,X601799.SH,X600584.SH,X000800.SZ,X600372.SH,X002414.SZ,X002176.SZ,X002056.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0687485382129743,0,0,0.158354133686178,0.0107330247692522,0.0888529711760678,0,0,0,0,0.038652283394233,0,0,0,0,0,0,0,0.0469000134407054,0,0.00412861249881575,0.123967758162338,0,0,0,0,0,0,0,0,0,0,0,0,0.038265220489498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00102723737494552,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.227649685596724,0,0,0,0,0,0,0,0,0.0265482036876633,0,0,0,0,0,0.0511955389824488,0,0,0.131840973405678,0,0,0,0,0,0,0,0,0,0,0,0,0.0140653534589408,0,0,0.255509337659989,0,0,0,0,0,0,0,0,0,0.0378862284052639,0,0,0,-0.0363307128158229,0,0,0,0,0,0
X002415.SZ,0,0,0,0.118988455797557,0,0,0,0,0,0,0,0.111787933399103,0,0,1.0842021724855e-19,0,0,0,0.140205986990487,0,0,-0.348968901241665,0,0,0,-0.0513020731580977,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583788285292038,0,0.10236158536119,0,0,0,0,0,0.0885262479422982,0,0,0,-0.0311176402850679,0.0397929823294531,0,0,0,0,0,0
X600809.SH,0,0,0.0604356382224198,0,0.395141450223837,0,0,0,0,0,0,0,0,0,0,0,0,0.0275262528387154,0,0,0,0,0.0296923755343476,0,0.0102307994822284,0.162798224725951,0,0,0,0,0,0,0,0.0931582690154185,0,0,0,0,0.183011179671938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.359423620567416,0,0.00533149037666813,0,0,0.0897447161207781,0,0,0,0,0,0,0,0,0,0,0.0759925890399368,0,0,0,0,0.0681828829191416,0,0,0,0,0.0394959585941666,0,0,0,0,0,0,0,0,0,0,0.0962086025228163,0,0,0,0,0,0,0,0,0,0.0486316259637567,0,0,0.00385963397323654,0,0,0,0,0,0,0
X600690.SH,0,0,0.0546542081374665,0,0.0287065541175212,0,0.058493698418347,0,0,0,0,0,0,0.171346107626796,0,0,0,0,0,0.129083233502614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.00839754857567583,-0.00574558572090169,0,0,0,0,0,0
X002304.SZ,0,0,0.00261761651673218,0,0.201109358177709,0,0,0,0,0,0,0.135661297548522,0,0,0,0.151447466855058,0,0,0,0.103957261453467,0,0,0.0842204211962296,0,0,0,0,0,0,0,0,0,0,0,0.027707357180773,0,0,0,0.160902026956038,0,0,0,0,0,0,0,0.00481118533757352,0,0,0,0,0,-0.0665204234843073,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.147015055910702,0.400907718913053,0,0,0,0,0,0,0,0,0,0,0,0.00661753915988837,0,0,0,0.0360557619539209,0,0,0,0,0.104137546288726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102678373666795,0,0,0,0,0,0.137873578136608,0,0,0,0,0,0,0,0.130884379068193,0,0,0,0,0,0.0580100959209359,0,0,0,0,-4.33680868994202e-19,0,1.0842021724855e-19,0,0.114897983179795,0,0,0,0,0,0,-0.00012233414252856,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.136035829992258,0,0.0477573622597636,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148690563107776,0,0,0,0.142358353628445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580252726538205,0.146510097481092,0,0,0,0.292175337895038,0,-0.023387809853357,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.129821862828456,0,0,0.0204773418556431,0,0,0,0.175296090613088,0,0,0,0,0,0,0,0.0645619630221728,0,0,0,0,0.0653426307874751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00408081692614738,0,0,0,0,0,-0.0365750961889096,0,0,0,0,0,0,0
X300124.SZ,0,0,0.115839244749475,0,0,0,0.0526237693006724,0,0,0,0,0,0,0,0,0,0.127121661112609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105880808125878,0,0,0,0.125625038231576,0,0,0,0,0,0,0,0,0,0.0817261614139852,0,0,0,-0.0939567676119403,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.00648318563789852,0.0205036306389794,0,0,0,0,0,0,0.0891178805724627,0,0,0,0,0,0,0,0,0,0.160122003421158,0,0,0,0.0467427491942775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350127290607906,0.171321368125715,0,0,0,0.0231523683936561,0,0,0,-0.0279229121205604,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0891833062695926,0,0,0,0,0,0,0,0,0.030374726591882,0,0,0.129571310882966,0,0.272380100635561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136967489423042,0,0,-3.46944695195361e-18,0,0,0.00757482644310714,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643653973348777,0,0,0,0,0,0,0,0,0,0,0.240622819377077,0,0.0639594740414103,0,0,0,0.017863352914919,0,0.345884343136267,0,0,0,0,0.161263211687679,0.0324853141202935,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.0974427270965966,0,0,0,0,0,0
