,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002304.SZ,X002475.SZ,X600690.SH,X600104.SH,X000651.SZ,X300014.SZ,X600031.SH,X000725.SZ,X002371.SZ,X300124.SZ,X000063.SZ,X002129.SZ,X003816.SZ,X600703.SH,X000625.SZ,X002241.SZ,X000338.SZ,X601877.SH,X002049.SZ,X000596.SZ,X000661.SZ,X600089.SH,X002179.SZ,X300142.SZ,X600741.SH,X600460.SH,X000100.SZ,X002074.SZ,X000799.SZ,X600884.SH,X002236.SZ,X601799.SH,X000157.SZ,X600702.SH,X600779.SH,X600584.SH,X000733.SZ,X002007.SZ,X600183.SH,X002414.SZ,X000800.SZ,X300003.SZ,X002008.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.488527022645209,0,0.072515188652838,0,0,0,0,0,0,0,0,0,0,0,0.0296185671131353,0,0,0,0,0,0,0,0.0330105823683758,0,0,0,0,0,0.0126986791518789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.107009258839961,0,0,0,0.164774297283097,0.00231997927656073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642034436320409,0,0,0,0,0,0,0,0.175681533782927,0,0,0,0,0,0.243889397948453,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.0344832747872902,0,0,0,0,0,0
X002415.SZ,0,0.0619719785407633,0,0,0,0,0,0,0.188412347934562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0409137989932386,0,0,0,0,0,0.00447214545529393,0,0,0,0,0,0.099251527725289,0,0.0152409781437177,0,0,0.0775830998223997,0,0,0,0,0,0,0,-0.0845805379857006,0,0,0.00149314748098761,0,0,0,0,0.0225255897428674,0,0
X600809.SH,0,0,0,0,0,0,0.179948894084924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519165499484608,0,0,0,0,0.140581368827215,0,0,0.00348060177202986,0,0,0,0,0,0,0,0,0,-0.0181301254166171,0,0,0,0.00908719973329074,0,0
X000568.SZ,0,0.409357527627149,0,0.205500119783537,0,0,0,0,0,0,0,0,0,0,-0.0748116339843998,0,0,0,0,0,0,0,0,-0.0164931914185121,0,0,0,0,0,0,0,0,0,0,0.0983094590528966,-0.0175555660696558,0,0,0,0,0.0484805197157936,0,0,0,0,0,0,0,0,0,0,0.00440183860308446,0,0,0,0,0,0,0
X600276.SH,0,0.12520739569547,0,0,0,0,0,0,0.189763681675501,0,0,0.0970678918744191,0,0,0,0,0,0,0,0,0,0,0,0.0128357926895702,0,0,0,0,0,0,0,0,0,0.03358675263952,0.206363016617731,0,0,0,0,0,0,0,0,0,-0.0697403021596424,0,0,0.0635466403024925,-0.168150042900116,0,0,-0.037295022348818,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.245379084405201,0.0133635045395066,0,0,0,0.0193217052572005,0,0,0,0,0,0,0,0,0,-0.118426032225228,0,0.0363239505022605,0,0,0,0,0.0124854747318403,0,0,0,0,0,-0.0691016044340466,0,0,0.147090676289202,0,0,0,0,0,0.0769729042602977,0,0,0,0,0,0,0,0,0,0,0,-0.016160551461134,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0.113236736026488,0,0,0,0,0,0.203486657384418,0,0.00776893190563241,0.129653895752723,0,0,0,0,0,0,0,0,0.0842476563402722,0,0,-0.207580123215569,0,0,0,0.106067496704538,0,0,0.0238589804882834,0,0,0,0,4.33680868994202e-19,0,0,-0.0193836246490841,0,0,0,0,0,0,0,0,0,0.0114143965883364,0,0,0,0.0197698579779914,0,0
X600690.SH,0,0,0.0300977341871291,0,0,0.0898807543824341,0,0,0,0,0,0.00719604801096335,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0217125508506694,0,0,0,-0.00868514028473304,0,0,0,0,0,0,0.126047452982859,0,0.194210068648628,0,0,0,0,0,0,0,0,0,0,-0.00957628406343383,0,0,0,0,-0.0390732133593145,0,0
X600104.SH,0,0,0,0,0,0,0,0.0459138687886825,0,0,0,0,0,0,0,0,0,0,0,0,0.146818604029806,0,0.0658292948799048,-0.00114000742514939,0,0,0,0,0,0.0525808336822708,0.0956361684524039,0,0,0.0126987429275592,0.0969475197099242,0,0,0,0.0457183369063693,0,0,0,-0.0158369704544133,0,0,0,0.0389090856003164,0,-0.0167960069725216,0,0,-0.00711392139630277,0,0,0,0,0,0,0
