,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X300124.SZ,X002304.SZ,X000725.SZ,X000625.SZ,X000338.SZ,X002371.SZ,X600031.SH,X000063.SZ,X000596.SZ,X000100.SZ,X600089.SH,X300014.SZ,X002179.SZ,X000157.SZ,X600703.SH,X600372.SH,X002241.SZ,X002236.SZ,X600741.SH,X002129.SZ,X000661.SZ,X002049.SZ,X000977.SZ,X600584.SH,X601877.SH,X600522.SH,X002028.SZ,X002463.SZ,X000800.SZ,X601799.SH,X000921.SZ,X600183.SH,X600066.SH,X002074.SZ,X002007.SZ,X002223.SZ,X600460.SH,X600177.SH,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.205942488162417,0.18106811963627,0.163571024096647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496192412925723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680159999601517,0,0,0,0,0,0,0,0,0,0,0,-0.000499291314414691,0.0149744497874843,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.550698367676508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0737169091175443,0,0,0,0,0,0,0,0.0259745724235605,0,0,0.025268563925096,0,0,0,0,0,0,0,0,0,-0.0901592915525073,0,0,0,0,0,0,0,0.00278552189078422,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.189556649759125,0.118140764966835,0,-0.000692395316334623,0,0,0,0,0.0871197203749709,0,0,0,0.0905891900966793,0,0,0,0,0,0,0,0,0,0.0750038008988629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00959405561756098,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0970133666879424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00170141623003917,0,0,-0.0152133405457593,0,0,0,0,0.0604566204961584,0.201484533371012,0,0,0,0,0,0,0,0,0,0.130903804676153,0,0,0.00691076987425282,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.461161770761224,0,0,0.0412776880558826,0,0,0,0,0,0,0,0,0,0,0.304951278042575,0.0878858029704881,0,0,0,0,0,0,0,0,0,0.1002724207026,0,0,0,0,0,0,0,0,-0.074055854129832,0.008240714732493,0,0,0,0,0.00905858563075486,0,0,0,0,0,-0.0110779179288653,1.0842021724855e-19,0,0,0,0,0,0
X000568.SZ,0,0.636125142582748,0,0,0.349396487188678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109128518818168,0,0,-0.0873446986754722,0,0,0,0,0,0,0.0307929587485145,0,0,0,0.0212996001319911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129164539186168,0,0,0,0,0,0,0
X600690.SH,0,0.18464884766369,0,0,0,0.187587755846944,0,0.135480334736976,0,0,0,0,0,0,0,0.170347713685692,0,0,0,0,0,0,0,-0.0882384715331092,0,0,0,-0.00926083802165303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106170457285672,-0.0332327838319625,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0129066148488921,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.11252677139937,0,0,0,0,0,0,0,0.0204860397854685,0.021216024045906,0,0,0,0,0,0,0.00570021691441312,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390960638343984,0,0,0,0.0974317886826971,0.161825141057233,0.0415798675327908,0,0,0,0,0,0,0.0174197841082047,0,0,0.000329716766115234,0,0,0,0,0,0
X002475.SZ,0,0,0,0.038281103047503,0,0,0,0,0,0,0,0,0,0,0.0147344462218201,0,0,0,0,0,0,0,0.117504939097683,0,0,0,0,0.265185563902981,0,0,0,0,0,-0.0669409075034082,0,0,0,0,0,0,0,0,0.102324386279467,0,0,0,0,0,0,0,0,-0.0381396813460111,0.00374881844289338,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0894840467120639,0,0,0,0,0,0.0187429357005703,0,-0.0343272092731107,0,0.0016497185807052,0,0,0,0,0,-0.0581307881627023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165858789483331,0.132132937518587,0,0,0,0.126167886962412,-0.0471610751755658,0.040146101061988,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0889782200158515,0,0,0,0,0,0.115338803469358,0,0,0.0473093729808002,0,0.019752645815312,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175171195330132,0,0,0,0,0,0.0315177444281823,0,0,0,0,0.0506862224577175,0.0280393131347792,-0.0641338085938929,0,0,0,0,0,0,0,0,0.0189664564832461,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.0107006892947793,0,0.161162373132734,0,0,0,0.0598624368621902,0,0.0448117604263454,0,0,0,0,0,-0.103447416831773,0.0956405699775511,0,0,0.0566881627110285,0.18249601059444,0,0,0,0,0,0.0796275061484747,0,0,0,0,0,0,0.171711954155386,0,0,0,-0.191443064341097,0,0,0,0,0,-0.00305256434427412,0,0.00925041487714645,0,0,0,0,0,0
X002304.SZ,0,0,0.077649838557224,0,0,0.418334658958823,0,0,0,0,0,0,0,0,0.0369934680620356,0,0,0,0,0,0,0,0.00562431428780556,0,0,0,0,0.0365035698384963,0,0,0.10309499293769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00641497075011018,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.0381293100974825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324192742809145,0,0,0,0,0,0,0,0.0681531431605715,0,0,0,0,0.0132639195876831,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0777662544537468,0,0,0,0,-0.0030203309964333,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457533000228615,0,0,0,0,0,0,0.270621439113692,0.0503640755282373,0,0,0,0,0,0,0,0,0,0,0,0,0.140702880835114,0,0,0.0402702676413471,0,0,0,0,0,0,0,0,0,0.0839584236676491,0.04279336138461,0,-0.0160562427063355,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.0659856980293864,0,0,0,0,0,0,0,0.0856202946698529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205742718506879,0,0.212421259552455,0,0.0333214497018385,0,0,0.0168555843186526,0,0,0,0,0,0.0972096309328829,0,0.00834092682951938,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246490817336214,0,0,0,0,0,0,0,0,0,0,0,0.0674309872248762,0,0.0795612040739137,0,0,0,0,0,-0.00779093256101505,0,-0.032243631192012,0,0.200548785086638,0,0,0,0,0,0,0.0909485360753118,0,0,0,0,0,0,0,0,0
X600031.SH,0,0.0267614497929018,0,0,0,0.0519036918706296,0,0,0,0,0,0,0.108236686470016,0,0,0,0,0,0,0,0,0,0,0.00337814254499262,0,0,0,0.0595594398708084,0,0,0.0953810061361521,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00791903080020796,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.326375794003909,0.158507145176348,0,0,0,0,0,0,0,0,0,0,0.146182310031339,0,0,0,0,0,0,0,-0.0177141072141139,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0.101335793479659,0.451483958074332,0,0,0,0,0,0,0,0,0.0207649858681179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816221875833861,0,0,0,0,0,0,0,0.0834477529700717,0,0,0.0932802491871926,0,0,0,0,0,0,0,0,0,-0.00341166111408091,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241978445354647,0,0,0,0,0,0,0,0,0.0903925106125565,0,0,0,0,0,0,0,0.028788752872109,0,0,0,0,0,0,-0.101292769161861,0,0,0,0,0,0,0,0.201415898928082,0,0,0,0,0,0,-0.00933128403288578,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0436469604514631,0,0,0,0.263917301994,0,0,0,0,0,0,0,0,0,0,0,0.00529595694378658,0,0,0,0,0.0921272272662653,0.0260155431062486,0,0,0,0,0.133580219969093,0,0,0,0,0,0,0,0,0,0.00569106811504709,-0.00178535491942692,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170145103178286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389599032518273,0,0,0,0,0,0.0141972157765664,0,0,0,0,0,0,0,0.186159701918245,0,0,0,0,0,0,-0.0191756442708659,0.0124436367615068,0,0,0,0,0,0
X002179.SZ,0,0,0.343377272858653,0,0,0,0,-0.0554527586086561,-0.273684792352496,0,0,0,0,0,0.0523693009834691,0,0,0,0,0,0,0,0.00203775474082011,0,0,0,0,0.147064098030982,0,0,0,0,0.310537018552671,0,0,0,0.15896688734009,0,-0.0874828488828138,0,0,0,0,0,0,0,0,0,0,0,0,-0.0273258544888028,-0.00928727225689832,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00767362722445023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320544288752123,0,0,0,0,0,0.097591494505127,0,0,0,0,0.17753817787255,0,0,0,0,0,0,0,0,0,0,0.0066091890279808,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403550191689769,0,0,0,0,0,0.117895560432698,0,0,0,0,0,0,0,0.0204560761382629,0,0.223407477699895,-3.46944695195361e-18,0,0,0,0,0,0,0,0.113525226016519,0,0,0,0,0.223977629147624,0,0,0,-0.121935652060453,-0.0271498231812583,0.0104962628466762,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0385676929464575,0,0,0,0.051855455166781,0,0,0,0,0,0,0,0,0,0.0896883776086378,0,0.14329884757161,0,0.136679945676044,0.0278486450252023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0389156393503563,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0.301392851110489,0,0,0,0,0,0.0523960724298684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329257074471456,0,0.00832026484322256,0.211089408526304,0,0,0,0.113560459708164,0,0,0,0.149058692507193,0,0,0,0,0,0,0,0,-0.00915369495562697,-0.0134017512522683,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223351605342586,0.017699157724466,0,0,0,0,0,0,0,0,0,0,0,0,0.148292213600887,0,0,0,0,0,0.0584311089416645,0,0,0.110140532467236,0,0.126599596998137,0,0,0,0,0,0,0,0,0,0,0,0,0.0378808467892214,-0.0411027707545318,0,0,0,0,0,0
X600741.SH,0,0,0.00287026634962369,0,0,0,0,0,0,0,0,0,0,0,0.00640721327350797,0,0.0475754018602569,0,0.0936877934084545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0880715249981191,0,0,0,0,0,0.0858136607033019,0,0.0299806241112033,0,0.128551118165215,0.0208649788115032,0,0,0,0,0.152416101515083,0,0,0.0089538905781253,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00441235929961237,0,0.0866096605699815,0,0,0,0,0,0.609160509492173,0,0,0,0,0,0,0,0,0,0.162705248264213,0.00545993296809723,0,0,0,0,0.100435663154168,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151586856638792,-1.0842021724855e-19,0,0,0,0,0,0
X000661.SZ,0,0,0,0.0366231780250269,0.258450906911005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670354280850242,0,0,0.0337746033875955,0,0,0.0179616386890137,0,0,0,0,0,0,-0.202859975793929,0.0976073362200916,0,0,0,0.246147402417366,0,0,0,0,-0.17022857980948,-0.0733894651635906,0.0398408549831411,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135799933095138,0,0,0,0,0.00717718893359,0,0,0,0,0,0,0.110275295775543,0,0,0,0.109213569798724,0,0.00412652228868626,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.280889886633316,0,0,0,0,-0.009062763077923,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112145067855976,0,0,0,0.246134917024275,0,0,0,0,0,0,0,0,0.0398534036315105,0.57112281408112,0,0,0,0.102717392807969,0,0,0,0,0,0.173859781380409,0,0,0.075696159890281,0,0,0,0,0,0,0,0,0,0,0.020967745329383,0,0,0,0,0,0
