,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X002371.SZ,X600104.SH,X003816.SZ,X000568.SZ,X000063.SZ,X000725.SZ,X300124.SZ,X000625.SZ,X600031.SH,X002304.SZ,X000338.SZ,X002241.SZ,X300014.SZ,X000100.SZ,X000596.SZ,X002179.SZ,X600418.SH,X000977.SZ,X002463.SZ,X600584.SH,X600703.SH,X600089.SH,X600183.SH,X000157.SZ,X600372.SH,X002049.SZ,X002236.SZ,X600741.SH,X002028.SZ,X600066.SH,X600522.SH,X000066.SZ,X600839.SH,X601877.SH,X600460.SH,X002156.SZ,X002281.SZ,X600487.SH,X002180.SZ,X002456.SZ,X002085.SZ,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.147643966317331,0,0,0,0,0,0.104340069059583,0,0,0,0,0,0,0,0,0,0.316916475498201,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0426897560235996,0,0
X000858.SZ,0,0,0,0,0,0,0,0.331265273363096,0,0.050081142793125,0,0.0826087781410804,0,0,0,0,0,0.269089145414766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0926502050487418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022438774317505,0,0,0,0,0.423413389013495,0.0934492211037301,0,0,0,0,0,0.0727734084769086,0,0,0,0.0878553045087346,0,0,0,0,0,0,0,0,-0.00525564747332629,0.0679128589290423,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.0324140651337678,-0.0238403950098908,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0856213578982625,0,0,0,0.126950473101719,0,0,0,0,0.0505906009496235,0,0.134431631340712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101454789995268,0,0.031015105232566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05980279528244,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251583562321167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159536908985177,0,0,0,0,0,0,0.188876598033164,0,0,0,0,0,0,0,0,0,-0.0297646928032413,0,0
X600690.SH,0,0,0.266392738160471,0,0,0,0.072760842625374,0.0982359180433893,0,-0.00286234426420181,0.00132569108575687,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0287299016852642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125309952981736,0,0,-0.0335590255010658,0,0,0,0.045137757295795,0,0,0,0,0,0,0,0,0.00917572654536317,0,0
X000651.SZ,0,0,0,0,0,0.114584384652007,0,0,0,0.00125164937864982,0,0,0,0,0.100358264534548,0,0,0.0148900921037746,0,0.0727920464804592,0,0,0,0.0492759435790328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687436286353005,0,0,0,0,-0.0385061509317828,0,0,0,0,0,0,0,0,-0.0670311713530453,0,0,0,0,-0.00645654979575683,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0.561620162260388,0,0,0,0,0,0,0,0,0.0131347291193784,0,0.302425952735336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00277039015042185,0,0,0,0,0,0,0,0,0,0,0,-0.0139724791567677,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381560826564403,0,0,0,0,0,0.047419624531899,0,0,0,0,0.256928892082536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102445132320055,0,0,0,-0.0613021401018051,0.0652417824895248,0,0,0,-0.020884554190413,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346401148632038,0,0,0,0,0,0,0,0,0.0804587257468682,0,0,0,0,0,0,0,0,-0.220462193335025,0,0.503211271719989,0,0,0,0,0.0501763325504155,0,-0.0879512057669331,0,0,0,0,0,0.0277525418078951,0,0,0,0.0297619074148489,0,0,0,0.0756960244903597,0,0
