,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002236.SZ,X002475.SZ,X000338.SZ,X600031.SH,X002008.SZ,X000625.SZ,X002456.SZ,X601877.SH,X300124.SZ,X600487.SH,X300003.SZ,X600066.SH,X000100.SZ,X002241.SZ,X600809.SH,X002294.SZ,X600867.SH,X300136.SZ,X600271.SH,X600522.SH,X002508.SZ,X600566.SH,X000050.SZ,X600089.SH,X000157.SZ,X000981.SZ,X000596.SZ,X600498.SH,X600177.SH,X600707.SH,X000661.SZ,X002179.SZ,X600699.SH,X002180.SZ,X300142.SZ,X600584.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.509258871321842,0,0.0128663597094013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174691128934405,0,0,0,0,0,0,0,0.157361774536202,0,0,0,0,0,0,0,0.0694275239639988,0,0,0,-0.00365723870191472,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.164812335609519,0,0,0.213814880078861,0.00787641462068511,0.123767857812889,0,0,0,0,0,0.0651808899648889,0,-0.134586908453706,0.0393135744469909,0,0,0,-0.0100562510906139,-0.0698612091168354,0,0,0,0,0,0,0,0,0,0,-0.0210414426422435,0,0,0,0,0,0.143873179789238,0,0.0361946273460277,0.078346033746157,0,0,0,-0.000823777422391026,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.128939698741309,0,0,0,0,-4.33680868994202e-19,0,0,0.136996560718163,0,0,0,0.0477074699053874,0,0,0,0,0.327957972367325,0,0,0,0,0.000228140908779358,0,0,0.0911609168170796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.202357775531885,0,0,0,0,0.285636269424839,0,0,0,0.0605181618303087,0,0,0.0262853617008086,0.141920404184211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137359852611761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143111439480153,0,0,0,0,0,0
X000858.SZ,0.126872274517109,0,0,0.149175292395787,0,0,0,0.0318876832767644,-1.35525271560688e-20,0,0,0.611789574841991,0,0.0122747653304014,0,0,0,0.0205331525278638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00559657956328711,-0.00919099478289614,0,0,0,0,0,0
X600276.SH,0,0,0.0461655689085586,0.0616746853293648,0.0565031185888688,0,0,0,0,0.100804971616597,0,0,0,0,0,0,0,0,0,0,0,0,0.275022620444866,0,0,0,0,0.0117576745677347,0,0.0914208067676729,0,0,0,0.108208780517529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0050043984603935,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.403119605114678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128685807022886,0.0264668255847671,0,0,0,0,0,0.130427974892312,0,0,0,0.0103631038069758,0.0349819404655897,0.118434582456367,0,0,0,0,0,0,0,0,0,0,0,0,0.0835810683100861,0,0,-0.00114226210897729,0,0,0,0,0,0,0
X002304.SZ,0.0903171023451107,0,0,0,0.0999918559857086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189228785986385,0,0,0,0,0,0.401815540878083,0,0,0,0,0,0.158376183344381,0,0,0,0,0,0,0,0,0,0.0309042090708408,0,0,-0.0159216500581716,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.181051272667006,0,0,0,0,0,0,0,0,0,0,0,0,-0.0785276383772903,0,0,0.623955334179042,0,0,0,0,0,0,0,0,0.172290100158613,0,0,0,0,0,0,0,0.0809064434269073,0.00939331518449037,0,0,0,0,0,0,0,0,0,0,0.00425385458769481,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.156730634434377,0.315103576885033,0,0,0,0,0,0,0,0.0895273917305572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11483678235124,0,0,0,0,0,0.0255376645401035,0,0,0,0,0,0,0,0,0.037498787458595,0,0,0,0.00492123066174761,0,0,0,0,0,0
