,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X000338.SZ,X600031.SH,X000625.SZ,X600487.SH,X002008.SZ,X002241.SZ,X002456.SZ,X000100.SZ,X601877.SH,X300136.SZ,X600066.SH,X600809.SH,X002508.SZ,X300124.SZ,X002294.SZ,X600522.SH,X300003.SZ,X600271.SH,X600867.SH,X002085.SZ,X600089.SH,X000981.SZ,X600498.SH,X000596.SZ,X002129.SZ,X600177.SH,X000157.SZ,X600699.SH,X000661.SZ,X600566.SH,X002179.SZ,X600118.SH,X002049.SZ,X300142.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0781717294987446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0894398088764798,0.0252753599663672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0190231329665808,0,0,0,-0.0129050520879382,0.0342024457038065,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0938399920038681,0,0.173165500810755,0.116917092263963,0.0353097924636935,0,0,0,0,0,0,0,0.0862961813929364,0,0,0,0,0,0,0,0,0,0,0.0242141273042055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0784538237646003,0,-0.0200313384842772,0.0266982963773706,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0658235376732209,0.252974101356026,0,0.0100742178760738,0,0.198661183129009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034641443660009,0,0,0,0.0310514747192735,0,0,0,-0.0028603713260654,0,0,0,0,0,0,0
X000858.SZ,0.11235438072828,0,0,0,0,0,0,0.129364050049024,0,0.0398607338016245,0,0.303583288143094,0,0,0,0,0,0,0.0516542512217976,0.00219916203943842,0,0,0,0,0,0,0.239391618778855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00199750094178934,0,0,0,0,0,0,0
X000651.SZ,0,0.257140790599229,0,0.282051556798581,0,0,0,0,0.121523447820601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.00913993567668043,0,0,0,0,0,0,0,0,0,0,0,3.3881317890172e-21,0.00280354083367496,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.357143588907983,0,0,0,0,0,0,0.0124261734021349,0,0,0,0,0,0,0.289696337437144,0,0,0,0.135337556048585,0,0,0,0,0,0,0.120776481557508,0,0,0,0,0.1296463256147,0,0,0,0,0,0,0,0,0,0,0.12451538533918,0,-0.0377632026803469,0.0623058533443946,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0186425787211461,0,0,0,0.0487079602699829,0.166574716563431,0.087591833302342,0,0,0,0.171454746053489,0,0,0.0777366741688213,0.00521133023195914,0,-0.101048720786828,0,0,0.0659223141038135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668954375359513,0,0,0,0,0,0,0,0,-0.0185840885870487,0,0,0,-0.021620497781829,0.0464334083313759,0,0,0,0,0,0
X002304.SZ,0.205020612858396,0,0,0.220478045121835,0,0,0,0,0,0,0,0.128054761909783,0,0,0,0,0,0,0,0.00222175226206848,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111203653542828,0,0,0,0,0,0,0,-0.0210871012723092,0.0219303357184836,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.240840605050452,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343031322844012,0,0,0,0,0,0,0,0,0,0,0.13315370765056,0,0,0,0,0,0,0.386684406492748,0,0,0,0,0,0,0,0,0,0.116016398302021,0,0.211695932230721,0,1.73472347597681e-18,-3.46944695195361e-18,0,0,0,0,0,0
X600690.SH,0,0.0677067918562077,0,-6.93889390390723e-18,0.214958967256771,0,0,0,0,0,0,0.0104922242951921,0.0531461518186454,0,0,0,-0.0410541990531698,0,0,0.384001590841712,0,0,0.0160992196575978,0,0,0,0,0,0,0,0.0113709266941013,0,0,0,0,0,0,0,0.0361880345720978,-0.00781069767681658,0,0,0,0,0,0,0,0,0,0,0,0,0.00630601985230162,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.135101534114649,0,0,0,0.133763480187201,0,0,0.0380327110234129,0.0247665498201403,0,0,0,0,0,0.143706692374341,0.00621944435107749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332251147538488,0,0,0,0,0.0675767189262406,0.206016726144033,0,0,0,0.0600194344086441,0,0,0,-0.0322828575550309,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0.164920136932791,0,0,0,0.0983219363095036,0,0.0605360185970298,0,0,0,0,0.0357494868282327,0,0,0,0,0.160664881805831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054207204568265,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0.0197496748728484,0,0.25328698761772,0,0.0468370660549372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125468212202976,0,0,-0.0401951268292407,0.0834030869497371,0,0,0,0,0,0
X002475.SZ,0,0,0.0307228466225314,0,0.0367273018125755,0.0344588874413706,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166585298591954,0,0.227304156138722,0,0,0.179449704191224,0,0,0,0,0,0,0,0,0,0,0,0,0.0796032498115845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002236.SZ,-0.0299768802322189,0,0.531254968712256,0,0,0,0,0,0.0819591034549478,0,0,0,0,0,0,0,0,0,0.0152342339699848,1.38777878078145e-17,0,0.132746608375695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.158748143258062,0,0.134186396578354,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26076710091872,0,0,0,0,0,0,0,0,0,0,0,0,0.0567920634806895,0.117081283483183,0,-0.204444219281252,0,0,0,0,0,0,0.253495454286173,0,0.0892781462090347,0,0,0,0,0,-0.0619803389979583,0,0,0,0.0215906652620622,0,-0.0020450160647536,0.0236568809124132,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.135897439218274,0,0,0,0,0,-0.172838831395524,0.0152204191584406,0,0,0,0,0,0,0,0,0,0,0.0369932116850068,0,0,0,0,0.14999915525074,0,-0.0656274495755177,0,0,0,0,0,0,-0.0690799842311619,0,0,0,0,0.0928640042380618,0,0,0,0,-0.0978021709365492,0,0.0691976574819645,0,0.0212407375549896,0,0,0,0,0,0,0
X000625.SZ,-0.127099416373075,0,0,0,0,0,0,0,-0.0657950534783355,0,0.00330038689425837,0,0.0292472860564863,0,0,0,0,0,0,0.0637237841208433,0,-0.00536481139100792,0,0,0,0,0,0.114740900389157,0,0,0.0153583833621626,0,0,0.0960733461822847,0,0,0,0.0603760715083177,0,0.121699635781743,0,0,0,0,0,0,0,0.0973859730930388,0,-0.0255329247700117,0,5.42101086242752e-20,0.00446703998204056,0,0,0,0,0,0
X600487.SH,0,0,0.00648413483851953,0,0,0,0,0,0,0,0,0,0,0,0.162685779971256,0,0,0,0,0.02426662993387,0,0,0,0.106806007545766,0,0.11100922648954,0,0,0,0,0.0475933661744867,0,0,0,0,0,0,0.450592227646101,0,0,0,0,0,0,0,0,0,0,0,0.1167467305149,0,0.00993266272214795,0,0,0,0,0,0,0
X002008.SZ,0,0,0.224848448772894,0,0,0,0,0.193524437988598,0,0.172760926904646,0.136613894862138,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0226815298369314,0.00552519649407959,0.164392365203986,0,0,0.100257727022884,0.240523676210089,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445040237287036,0,0,0.00636380725263324,0,0,0,0,0,-0.00948100893151805,4.33680868994202e-19,0,0,0,0,0,0
X002241.SZ,0,0,0.1823927742554,0,0,-0.0411664830711884,0,0,0.14997637478947,0,0,0,0,0.263311729132626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124926594466177,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0786683351173997,0,0,0,0,0.0454968144001028,-0.0351113104454273,0,0,0.00481949159611919,0.0274918314083442,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678198257918568,0,0,0,0,0,0,0,0,0,0,0.0860481671951078,0,0,0,0,0,0,0.215345203535717,-0.0699623376471579,0,0,0,0,0,0,-0.14326690892588,0,0,0.168406420995778,0,0,0,0,0,0,0.0391046175984398,0,0.0013667409038639,0,0,0,0,0,0,0
