,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000625.SZ,X000596.SZ,X000725.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X600703.SH,X002129.SZ,X000100.SZ,X600089.SH,X600372.SH,X002236.SZ,X002049.SZ,X000661.SZ,X002241.SZ,X600741.SH,X600584.SH,X000157.SZ,X601877.SH,X600522.SH,X000977.SZ,X002007.SZ,X000800.SZ,X601799.SH,X600183.SH,X002074.SZ,X600418.SH,X600702.SH,X002028.SZ,X300142.SZ,X000733.SZ,X002463.SZ,X002294.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-6.93889390390723e-18,0,0.320862495067747,0,0,0.0488916066763663,0,0,0.0729290827402482,0.0295185654057512,0,0,0,0,0,0,0,0,0,0.00930254532525564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323570653425608,0,0,0,0,0,0,0,0.114627183742952,0,0,0,0,0,0,-0.00332766568313612,0,0.00193317981183927,0,0,0,0,0
X000858.SZ,0.189388990312099,0,0,0,0,0,0,0,0,0,0,0,0,0.107067768005361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138117904263205,0,0,0,0,0,0,0.187645861742336,0.0924190000387518,0,0,0,0.0183782031457616,0,0,0,-0.0173984654549587,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431642668063764,0,0,0,0,0,0,0.0823398353028313,0,0,0,0.0623477827257127,0,0,0,0,0,0,0,0,0.118605194049392,0,0,0,0,0,0.0724428831000319,0,0,0,0,0,0,0,0,-0.00948000243077844,-1.73472347597681e-18,0,0,0,0,0,0
X000568.SZ,0.332259937153638,0,0,0,0.26792132572389,0.0165345770929865,0,0,0,0,0,0,0,0,0.238148943785456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732321196728129,0,0.0503013719675804,0,0,0,0,0,0.00850387873674254,0,0,0,0,0,0,0
X600809.SH,0.166495247225521,0,0,0.475280035893432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171068037761115,0,0,0,0,0,0,0,0,0.0542580634971567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251347419261609,0,0,0,0,0,-0.042962100864454,0,0,-0.00118121492671971,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115658924388431,0,0,0,0,0,0.133662995303667,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381523947005869,0,0,0,-0.0375719925548626,0,0.461575334652389,0,0,-0.0165512407706178,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143808140487233,0,0,0,0,0,0,0,0,0,0,0,0,0.101934820845252,0,0.0508266474013391,0,0,0,0,0,0,0,0,0,0.148752656856906,0,0,0.0256379939461465,0,0.182778364483394,0.0987477028737647,0,0,-0.064561390140403,0.0924794418906372,0,0,0,0,0,0
X600690.SH,0.11781706589669,0,0,0.0306705633747908,0,-0.00618091785367591,0,0,0,0,0,0.0276099000449438,0,0,0,0,0,0,0.102187217176202,0.0997704500298462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240968046759803,0,0,0,0,0,0,0,0.0978021118806321,0,0,0,0,0,0.050552015060508,0,0,0,-0.01690834567553,0.0291281934047478,0,0,0,0,0,0
X000651.SZ,0.104025571917141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0542389842959493,0,0,0,0,-0.0498494812751096,0,0,0,0,0.102057159436126,0,0,0.0103689393078653,0,0,0.0674893780035798,0,0,0,0,0,0.0317075372305879,0,0,0,0,0,5.46106735677058e-05,-0.0159923543568692,0,0,0,0,0,0
X002304.SZ,0,0.224968170275591,0,0.14810568642942,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.132368195792636,0,0,0,0,0,0.0135122559550362,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124460075493813,0,0,0,0,0,0,0,0,0,0.0651560332512611,0,0,0,0.0110985404697275,0,0,0,0.0217452314636744,-0.0361307889964886,0,0,0,0,0,0
