,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X600031.SH,X002475.SZ,X600104.SH,X000725.SZ,X000661.SZ,X300014.SZ,X300124.SZ,X003816.SZ,X000338.SZ,X000063.SZ,X000100.SZ,X002241.SZ,X600703.SH,X000596.SZ,X000625.SZ,X000157.SZ,X300142.SZ,X002129.SZ,X600741.SH,X002371.SZ,X002179.SZ,X002049.SZ,X002007.SZ,X002236.SZ,X601877.SH,X000799.SZ,X600584.SH,X600183.SH,X300003.SZ,X002414.SZ,X300146.SZ,X000800.SZ,X601799.SH,X600779.SH,X600089.SH,X600702.SH,X600460.SH,X002074.SZ,X000977.SZ,X002008.SZ,X600707.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.200076196842922,0,0,0,0,0,0,0.0359512691976145,0,0,0,0,0,0,0,0,0,0,0.0422524785985895,0,0,0,0,0.00486658495924778,0,0,0,0,0.222705858475432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0322113988400488,0,0,-0.0229167914770114,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.137438690567541,0.276893566411875,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0385106707124201,0,0,0,0,0.1283226347968,0,0,0,0,0.187301934668961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0136039575292531,-0.00793002150776675,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0457563321329528,0,0,0,0,0,0,0,0,0.0068833934355275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208490554233342,0.248739821535183,0,0.111161645359928,0.0524282289910672,0,0,0.0588053167187525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00604540967713981,0,0
X600276.SH,0,0.085965941670475,0,0,0,0,0.146449678565689,0,0.0665323383035526,0,0,0,0,0.0762558250416508,0,0,0,0,0,0,0,0,0,0,0.0246227720180498,0,0,0,0,0.0223178706912416,0,0,0,0,0,0,0,0,0,-0.17147547660041,0,0.0182175612721607,0,0,0,0,0,0,0,0,0,0.00689810071608332,0,0,0,0,0.0152748162892927,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0879198727538133,0,0,0,0,0,0,0.0316722564549799,0,0,0,0.065872179829894,0,0,0,0,0,0,0,0.192700646544794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240438296320803,0,0,0,0,0.0283298337317114,0,0,0.00385888484841647,0,0,0,-0.00494678457261872,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117976256581044,0.00983328042275121,0,0,0,0,0,0,0,0,0,0,0,0,0.0886393759874732,0,0.0200216178949924,0,0,0,0.418002670827102,0,0,0,0,0,0,0.0591108301111971,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.0974995567432456,0,0,0,-0.0525015326578872,0,0
X000568.SZ,0,0.74030058399264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29197147117892,0,0,0,0,0,0,0,0,0,0,0.088189650592425,0,0,0,0,0,0,0,0,0,-0.00920088823561458,0,0,0,0,0,0
X600690.SH,0,0,0.0568412382998345,0,0,0.0645036938019541,0.0112534237629134,0,0,0,0,0,0,0.133109669308867,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219115969737013,0,0,0,0,0,0.200593294566918,0.122894711798417,0,0,0,0,0,0,0,0.00812904575391575,-0.0275722958832633,0.01452021926329,0,0,0,0,0,0,0,-0.0159932477270905,0,0,0,-0.0132977159499629,0,0
X002304.SZ,0,0,0.0813667262837225,0,0,0.19234077115536,0.148672661263239,0.132989562428318,0,0,0,0,0,0.164614826889787,0,0,0,0,0,0,0,0,0.0494011618117561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0992928434169754,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000801564550875159,-0.00760041208224428,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.049613651916732,0,0,0,0,0,0,0,0,0,0.248674484123636,0,0.0553430464067303,0,0,0,0,0,0.0113198797077869,0.051200199016404,0,0,0,0,0,0.227439437538353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0300192913032174,0,0,0,0,0.00741048208333135,0,0
