,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X000651.SZ,X002304.SZ,X600104.SH,X600690.SH,X600031.SH,X000725.SZ,X300014.SZ,X300124.SZ,X000661.SZ,X000063.SZ,X000338.SZ,X002241.SZ,X000625.SZ,X600703.SH,X003816.SZ,X002371.SZ,X000100.SZ,X002129.SZ,X000596.SZ,X300142.SZ,X002049.SZ,X002179.SZ,X600741.SH,X000799.SZ,X000157.SZ,X600460.SH,X601877.SH,X002414.SZ,X002236.SZ,X002007.SZ,X600584.SH,X600702.SH,X601799.SH,X600779.SH,X300146.SZ,X300003.SZ,X600183.SH,X000800.SZ,X002074.SZ,X000066.SZ,X600089.SH,X002508.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.103251648621383,0.0656594482513226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130896604827593,0,0,0,0,0,0.0139620133697452,0,0,0,0,0,0.0166818875904897,0,0,0,0.108534130313243,0,0,0,0,0.0736994924045464,0.0361443218049743,0,0,0,0,0,0.0385620809006371,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.396469355306484,0,0,0,0,0,0,0,0.0487498986017425,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.00886913972115727,0,0.135257033549164,0,0,0,0.0149866701734176,0,0,0,0,0,0,0.0384748868104694,0,0,0,0.00829455354397072,0,0,0,0,0,0,0,0,0,0,0.00977834810408612,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0419060791178075,0,0,0,0.0251528785498602,0,0,0,0,0.0794183993182832,0,0,0,0.081626659507628,0,0,0,0,0,0,0.0173414049856308,0,0.117307205383677,0,0,0,0,0,0.0125640471197939,0,0,0,0,0,0,0.0032818712814114,0,0,0,0,0,-0.0452187156282369,0,0,0,0,0.0162924433219973,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0614111679125752,0,0,0,0,0,0.0608079018222382,0,0,0,0.018965770848703,0,0,0,0,0,0,0,0.0717282944721976,0,0,0,0,0,0,0,0,0,0,0,0.00458262764444934,-0.0670095771776882,0,0,0,0.136916161872444,0,0,0,0,0.0114075764520126,0,0
X600809.SH,0,0,0,0,0,0.168169578993779,0,0,0.0966676610499336,0,0,0,0,0,0.118511706069341,0,0,0,-0.0541139132233218,0,0,0,0,0,0,0,0,0,0,-0.211684395416063,0.412748327138497,0,0,0,0,0,0,0,0.0262550879971248,0,0.0766474852191435,0.0863704004884282,0,0,0,0,0,0,0,0,0,0,0.00363847513045923,0,0,0,0.0236042380847972,0,0
X000568.SZ,0,0.168037196422804,0,0,0.0907898652358729,0,0,0,0.341121489695542,-0.0520086130326069,0,0,0,0,0,0,0,0,0,-4.9792338886618e-05,0,0,0,0,0,0.156163094243653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121584761563705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00505483284743981,0.106600030984702,0,0,0,0.113035444374488,0,0.415698124275233,0,0,0,0.132132355326052,-0.141982023836364,0,0,0,0,0,0.0210033688462207,0,0,0,0,0,0,0,0.0496748564776947,0,0,0,0,0,0,0.00764231784833571,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.00926818833741041,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168693922242361,0,0,0,-0.0241006727411452,0.167390499645411,0,0.0785044118850854,0,0,-0.00746542925277758,0,0,0,-0.0412489887521217,0,0.00699866938034775,0,0,0,0,0,0,0,-0.0476728608755306,0,0,0,0,0,0.0487091255239891,0,0,0,0.0272707555794417,0,0
X002304.SZ,0,0,0,0.145095160000876,0.0961409411196091,0.209528716730504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189651496875373,0,0,0,0,0.035387145978798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702901114725258,0,0,0,0,0,0,0,0.226324418565395,0,-0.0643761777653174,0,0,0,0,0.0319414437281433,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113144426372345,0,0,0.0255965745012897,0,0,-0.0751499414777241,0.0574620855282827,0,0,0,0,0,0,0,0,0,0,0,0.0634820022459037,0,-0.0137320911431083,0,0.0138096963053297,0,0.102784315658071,0,0,0,0,0,0,0.00869636515348035,0.00739429042996638,0,0,0,0.0125338484609198,0,0
