,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002304.SZ,X000338.SZ,X600690.SH,X000568.SZ,X600703.SH,X000661.SZ,X600741.SH,X000100.SZ,X600809.SH,X002371.SZ,X002241.SZ,X600183.SH,X300014.SZ,X000596.SZ,X300003.SZ,X002236.SZ,X002007.SZ,X601877.SH,X000977.SZ,X002456.SZ,X000157.SZ,X300124.SZ,X002129.SZ,X000625.SZ,X300136.SZ,X002463.SZ,X002414.SZ,X002180.SZ,X300142.SZ,X600271.SH,X002179.SZ,X600584.SH,X000066.SZ,X002008.SZ,X600118.SH,X002185.SZ,X002049.SZ,X600498.SH,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191378645751831,0,0,0,0,0,0,0,0,0.00187013300182826,0.198377645850554,0.0610022089199268,0,0,0,0,0,0,0,0,0,0,-0.0657981596263852,-0.00548338068890305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285716172956126,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0.0446489333556484,0,0.439008473629327,0,0,0,0,0,0,0,0,0.0281714592583006,0.105056070182032,0,0,0,0,0,0,0,0,0,0.00549949299903334,0,0,0,0,0,0,0,0,0.0173513496775166,0,0,0,0,0,0,0,0,0,0,0,0,0.0168433606099481,0,0
X600276.SH,0.0091394912903492,0,0,0,0,0,0,0,0,0,0,0,0,0.0484478126053819,0,0,0.0385692493743604,0,0,0.307241918716602,0,0.08371955209391,0,0,0,0,0,0.023021589382254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000736840317299231,0,0,0,0,0,0,0,0,0,0,-0.0403625767718366,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0530053774240988,0.185515659358884,0,-4.33680868994202e-19,0,0.00889529070315237,0,0,0,0,0,0,0.0169186294332207,0,0,0.053306695063064,0,0,0,0,0,0,0,0.0377385536899597,0,0,0,0.0188057471111114,0,0,0,0,0,0,0,0,0,0,-0.043417961920583,0,0,0,0,0,0,0.0224858708630387,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0140406079311613,0,0,0,0,0,0,0,0,0.0107643267350127,0,0,0,0.03357369037123,0,0.180627713293051,0,0,0,0,0,0,0,0.176649479446652,0,0,0,0,0,0.11278162521773,0,0,3.46944695195361e-18,0.0109194742605283,0,0,0,0,0,0,0,0.00841794873176311,0,0,0,0.00887657958295337,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.203967847022551,0.0550516120273535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289585896609064,0,0,0.0361516758563785,0,0.187730369324647,-0.015302302192572,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144094674863875,0.00102362590250399,0,0,0,0.0584821120953664,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.104668748978564,0,0,0,0.00155215317794548,0,0,0,0.0610337007545997,0,0,0,0,0.259953432434042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260664385775599,0,0.0577606735665244,0,0,0,0,0,-0.00647388681091965,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0919982850047587,0,0,0,0,0,0,0,0,0,0.0028695887604124,0.106436171268794,0,0,0,0,0,0,0,0.0499579979154857,0,0,0,0.239671104144834,0,0.158525325778168,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123555662411815,0,0,0.413540755653484,0,0,0,0.0148261946772447,0.0694330943790009,0,0,0,0,0,0,0.0119303623311344,0,0,0,0,0.199664894379141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00350194757597061,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.0182283398861472,0,0.0814447072592697,0,0,0,0,0,0,0.000462362869151713,0,0,0,0,0,0,0,0,0.182715368747002,0,0,0,0,0,0.109172645939386,0,0,0,0,0,0,0,0.0661056394081558,0,0,0,0,0.212498370456986,0,0,0,0,0,0,0,0,0.00790321941589072,0,0,0,0.00964424266367306,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0.14752160869322,0.0682264712412516,0,0,0,0,0,0,0,0,0.0808237786593325,0,0,0.117093420024384,0,0,0,0,0,0,0.377135694813129,0,0,0,0,0,0,0,0,0.068366874984891,0,0,0.0196179207693784,0,0,0,0,0,0,0,0,0.00993222243582601,0,0,0,0,0,0
