,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X002475.SZ,X600741.SH,X000568.SZ,X601877.SH,X600703.SH,X600271.SH,X000100.SZ,X002236.SZ,X300124.SZ,X600487.SH,X000625.SZ,X600498.SH,X300003.SZ,X002008.SZ,X000661.SZ,X600809.SH,X300142.SZ,X002179.SZ,X002007.SZ,X000157.SZ,X000596.SZ,X600089.SH,X600066.SH,X002180.SZ,X600867.SH,X600177.SH,X600522.SH,X600566.SH,X002506.SZ,X600372.SH,X002456.SZ,X300146.SZ,X002241.SZ,X600118.SH,X002294.SZ,X600183.SH,X600699.SH,X300136.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.539717981481741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0846661722717262,0,0.28264263827702,0,0,0,0.0175774310432993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141131322033643,0.0212104398423943,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0216088027435366,0,0,0,0,0,0.0993332914904714,0,0,0,0,0,0.237165228232823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0756711839272142,0,0,0.143665777311189,0,0,-0.0393306899581484,0.0540502463496927,0,0,0,0,0,0,0,0.000576856729320625,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7014645709557,0,0.00593302728690596,0,0,0,0,0,0,0,0,-0.0333072247630324,0,0,0,0,-0.0263454250229704,0,0,0,0,0,-0.0306896982447576,0.110973316720093,0,0,0,0,0,0,0,-0.120254099355439,-0.00658633706897308,4.33680868994202e-19,0,0,0,0,0,0
X000651.SZ,0.050569347766188,0,0,0,0,0,0.173192132471663,0,0.0489745273684876,0,0.113721884302346,0,0,0,0,0,0,0,0,0,0,0.0370024366917531,0,0,0,0,0,0,0.0213565538011307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00313826960072881,0,0,0,0,0.0376276708190323,0,0
X600276.SH,0.0379967696280168,0,0.0657875340633832,0,0,0,0.00813426706251314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451233089751045,0,0,0,0,0,0,0,0,0,0,0,0.012147297113628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184892182150634,0.0337248309416873,0,0,0,0,0,0
X000858.SZ,0.308527871836147,0,0,0,0,0,0.244158125298554,0,0,0,0,0,0,0,0.0908043387432285,0,0,0,0,0,0,0,0,0,0,0,0,0.0741002946429624,0,0,0,0,0,0,0.0195064057874627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00273051129572687,0,-0.00256614338287346,0.00345718928334088,0,0,0,0,0,0
X002304.SZ,0.145491485963644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389601704075516,0,0,0,0,0,0,0,0,0,0.146426152335058,0,0,0.121690854589259,-0.0958981154102257,0,0,0,0.285609918292105,0,0,0,0,0,0,0,0,0,0,0.0287903491872715,0,0,0,0,0,0,0,-0.00244657105912326,0.036431706782374,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.129327646455264,0,0,0,0,0,0.0798292495689188,0,0,0,0.0686186204677284,0,0.0284160600641698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0090772573246735,0,0,0,0,0,0,0,0,-0.00652627502928368,0.0161914190900101,0,0,0,0,0,0
X600690.SH,0,0.221448671549735,0,0,0,0,0,0,0,0,0,0,0,0,0.0936687722657024,0,0,0.146407960916773,0,0,0.05810817757623,0,0,0,0,0,0,0.00280692378950764,0,0,0,0,0.183506072717653,0,0.118290345348786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114662059183354,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0168594650477297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430520603990731,0,0,0.0154330387965019,0,0.133155188505511,0,0.328560447433273,0,0,0,0,0.0910324832738631,0,0,0,0,0,0,0,0,0,0.187628888623563,0,0,0,0,0,0,0,0,0.00268626190888458,0,0,0,0.032492828448443,-0.0087731210002063,0,0,0,0.161697307545896,0,0
X600031.SH,0,0,0,0,0,0,0.0339872334496368,0,0,0,0,0,0,0.0608697901975523,0,0,0,0,0,0.177547876137483,0,0,0,0,0,0.0200850900418982,0,0.00585119980957652,0,0,0.107976884075368,0,0.0387909342437236,0,0,0.0127434914061336,0,0,0,0.109891068776996,0,0,0,0,0,0,0,0,0,0,0,-0.00518073904163345,-2.16840434497101e-19,0,0,0,0,0,0
X000338.SZ,0,0.048552864844816,0.0210987777500159,0,0,0.0158845366741566,0,0,0.0997202844656402,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0963729560010937,0,0,0.0179111742043201,0,0,0.0129651165084509,0,0,0,0,0,0,0,0,0,0,0.0588778273857864,0,0,0,0,0,0,0,0,0,0,0,-0.00576031680792283,0.0246274001373674,0,0,0,0,0,0
X002475.SZ,0.0702384256972671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0322176765463794,0,0,0,0,0,0,0,0,0.0507434292116358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13919395772308,0,0,0,0,0,0.367708627961514,0.0735195767590024,-0.0114501087771791,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0.0688387597829502,0,0,0,0,0,0,0,0,0,0,0.0995413749017328,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.202636379970162,0,0.211503195250831,0,0.0696939730308948,0,0,0,0,0,0.0828109073987337,0,0,0,0,0,0,0.0785970799056778,0,-0.00854092887077323,0.0251015305671246,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0.243422685415757,0,0.0647389172234311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306292243890971,0,0,0,0,0,0,0,0,0.057899875668568,0,0,0,0,0,0,0.128351026570775,0,0,0,0,0,0,0,-0.010581641120527,0.0478766156185718,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0.0577547052295073,0.0930161982442757,0,0,0,0,0,0.209459430886169,0,0,0,0,0,0,0,0,0,0,0.0610571049069365,0,0,0.00523424036172468,0,0,0,0,0,0,0.152247138540714,0,0.00266263971247021,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118077517707131,0,0.189059497031193,0,0,-0.0579886617734732,0,0,0.073348682631874,0.104051283854575,0,0,0,0,0,0,0,0,0,0,0,0,0.277556211911517,0,0.169157841499059,0,0,0,0,0.147507912741252,0,0,0.00985141323844053,0.0286173483200486,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0.0160401651747628,0,0,0,0,0,0,0,0.320534336711862,0,0,0,0,0.138053205694985,0,0,0,0,0,0,0.306645184507125,0,0,0,0,0,0.026028332143153,0.104280466442177,0,0,0,0,0,0,0,-0.0810824037471301,0,0,0,0,0,0.0674282026794543,0,-0.0228197515037808,-0.0615649856327478,0,0,0,0,0,0
