,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002236.SZ,X000338.SZ,X600031.SH,X002475.SZ,X000625.SZ,X600809.SH,X002008.SZ,X601877.SH,X002508.SZ,X600066.SH,X600487.SH,X002456.SZ,X000100.SZ,X002241.SZ,X300124.SZ,X300003.SZ,X002294.SZ,X600867.SH,X600271.SH,X600089.SH,X600522.SH,X600177.SH,X000157.SZ,X000596.SZ,X000981.SZ,X002085.SZ,X600566.SH,X300136.SZ,X600498.SH,X600707.SH,X002179.SZ,X300142.SZ,X000661.SZ,X600699.SH,X002180.SZ,X600118.SH,X600201.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.0370974506542677,0,0,0.532152163169728,0.0360830613161095,0.203599680849478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159624212564615,0,0,0,0,0,0,0,0.0020099267865959,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0318189999198095,0.159901484335407,0,0.0374195391559337,0.192108048659738,0,0,0,0.027201689297561,0,0,0,0,0,0,0,0.0810421255282767,0,0,0,0.0271807060662723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101699670010806,0,0,0,0,0,0,-0.0228310177695708,0.0423551008651266,0,0,0,0,0,0
X002415.SZ,0,0.0333712607302332,0,0,0,0,0,0,0,0.115626509247187,0,0,0,0.0979924105305822,0.0268045675231957,0.0477468639035224,0,0,0,0.289373343582226,0.1238374682829,0,0,0.140130289299027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729020190808093,0,0,0,0,0.0471584978550951,0,0,0,0,0,-0.0209157679320236,0,0,0,0,0,0,0
X000651.SZ,0,0,0.0128908989180262,0,0.307027136664923,0,0,0,0.0920125295846204,0.14280218771314,0,0,0,0.00168299632097041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086334641466813,0,0,0,0,0,0.00921187265485701,0.00355283123562253,0,0,0,0,0,0
X000858.SZ,0.180848881407872,0,0,0.205933154000193,0,0,0,0.03170366021157,0,0,0.3163712739846,0,0,0,0,0,0,0,0,0.123579489393788,0,0,0,0.010278293310212,0,0,0,0,0,0,0,0,0,0,0,0,0.0191489766237082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00734401708327715,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.494638647387543,0.126138960349699,0,0,0,-0.0369764678824343,0,0,0,0,0.0701757465743058,0,0,0,0,0,0,0,0,0,0.122361905644712,0,0.0225312050407033,0,0,0.20312586880337,0,0,0.144823735276735,0,0,0,0.0138449974826565,0,0,0,0,0,0,0,0,0,0,-0.0894472516767344,0.119384895944587,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.055347908925165,0,0.0489621871086504,0,0.208806524421776,0,0.174651926620151,0,0,0,0,0,0,0,0,0,0,0,0.0133191069000915,-0.0218108388396053,0,0,0,0,0,0,0,0,0,0,0,0.0805293931106606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169535850376223,0.0221772362338864,0,0,0,0,0,0
X002304.SZ,0.0447306250814316,0,0,0,0.269062674602156,0.0356466974384851,0,0,0,0,0.13339213563784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111415907839075,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.29101520036695,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223912742111796,0,0,0,0.0182108718773322,0,0,0.111150016489463,0,0,0,0,0,0,0.288645383897144,0,0,0,0,0,0,0,0.24483014960437,0,0,0,0,0,0,0,0,0,-0.0041817747205402,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.281829952636574,0.140701167064915,0,0.0913545514135999,0,-6.93889390390723e-18,0,0,0,0.165391181369761,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0700953337469614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476998057793876,0,0,0,0,0,0,0,-0.0059472518541241,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0.156661145802445,0.449815352077937,0,0,0.0647905350933262,0,0,0,0,0,0,0,0,0,0,0,0.0724786704175659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373757888272479,0,0,0,0.0781806832449721,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.00871221565355046,0,0,0,0,0,0
X600703.SH,0,0,0.056847926968558,0,0,0,0,0.162543761126397,0,0,0,0,0,0.294410274735315,0,0,0.109075471389946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438399817847465,0,0,0,0,0,0,0,0.629590630519628,0,0,0,0,0,0,0,0,0,-0.0181391071850136,-0.0115341973976008,0,0,0,0,0,0
