,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600690.SH,X600276.SH,X000568.SZ,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X002371.SZ,X000725.SZ,X300124.SZ,X002304.SZ,X000338.SZ,X600031.SH,X000625.SZ,X000596.SZ,X000063.SZ,X300014.SZ,X000100.SZ,X002179.SZ,X600089.SH,X000157.SZ,X002463.SZ,X600703.SH,X002241.SZ,X600372.SH,X002028.SZ,X000921.SZ,X002236.SZ,X000977.SZ,X600066.SH,X600741.SH,X600522.SH,X600584.SH,X600183.SH,X002049.SZ,X601877.SH,X002129.SZ,X000661.SZ,X002223.SZ,X000800.SZ,X002180.SZ,X600177.SH,X002074.SZ,X600060.SH,X600487.SH,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0632235078613954,0,0,0.291173753156092,0,0,0,0,0,0,0.00867684180131841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112827901040871,0,0.0110940430818902,0,-0.0185613478292794,0,0,0,0,0,0,0,0,-0.00760456775704858,0,0.0133321415934896,0,0,0.0204922806759413,-0.0149264196929917,0,-0.00351334149115513,-0.0351775287420281,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.500941684212222,0,0,0,0,0,0,0,0.169516154112293,0,0,0,0,0,0,0,0,0,0,0.0376637852772163,0,0,0,-0.0169797004550386,0,0,0.0220899187158042,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0.0194914282489392,0,0,0.0340839891474735,0,0,-0.00932781561968325,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.056316715403182,0,0.0748190688037715,0,0,0,0,0,0.123570187125187,0,0,0,0,0,0,0,0,-0.0418022947297912,0,0,0,0,0,0,0,0.128257433044171,0,0,0,-0.00552555201309717,0.0295963072809941,0,0.0845555618649441,0,0,0,0,0.130046873218931,0,0,0,0,0,-0.00135531303386452,0,0.0251013163292194,-0.0240315990248849,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.259168183547186,0,0,0,0,0,0,0.0654628635144078,0,0,0,0,0.104014014689969,0,0.0403478458301007,0,0,0,-0.115768838595989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060866954248152,0,0,0,0,4.33680868994202e-19,0,-0.0102503472330062,0.0263253019481238,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.115224943908281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019946684312772,0,-0.00598859350310698,0,0,0,0,0.289647743173654,0,0,-0.0115501436302143,0,0,0.00793847090080563,0,0,0,0,0,0,0,-0.0840611226981896,0,0,0,0,0,0,0,0,-0.0326795199775993,0,0,0.133456317744451,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0247160863880023,0,0,0,0,0,0,0,0,0,0,0,0.10135753729947,0.113764110967273,0,0,0,0,0,0,0,0.00993573620817977,0,0,0,0.0602036430408265,0,0,0.217534719971858,0,0,0,0,0,0,0,0,0,0,-0.0335662691882548,0,0,0,0.0447905338638573,-0.0110560487762714,-0.0802216253244348,0,0,0,0,0
X000568.SZ,0,1.00759148504998,0,0,0,0,0,0,-0.0548754066192389,0,0,0,0,0,0,0,0,0,0.1544716117324,0,0,0,0,0,0,-0.145569509242927,0,0,0,0,0,0,0,0,0,0,0,-0.0226592982023915,0,0,0,0,0,0,0,0,0.0322951545154677,0,-0.0653549729364185,0,0,-0.00708327610061009,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.177934436015342,0,0.0320187071096195,0,0,0,0,0,0,0.0572065798890225,0,0,0,-0.177482310811615,0.111930300984879,0,0,0.0734813398502918,0,0.0883435450860865,0.0610099653433302,0,0,0,0,0,0.171446460180471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11918622760692,0,-0.0221080301928502,0,0,-0.0250430700451173,0.00725026681210313,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100824255696325,0,0.320310337104095,0,0,-0.100296300455404,0.0958845663473017,0,0,0,0,0,0.0820680093411313,0.0648820229974985,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0651828602759273,0,0.0254837087451442,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,-0.177194029068825,0,0,0,0,0,0,0,-0.124880810017935,0,0,0,0,0,0,0,0,0.0187646412880102,-3.46944695195361e-18,0,0,0,0,0.108258866851537,0,0,0,0.00239925466206731,0,0,0,0,0.0210136996354253,0,0,0,0,0,0,0,0.0419121932456471,0,0,-0.0637647585442235,0,0,-0.0366052520021168,0,0,0,-0.00151381781727901,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084880753243539,0,0,0.0147077401357938,0.0933620317544064,0,0,0,0,0,0,0,0,0,0,-0.0110409480354102,0,0,0,0.0176276476009506,0,0,0,0.0248593426702299,0,0,0,0,0,0,0,0,0,0,-0.0790834612212322,0.014745887021163,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115989561768716,0,0,0,0.143196752671902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01585300337671,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286444404363336,0,0,0,0,0,0.0711418338518407,0,0,0,0.0293688947079345,0.0302764717049153,0,0,0,0,0,0,0,0,0,0,0,0.0281961355265104,0,0.139973455842424,0,0,0,0,0,0.0291872030876129,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,-0.0836429572931645,0.105355371990978,0,-0.0398765302078571,0,0,0,0,0,0,0.197334365009567,0,0,0,0,-0.0193258662795655,0,0,0.192726887237692,0,-0.113392042920348,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.0586583186400942,0,0.157928322278029,0.159463046650247,0,0.0292315769501089,0,0,0,0,0,0,0,0,0,0,0.0344567138849545,0.0575373877965931,0,0,0,0,0,0
X002304.SZ,0,0.165547622239787,0,0,0,0,0.0743110967150565,0,0.0394508151569534,0,0,0,0,0,0,0,0,-0.0181127278139669,0.0558523468384895,0,0.131815540877454,0,0,0,0,0,0,0,0,-0.0252157541671065,0,0,0,0,0.210324126488872,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00542429312543985,0.0248560014060789,0,0,0,-0.21452966161708,0,0,0,0,0
X000338.SZ,0,0,0,0,0,-0.0232621234312329,-0.0113776259286228,0,0,0,0,0,0,0,0,0,0,0.0473588838976966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224367990814816,0,0,0,0,0,0,0,0,0,0,-0.142038568803047,0,0,0,0.203601297822193,0,0,-0.0250457129103807,0,-0.121446957929464,0,0,0.0160961693136705,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405298087944978,0,0,0,0.0518222462845291,0,0,0.354098131992276,0,0,0,0,0,0,0,-0.0688951725388493,0,0,0,0,0,0,0,0.192921856420216,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0402953742238857,0.0110245603180054,0.0792690711916732,0,0,0.0227278758003761,0,0
