,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000858.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600703.SH,X600118.SH,X600271.SH,X000559.SZ,X600031.SH,X000100.SZ,X002241.SZ,X600066.SH,X600372.SH,X002292.SZ,X002475.SZ,X002236.SZ,X600741.SH,X601877.SH,X000157.SZ,X002049.SZ,X002465.SZ,X000338.SZ,X600089.SH,X002506.SZ,X300124.SZ,X300003.SZ,X600177.SH,X600582.SH,X000568.SZ,X000547.SZ,X002074.SZ,X002294.SZ,X002129.SZ,X600839.SH,X300001.SZ,X002426.SZ,X600867.SH,X600498.SH,X000977.SZ,X002276.SZ,X002085.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0976287312366807,0,0.148491677865794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241899690987787,0,0,0,0,0,0,0,0,0,0.0467813351593159,0,0,0,0,0,0,0,0.0898290548704888,0,0,0,0,0,0,0,0.00647892726954898,0,0,0,-0.0393633764774475,0.0392197263810524,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.347863595807227,0.16548336667686,0.160625837341894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001885762087228,0,0,0.00810452592570676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0221243525565393,-1.73472347597681e-18,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143501976821612,0,0,0.0534778913122834,0,0,0,0,0,0.00648063120475077,0,0,0,0.00464189081317649,0.223942477702854,0,0,0,0,0,0,0,0,0,0.0244397004531089,0,0,0,0,0,-0.0458910785525409,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.120863341439339,0,0,0,0,0,0,0,0,0.0552930413952919,0,0,0,0,0,0.0613064864812355,0,0,0,0.027711244887774,0,0,0,0.128140185812681,0,0,0.0134528915884818,0,0,0,0.0283293251452921,0,0,0,0,0,0.0138983269592049,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469746768670232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238265910798094,0.0716300167041652,0,0,0,0,-1.73472347597681e-18,0,0,0.101864813078263,0.13962420211705,0,0,0,0,0.00636969356453837,0.0355631438036322,0.00772937798330524,0,0,-0.0235426029741103,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.17789451208463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030526329140131,0,0,0,0,0,0,0,0,0,0,0.0252086937282986,0,0,-0.0935303944561003,0.0649910547441829,0,0,0,0,0,0
X002304.SZ,0,0.145328134121481,0,0,0,0,0,0,0,0.0122246532800439,0,0,0.054283762072668,0,0,0,0,0,0,0,0,0,0.228827457497513,0,0,0,0,0,0,0,0,0,0,0,0,0.15851863363113,0,0,0.0731924902876509,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.0157764467182017,0.0268440098405092,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264313886041733,0,0,0,0.00773201845931923,0,0,0,0,-0.0200358811720126,0,0,0,0.0120381376906746,0,0,0,0,0,0,0,0,0,0.00767406100686541,0.0227941453898721,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0.0125013163429006,0.0275211266883141,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0849280315007344,0,0.0570379480571333,0,0,0,0.0307410095919011,0,0,0,0,0,0,0,0.174536295286806,0,0.161272857126463,0,0,0,0,0,0.0351406399810485,0,0,0,0,0,0.018033143317511,0.0463385664397833,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156855752278524,0,0,0,0,0,0,0,0,0.303137683997433,0,0,0.0420579999557137,0,0,0,0,0,0,0.0534826613641664,0,0,0.177319233063496,0,0,0.00568422648096819,0,0.0101539214164874,0,0,0,0,0,0,0,0,-0.0244487437739525,0,0,0,0,0,0,0
X600690.SH,0,0.0838235636320751,0,0,0,0,0,0,0,0,0,0,0.00466522476667206,0,0,0,0,0,0,-6.93889390390723e-18,0,0.131017087600646,0,0.0362572674371461,0,0,0,0,0,0,0.0266762541470975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0712421792316227,0.0113822953998579,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154583469241359,0,0.284654957164467,0,0.231929470006848,0,0,0,0,0,0,0,0.112199600492286,0,0,0,0,0,0,0,0,0,0,-0.0379576955385082,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0817782649314815,0.000168050910778188,0,0,0,0,0,0,0,0,0,0.0261091396410788,0,0,0,0,0,0.524705933220938,0,0,0,0,0.0571133885594607,0,0,0,0,0,0,0,0,-0.00518005154807716,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178732016309315,0,0,0,0,0,0,0,0,0,0,0,0.0304102776916732,0,0,0,0,0,0,0.0439483783550135,0.0690827080336976,0,0,-0.112244536646536,0.0201576365944378,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104300705482878,0,0,0,0,0,0.125889087377605,0,0,0,0.244673116430769,0,0,0,0.22236586300654,0,0,0,0,-0.013028849038531,-0.0172544565437679,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.000953830891222723,0,0,0,0,0,0,0,0.0120621289119764,0,0,0,0,0.441118282126558,0.01178488848199,0,0,0,0,0.0469486121249013,0,0,0,0,0,0.0273551791818832,0,0.0803420772780788,0.14895812624157,0,0,0,0,0.0234458820787672,0,0,0,0,-0.0252573022607693,0,0,0,0,0,0,0
