,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X002475.SZ,X002241.SZ,X000625.SZ,X600741.SH,X600031.SH,X002456.SZ,X000338.SZ,X600066.SH,X000100.SZ,X300124.SZ,X601877.SH,X600809.SH,X300003.SZ,X002008.SZ,X300136.SZ,X600487.SH,X002508.SZ,X600089.SH,X002085.SZ,X600177.SH,X000157.SZ,X600271.SH,X600522.SH,X002294.SZ,X600118.SH,X300115.SZ,X600867.SH,X000050.SZ,X600372.SH,X000981.SZ,X600699.SH,X000559.SZ,X600566.SH,X002074.SZ,X600498.SH,X002179.SZ,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.056728400513577,0,0.168552517241709,0,0,0,0,0,0,0.219336910970741,0,0,0,0,0,0,0,0,0,-0.0274661203272418,0,0,0.0878226325454875,0,0,0,0,0.0153940694134135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0601114550299225,-0.0114582842906444,0,0,0,-0.00117401859198078,-0.00414045149065568,0,0,0,0,0,0
X600104.SH,0,0,0,0.227306195436768,0,0,0,0,0,0,0.00585111915117749,0,0.0594466249738612,0,-0.0160390279694342,0,0.356115206712959,0,0,0,0.160306193938588,0,0,0,0,0.202247350445322,0,0,0,0,0,0,0,0,0,0,-0.0186375245973966,0,0,0,0,0,0,0,0,0,0,-0.321707336216711,0,0,-0.0800918818541765,0.00637498247211407,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0396308909481338,0,0,0,0,0,0.158633162547962,0.10052215126555,0.219013989965956,0,0,0,0.12911480806288,0,0.0608735033046827,0,0,0,0,0,0,0.0347171176366523,0,0,0,0.131485530658626,0,0,0,0,0,0,0,-0.104316442220417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257136473780156,0,0,0,0,0,0
X000651.SZ,0,0.100608318849458,0,0,0.157548329549559,0,0,0,0,0,0.273681284491717,0,0.0705800427089091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241757722698601,0,-0.035460859594533,0,0,0,0,0,0,0,0,0,0.0454609616118385,-0.00698160102740219,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0727386775493335,0,0,0,0,0,0,0,0,0.513365390136771,0.113608902249939,0,0,0,0,0.0158598559360334,0,0,0,0,0,0,0,0.0196797600558092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00390189935937403,0.00458508883993949,0,0,0,0,0,0
X600276.SH,0,0.0612828782611915,0,0,0.304518574814541,0,0,0,-0.0500568140066007,0,0,0,0,0,-0.093946680044361,0,0,0,0,0,0,0,0,-0.155335681747415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110074551299469,0.0601252681814941,0,0.0605357966351713,-0.0829617055087044,0.0212100738250195,-0.0107491452943377,-0.0703391904438671,0,0,0,0,0
X002304.SZ,0,0.014411081994348,0,0,0.296331870021502,0,0,0,0,0.0147931145537263,0,0.278486193318593,0,0,0,0,0.0481488196797729,0.0666306129669761,-0.151801555078705,0,0,0,0,0,0.0630983567129944,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0448334462401654,0,0,0,0,0,0,0,0,0,0.0451337185516889,0,-0.00907901580278413,0,0,0,0,0,0,0
X000725.SZ,0,0,0.17874355903916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28612025930615,-0.00840687349802637,0,0,0,0,0,0,0,0.0728850186480242,0,0,0.172035421533867,0,0,0,0,0,0,0,0,0.0865675805032422,0,0,0.0558543814805376,0,0,0,0.151322355720566,0.127805725968007,0,0,-0.00286376158752272,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.145243111114648,0,0,0.196251636628793,0,0.0444094630205674,0,0.0739866693723519,0,0,0,0,0,0,0,0.0163736320866689,0,0,0,0.203087547269832,0,0,0,0,0,0,0,0,0,0,0,0,0.0949046539346533,0,0,0,0,0,0,0,0,0,-0.0333400827332276,0.0447858779361048,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.240524819516221,0,0.27714884099499,0,0.145973033076417,0,0,0,0.235211961149224,0,0,0.242071103554479,0,0,0,0,0.177919993533565,0,0,-0.0632668937520678,0.0564824472755764,0,0,0,0,0,0,0,0,0,0,0,0,-0.0394760732175797,0,0,0,0,0,0,0,0,0,0,0,0.0097830757240079,0.0124286031911267,0,0,0,0,0,0
