,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X000625.SZ,X600104.SH,X300124.SZ,X002304.SZ,X002371.SZ,X000725.SZ,X000338.SZ,X000063.SZ,X000596.SZ,X600031.SH,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X600703.SH,X002236.SZ,X002463.SZ,X000977.SZ,X002241.SZ,X002049.SZ,X600372.SH,X600741.SH,X002129.SZ,X000661.SZ,X600584.SH,X600522.SH,X002028.SZ,X601877.SH,X600183.SH,X000800.SZ,X601799.SH,X600066.SH,X600418.SH,X002156.SZ,X000921.SZ,X002007.SZ,X002074.SZ,X600460.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.154722974102467,0,0.292625193963916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169342782841852,0,0,0,0,0,0,-0.0146632245931732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00584152152850737,0.005722107351505,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.547243549691932,0,0,0,0,0,0,0,0.0582438583394349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305539689160542,0,0,0.034972798155993,0,0,-0.013083438492134,0,0,-0.0380899793861346,0,0.0523452074100113,0,0,0,0,0.0190815578523746,0,-0.0114409567622583,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.168047533480751,0,0,0,0,0.0223073041963085,0,0,0,0,0,0,0,0,0,0,0,0,0.0352674367477406,0,0,0.105514985817305,0,0,0,0,0,0,0,0,0.0523735053659069,0,0,0,0,0,0,-0.00378606469395258,0.107402260661248,0,0,0,0,0,0.0472802971790431,0,-0.0283114969646341,0,0,0,0,0,0,0
X600809.SH,0.215719687416971,0,0,0,0,0,0,0,0,0,0,0,0,0.402488587255433,0,0,0,0,0.172843910509091,0,0,0.0805347060938727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0265148966309993,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00568901203038196,0,0.019183321412163,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0870673406986869,0,0,0,0,0,0,0,0,0,0,0.0159178091610038,0,0,0,0,0,0,0,0,0,0.180693810898648,0,0.000355301459830137,0.0187508321046598,0.174881642974954,0,0,0,0,0,0.0704540479496334,0.0145985722692307,0,0,0,0.0473184356291811,0,0,0,0,0,0.01383743393759,0,0,0,0,0,0
X000568.SZ,0,0.741120721502245,0,0.118137655790675,0,0,0,0,0,-0.0431966035346295,0,0,0,0,0,0,0,0,0,0,0.0474069833651498,0,0,-0.022639154319802,0,0,0,-0.0157184300527328,0,0,0,0,0,0.0701816626293964,0,0,0,0,0,0,0,0,0,0,-0.022430228671397,0,0,0,0,0,0,0,0.0234863400041791,0,0,0,0,0,0
X600690.SH,0,0,0,0.0457529006285632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0692797476174792,0,0,0,0,0,0.0581877907464886,0,0,0,0,0,0,0,0,0,0,0,0.20646572923294,0,0,0,0,0,0,0,-0.031909309378198,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.0493746846789461,0,0.0585063392560221,0,0,0.0721521374414238,0,0,0.184383654800754,0,0,0,0,0,0.0323363852280417,0,0,0,0,0,0,0,0,0,0,0,-0.0143065457704421,0,0.0990283797374562,0,-0.0947069731320703,0,0,0,0,0.0280248815693296,0,0,0,-0.103693616106427,0,0.209979865572684,0,0,0,0.0251677998142623,0,-0.00523010077022778,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,-0.0651199277900745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276191489130941,-0.028106656283647,0,0,0,-0.123527333878567,0.479531932328938,0,0,0,0,0,0.0631858277383062,0,0,0,0,0,0,0,-6.93889390390723e-18,0.137735152503299,0,0,0,0,0,0,-0.0153461202118088,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.0571517845633685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159351986026567,0,0.0834837044932406,0,0,0,-0.250617080767305,0.0366159713997358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429687603073439,0,0,0.358127183716338,0,0,0,0.0186950857115098,0,-0.0388535954962193,-0.00455251195854697,0,0,0,0,0,0
