,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600276.SH,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X300124.SZ,X300014.SZ,X600104.SH,X002129.SZ,X000725.SZ,X003816.SZ,X002049.SZ,X000625.SZ,X002371.SZ,X600031.SH,X000596.SZ,X000063.SZ,X002179.SZ,X002241.SZ,X600089.SH,X000338.SZ,X600522.SH,X600703.SH,X000661.SZ,X002180.SZ,X300142.SZ,X000733.SZ,X601877.SH,X000100.SZ,X002074.SZ,X600741.SH,X000157.SZ,X600487.SH,X300003.SZ,X600702.SH,X600884.SH,X600460.SH,X601799.SH,X000799.SZ,X002414.SZ,X600584.SH,X002236.SZ,X600372.SH,X600563.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.26052485933041,0.122674330997859,0.158184834050168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168842866496186,0,0,0,0,0,0,0,0,0,0,-0.0557997360641094,0,0,0,0,0,0,0,0,-0.0261618669822441,0,0,0,0,0.0472470134877287,0,0,0,0,0,0,0,-0.00360110687278226,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0737145955562718,0.207120278648875,0,0.0463467913138368,0.0125639542894882,0.220192941662513,0,0,0,0,0,0,0,0,0,0,0.111898141422784,0,0.0302756880011994,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00494779700579529,0,0,0,0,0.138045898712346,0,0.00176410394190808,0,0,-0.0468723575393416,0,0,0,0,0,0,0,0.000217480222254001,0,0,0,0,0,0
X600809.SH,0,0,0,0.595453593887202,0,0,0,0,0,0,-0.0110629498190078,0,0,0,0,0,0,0,0,0,0.066680475577629,0,0,0,0,0,0,0,0.0705770778196591,0.0263194210541077,0,0,0,0,0,0,0,0,0,0,-0.0507288122256307,0,-0.103216391676476,0,0,0,0.0241899087196057,0,-0.00839562613630453,0,0.0933813306372086,0,-0.00404907921772835,-0.0312887399840899,0,0,0,0,0
X000568.SZ,0,0.00618469971332123,0.544600981841888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399874339440292,0,0,0,0,0,0,0,0.00547251730356853,0,0,0,0,0,0,0,0,0,0,0.155215175834025,0,0,0,0,0,0,0.0803578601444608,0,0,0,0,0,0.0176378050727146,0,0,0,0,0,0
X002415.SZ,0,0.110777221097393,0,0,0,0.0193133784542835,0,0,0,0,0,-0.0375904213199327,0,0,0,0,0,0,0,0.180694236888728,0,0,0,0,0,0,-0.156681190203507,0,0,0,0.0764333415282596,0,0,0,0,0,0,0,0,0,0.26222261346342,0,0,0,0.0256813428275297,0.0774858327844808,0.147778569493906,0,0,0,0.222461727168667,0.00388515729928055,0.0243392434423646,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.138601775831915,0,0,0,0,0,0,-0.0596058658052689,0,0,0,0,0,-0.0715418312198581,0,0,0,0.0816909925989506,0,0,0,0,0,0,0.102851897465987,0,0,0,0,0,0,0,0,-0.0377856707356045,0.129925721706073,0,0,0,0,0,0,0,0,0,0,0.00575068287229688,0,0,-0.0221635701045106,0,0,0,0,0,0
X600690.SH,0.350482021877863,0.191342655213304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0457370358849132,0,0.152305369653499,0,0,0,0,0.0787368289439632,0,0,0.0236869516957459,0,-0.0646459874584807,0,0,-0.0861294378569246,0,0,0,0,0,0.0677315160319444,0,0,0,0,0,-0.0747997726661724,0,0,0,0,0,0,-0.0161205923204883,-0.00318814557505071,0,0,0,0,0,0
X002304.SZ,0,0.037252953894402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0463600618924137,0,0.051432741534505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602253485499378,0.0174546587516822,0,-0.087328362726238,0,0.224169444663892,0,0,0,0,-0.10156651298222,0,0,0,0,0,0,0,0.000283932671837947,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.340193364795195,0.122494372014213,0,0,0,0,0,0,0.0267002104012148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00754533963667274,0,0,0,0,0,0,0,0,0,0.0636808118625284,0,0.173079156124583,0,0,0,0,0,0.00456526011642147,0,0,0,0,0,0
X000651.SZ,0,0.0222401977681834,0,0,0,0,0.291376950015741,0,0,0,0,0,0,0,0,0,0,0,0,0.0348157555965388,0,0,0,0,0,0.175828900844476,0,0,0,0,0.0939285780622667,0,0,0,0,0,0,0,0,0,0,0,-0.00427913166652068,0,0,0.0555931868361568,0,0,-0.0641131319635414,0,0,0,-0.0114232287269083,0,0,0,0,0,0
