,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X002304.SZ,X000858.SZ,X600031.SH,X000625.SZ,X000063.SZ,X600690.SH,X600276.SH,X000157.SZ,X000338.SZ,X600372.SH,X600089.SH,X600741.SH,X002241.SZ,X000100.SZ,X600118.SH,X600703.SH,X600066.SH,X000623.SZ,X601877.SH,X600271.SH,X000568.SZ,X000581.SZ,X000550.SZ,X002236.SZ,X000800.SZ,X600177.SH,X000869.SZ,X300124.SZ,X002475.SZ,X002294.SZ,X000559.SZ,X600839.SH,X002129.SZ,X000050.SZ,X000400.SZ,X600809.SH,X002465.SZ,X002456.SZ,X000977.SZ,X002007.SZ,X600252.SH,X002292.SZ,X300003.SZ,X600435.SH,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0,0,0.186863023248837,0.19158175023796,0,0,0,0,0,0,0,0.442699973724264,0,0,0,0,0,0.0106041837487297,0,-0.106770085784362,0,0,0,0,0,0,0.00176916119585077,0,0,0,0,0.0113042594289341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0359418489309035,-0.013285128114909,-0.044764113789514,0,0,0,0,0
X600519.SH,0,0,0,0,0,0.175920927270161,0.133924036582806,0,0,0,0.180434531871488,0,0,0,0.031103009081167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026930771910438,0,0,0,0,0,-0.0389881730276916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02115845069207,-0.0147409850840963,-0.135195802050715,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392516094557111,0.0792198861474897,0,0,0.0142028703170019,0,0,0,0,0,0,0,0.129930406505035,0,0,0,0,0,0,0,0,0,0,0.135550601049753,0,0,0.008129909241848,0,0,0,0,0.0786503015746323,0,-0.0151102482360185,-0.00699980002717752,0,0,0,0,0,0
X000651.SZ,0.0763932205102666,0,0.0884691219864926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102271749790701,0,0,0,0,0.0798115723809757,0,0.225839029547024,0,0,0,0,0,0,0,0,0.141674785118536,0,0,0,0,0,0,0,0,0,-0.0606639391705116,-0.0252007601364528,0,0,0,0,0,0
X002415.SZ,0,0.0666481633365302,0,0.0786801025008514,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0436637470581901,0,0,-0.00149842670677201,0,0,0,0,0,0.205521417690797,0,0,0.0942155816436212,0,0,0,0,0,0,0.164791471957422,0,0,0,0,0,0,0,0,0,0,0,0,-0.0210920121378849,0.00222588004502877,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.00480715039528514,0,-0.0649472957919873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0187017480647114,0,0,0,0,0,0,0,0,0,0,0.0123042652328242,0,0,0,0,0,0,0,0,0.315129422846764,0,-0.0504746394708009,0,0,0,0,0,0,0
X000858.SZ,0,0.039169932270677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210164134981507,0,0.0557416094630059,0,0,0,0,0,-0.00700087295188727,0.0544540028833095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816351875813318,0,0,0,0,0,0,0,-0.0344043756809008,0.0190221940711291,0,0,0,0,0,0,0,0,0
X600031.SH,0.0930461500910548,0,0,0,0,0,0,0,0,0,0,0,0.936975661585427,0,-0.0172967321506472,0,0,0,0.0429220753868041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0218200529966134,0.00222751148113118,0,0,0,0,0,0
X000625.SZ,0.376546395972242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105512041951168,0,0,0,0,0.045833752792176,0.156825552089477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113615962718934,0,0,0,0,0,0,-0.0275231281700242,-0.00419888591386161,0,0,0,0,0,0
X000063.SZ,0.115532934577506,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.093167159490966,0,0,0,0,0,0,0,0,0,0.10282143257381,0,0,0,0,0,0.0207957627698207,0,0,0,0,0,0.0493259251453046,0,0.0745409829667294,0,0,0.0321634691047531,0,0,0,0.0149958479317377,-0.000790031043013173,0,0,0,0,0,0
X600690.SH,0,0.185489854279963,0,0.239435538378616,0,0,0,0.0334521572458422,0,0,0,0,0,0,0,0.168667027783279,0,0,0.0590557629346334,0,0,0,0,0,0,0,0,0,-0.0562090788940037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017416880529124,0.000149707854063103,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.00883651063550216,0,0,0,0,0,0,0,0,0,0,0,0.0144836747223373,0,0,-0.0129356744606173,0,0,0,0,0,0,-0.0437513236567696,0,0,0,0,0,0.117641953515822,0,0,0,0,0,0,0,0,0.171941121413862,0,0.0555931764095978,0,0.0397367946495072,0,0,-0.0489208217072677,0.0113641085683837,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0.427611977414857,0,0,0,0,0,0,0,0.0362895972560684,0,0,0,0,0,0,0,0,0.0868348706957806,0,0,0,0,0,0,0,0.0451491319420826,0,0,0,0,0,0,0,0,0,0,0.00284779995953899,0,0,0,0,0,0,0,0,-0.0209381951554521,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.323782381801802,0,-0.0761007319309613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050326458899137,0,0,0,0,0,0.0366378692835005,0,0.240532324215003,0,0,0,0,0,0,0,0,-0.0146795413045404,0,0,0,0,0,0
