,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X600031.SH,X000625.SZ,X300136.SZ,X600487.SH,X601877.SH,X002008.SZ,X000100.SZ,X600066.SH,X600522.SH,X300124.SZ,X002508.SZ,X600809.SH,X600271.SH,X300003.SZ,X600089.SH,X002294.SZ,X600867.SH,X002085.SZ,X000981.SZ,X600498.SH,X600699.SH,X000157.SZ,X600177.SH,X600584.SH,X000050.SZ,X000596.SZ,X300142.SZ,X600118.SH,X600566.SH,X002179.SZ,X002049.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0872149343389332,0,0,0,0.171262938639712,0,0,0,0,0,0,0,0,0,0,0.158195288040644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351845914052717,0,0,0,0,0,0,0,0,0,-0.0243856025132976,0,0,0.00538585174852001,0.0210468730287223,0,0,0,0,0,0
X600104.SH,0,0,0,0.140441759706461,0,0.0810617186722632,0,0,0,0,0.0118256371568098,0,0.445065909035417,0.0371180697631519,0,0.0386669443499172,0,0,0,0,0,0,0,0,0.00461747882220548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272079346863404,0,0,0.0206365011728266,0,0.0296712617942736,0,0,0.0233495753065514,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000151795066204074,0.118858661070211,0.0808367518578764,0,0,0,0.189792913825633,0,0,0,0,0,0,0,0,0,0.0259760338472778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00210836965350327,0,0,0,0,0,0,0
X000651.SZ,0,0.306143624127017,0,0,0.174396178138094,0,0,0,0,0,0,0,0,0,0.0584158262154777,0,0,0,0,0,0,0.0308846990422821,0.0256855115020813,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000490541763049716,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.130522007219346,0,0,0,0.342969744732139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266655848748507,0,0,0,0,0,0,0,0,0.00378961636567793,0,0,0,0,0,0,0,0,0,0,0,0,0.00154302185072646,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.120005216247418,0,0.0125664803729384,0,0,0,0,-0.0431152775801823,0,0,0,0,0.292890769407054,0,0,0,0.127211892269839,0,0,0,0,0,0,0,0,0,0,0,0,0.063999693508086,0,0,0,0,0.215637744744086,0,0,0,0,0,0.0272099650490725,0,0,0,0.0219353669042513,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.198987795471601,0,0,0,0,0.134754807000893,0,0,0,0,0,0,-0.130409284643335,0,0,0,0,0,0.107571171005668,0,0,0,0,0,0,0,0.047539832648205,0,0.129371970242633,0,0,0,0.0552432595631812,0,0,0,0,0,0,0.0429258365380921,0,0,0,-0.0949854927333655,0,0,0,0.0102157842139672,0,0,0,0,0,0
X002304.SZ,0.194652839517978,0,0,0,0.154423011947308,0,0,0,0,0,0.094451773596441,0,0.0878429599353425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0131687154567543,0,0.0518304582777407,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.200933524159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333323919194577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145527706472847,0,0,0,0.105615519835005,0,0,0,0,0,0,0.0898445095131812,0.090963186376594,0,0,0.0249773548689409,0,0,0,0,0,0
X600690.SH,0,0.196320204759951,0.121507169869298,0,0,0,0,0,0,0,0.0200684451776049,0,0,0,0.067676281760285,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.115399317022789,0,0.231294894486798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11050464108011,0,0,0,0,0,0,0,0,0,0.0335023852612851,-0.00268506894435819,0,0,0,0,0,0
