,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X600690.SH,X002475.SZ,X002304.SZ,X600104.SH,X000651.SZ,X000725.SZ,X600031.SH,X300014.SZ,X300124.SZ,X003816.SZ,X002371.SZ,X002129.SZ,X002049.SZ,X000338.SZ,X002241.SZ,X000063.SZ,X600703.SH,X002179.SZ,X300142.SZ,X000596.SZ,X000625.SZ,X601877.SH,X600089.SH,X000100.SZ,X000661.SZ,X600460.SH,X600741.SH,X002180.SZ,X000157.SZ,X600884.SH,X000733.SZ,X002074.SZ,X600522.SH,X600702.SH,X002236.SZ,X000799.SZ,X600584.SH,X600563.SH,X000800.SZ,X600779.SH,X002414.SZ,X000977.SZ,X002008.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.303137552647881,0,0.273555161880858,0,0.163341706709162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183665831856809,0,0,0,0,-0.0393163115920131,0,0,0,0,0,0,0,0.0824199178174184,0,0,0,0,0,0,0,0,0,0,0,-0.00872507135053965,-0.0158653384525402,-0.017630856153348,0,0,0,-0.036927864755268,0,0
X000858.SZ,0,0,0,0,0.192309595668108,0,0.182266467930874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204945878888513,0,0,0,0.0525338482570188,0,0,0,0,0,0,0,0,0,0,0,0.100758005646889,0,0.0635646262611945,0,0,0,0,0,0,0,0,0,0,0,-0.0068947511769415,0.0120454117498798,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0210816757916559,0,0,0,0.0558009068522743,0.103168893193802,0,0,0,0,0.0672592992881895,0.0161821876880518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198736407551993,0,0,0.0522591572625184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250882007176412,0,0,0,0,0.0147425695806948,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.599075763009849,0,0,0,0,0,0,0,0,0,0,0,0.0246091056588496,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703747976042175,0,0.113195625998233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0
X000568.SZ,0.167939963377908,0.22481554412858,0,0.0576297128930826,0,0,0,0,0,0,0,0,0,0,0,0,0.0476809546790228,0,0,0,0,0,0,0,0,0.165903995774618,0,0,0,0,0,0,0,0.0989567999674427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496528281940047,0,0,0,0,0,0
X600276.SH,0,0,0,-0.0544141076191165,0.0599509604386787,0,0.221511062362366,0,0,0,0,0,0,0,0,0,0,0,0,0.0585856872098746,0.0930111392454629,0.198472365290881,0,-0.045559447484566,0.0244186930762534,0,0,0,0,0,0.128378785730004,0,0,0,0,0,0,-0.0282208681516603,0.0174868342180372,0,0,0,0,0,0,0,0,0,0,0,0,0.0244219163363129,-0.0453283072592215,0,0,0,0,0,0
X600690.SH,0,0.218597808127936,0,0,0,0.0688223541175624,0,0,0,0,0,0,0.0963501206211897,0,0,0,0,0,0,0,0,0,0,0,0,0.171699771551181,0,0,0,0,0,0,0,0,0,0,0,0,0.0530055630490493,0,0,0.0245196749750949,0,0,0,0,0,0,0.185983802121022,0,0,0,-0.0192418503442019,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.121948817697698,0,0,0,0,0,0,0,0,0.0265355744543179,0,-0.165998665832958,0.206408447139802,0,0,0,0.418063835010948,0,0,0,0,0,0,0,0,0,-0.0309423983224147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0190965789183476,-0.0198532967215706,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118812502268067,0,0,0,0.245613541384943,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.193547947386046,0.00480595096171228,0,0,0.0228699674783882,0,0,0.0104218793715987,0,0,0,0.0128048668957354,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.126168852704887,0.0300391605745787,0,0,0.192909148724189,0,0,0,0.00598492333283574,0,0.0457142021592505,0,0,0,0,0.171521263348277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00730364227567193,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0321430565095305,0,0,0,0.0964263553980053,0,0,0,0.197600773833732,0,0.0474012992631761,0.0698477599889291,0,0,0,0,0,0,0,0,0,0.0328142066076526,0,0,0,0.171667350307403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148603857118554,0,0,0,0,0,-0.0308325253232273,0,0,0,-0.0390968445163973,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0167387290946429,0,0,0,0,0,0,0,0,0,0,0.026126074821855,0,0.00665676645779721,0,0,0,0,0.366777862920322,0,0,0.133643782660282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.0160257806517099,0,0,0,0,0.0177499510645028,0,0
X600031.SH,0,0,0,0,0,0,0.00644591549040066,0,0,0,0,0,0,0,0.171314655095469,0,0,0,0,0.190438809432523,0.0768050114421452,0,0,0,0,0,0,0,0,0,0.0671917918832295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591196910459389,0,0.120687374712951,0,0,-0.0244272875997779,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0930021200051125,0,0,0,0,0,0,0.457565970698335,0,-1.73472347597681e-18,0,0.283053213317173,0,0,0,0,0,-0.0647947043500867,0,0,0.0292208102891394,0,-0.0492839408426303,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.0287633530910303,0,0,0,0,0,0,0,0,0,0,0,0,0.0804679977789731,0,0,0,0,0,0,0,0,-0.110901615354036,0,0,0,0,0,0,0,0,0.177709796796357,0,0,0.175931601851902,0.0287751738672613,0,0,0.257073120150807,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.0100395252133593,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941429212113322,0,0,0,0.181188010756993,-3.46944695195361e-18,-0.0221117246195697,0.0959280255058577,0,-0.00277824359646127,0,0,0.0407378372434254,0,0,0,0,0,0,0,0,0,0.0501815355446075,0.0634423158303815,0,0.00924040897024831,0,0,0,0,-0.00728999529023592,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382520078693696,0,0,0,0.519857751258956,0,0,0,0,0,0,0,0,0,0,0,0.09235230174489,0,0,0,0,0.145928901932437,0,0.12868308804532,0,-0.0196003174944923,0,0,0,-0.00408946129127681,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146559391994099,0,0.129567828353987,0,0,0,0,0,0,0,0,0,0,0,0,0.179728209611097,0,0,0,0,0,0,0.0857933792521907,0,0,0,0,0,0,0,0,0.109534565876351,0,0,0.0783246506915569,0.00413664406552868,0,0,0,0,-0.0549069452615943,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23558116455426,0.00729404421045447,0.171408627988641,0,0,0,0,0,0.660887717890979,0,0.196767426213562,0,-0.246452268250299,0,0,-0.115696309726833,0.18744756388856,0,0,0,0,0,0,0.118875368420029,-0.0321474795112904,0,0,0,0,0,0,0,0,0,0,0.08104187544414,0,-0.0440964380589373,0,0,0,0,0,0
