,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600271.SH,X600703.SH,X600690.SH,X600741.SH,X600066.SH,X002241.SZ,X002292.SZ,X000100.SZ,X600031.SH,X002236.SZ,X600177.SH,X600118.SH,X002506.SZ,X000559.SZ,X002475.SZ,X600372.SH,X000157.SZ,X000568.SZ,X000338.SZ,X300003.SZ,X002085.SZ,X002074.SZ,X300124.SZ,X002294.SZ,X600867.SH,X600089.SH,X002426.SZ,X002007.SZ,X002456.SZ,X002465.SZ,X600498.SH,X002180.SZ,X000869.SZ,X002508.SZ,X601877.SH,X000050.SZ,X002049.SZ,X000977.SZ,X002008.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.040973736141775,0.170609098638273,0,0,0,0.0294982883439039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196452794124661,0,0,0,-0.0541848721826813,0,0.0892907470065552,0,0,0,0,0,0.0232107586539656,0,0,-0.0216613004850967,0,0,0,0,0,0,0,0,0,0,-0.0307235711106148,0,0,0,0,0,0,0
X600104.SH,0,0,0.107211314508073,0,0,0,0,0,0,0,0,0,0,0.397216257521852,0,0,-0.0463609797859152,0,0,0,0,0,-0.0844293952942598,-4.33680868994202e-19,-0.0609175391697281,0,0,0,0,0,0,-0.00188006758269475,0,0,0,0.225602429762975,-0.00307331758156324,0,0,0,0,0,0,0,0,0,0.0343904931837857,0,0,0,0,-0.00831451317271755,-0.0223721833224109,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.125296237132816,0,0,0,0,0,0,0,8.67361737988404e-19,0.0122763114998333,0.135621021533482,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134276690949227,0,0,0,0.112584078965746,-0.0191076826805313,0,0.119964600620731,0,0,0,0,0,0,0.00760773448659894,0,0,0.0223438926389995,0,0,0.0402890132921563,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116796263453296,0,0,0.0026635831668582,0,0,0,0.00583861697473393,0,0,0,0.0200097020251581,0,0,0,0,0,0,0,0,0,0,0.113730054856293,0,0,0,0,0,0,0,0,0,0.0283822736247224,-0.0314219556043714,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.149043122222862,0,0,0,0,0,0,0,0,0,0,0.0865122728615569,0,0,0.0242151007599557,0,0,0,0,0,0,0,0.207800057343549,0,0,0,0,0,0,0,0,0,0,0,0,0.0148285662952883,0,0.0565180401631135,0,0,0,0,0,0,0,0,0.0153226113843164,0,0,0,0,0,0,0
X002304.SZ,0.0997234438666839,0,0,0,0.478019957579652,0,0,0,0,0,0,0,0,0,0,0.0222382003148217,0,0,0,0,0,0,0,0,0,0,0,0.0938293294536722,0.0607431531527807,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276272001910966,0,0,0,0,0,0,0,0,-0.0467466766795294,-0.0199999675252025,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0385077571164124,0,0,0,0,0,0,0,0.0117656210413476,0,0,0,0,0,-0.0328762543062754,0,0,0,0,0,0,0,0,0.162137337500937,0,0,0,0,0.02965437061041,0,0,0.0891735597936538,0.0109846550136444,-0.0515497220350892,0,0,0.0163663369981236,0,0,0,0,0,0,-0.0175122166073709,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831920726264263,0,0,0,0,0,0.142441594434305,0.150639480290317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0791774662021469,0,0.0563869432963891,0,0,0,0,0.0330883265934262,0,0,0,0,0,0.000550200374970651,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.121416710824039,0,0,0,0,0,0,0,0,0,0,0,0,0.045737787135795,0.0898330570169429,0,0,0,0,0,0,0,0,0.0735747401338439,0,0,0,0,0.135824535552894,0,0.0162359673636837,0,0,0,0,0,0.0324868297583639,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0142204139838693,0,0,0,0,0,0,0,0,0,0,0,0.35556102415945,0,0,0.211685982396261,0,0.0118405601082547,0,0,0,0,0.0332209216633292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
