,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X600741.SH,X000568.SZ,X000625.SZ,X002236.SZ,X002475.SZ,X002241.SZ,X600031.SH,X600066.SH,X000338.SZ,X002456.SZ,X002508.SZ,X000100.SZ,X601877.SH,X300124.SZ,X300003.SZ,X600177.SH,X600089.SH,X300136.SZ,X600271.SH,X600522.SH,X002294.SZ,X002085.SZ,X002008.SZ,X002007.SZ,X000157.SZ,X600118.SH,X600487.SH,X600809.SH,X600566.SH,X600699.SH,X600867.SH,X000559.SZ,X600372.SH,X000623.SZ,X002074.SZ,X000596.SZ,X300115.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0124034499663014,0,0,0.0163839032204142,0,0,0,0.191477415970608,0,0.100932524360716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0451049833123555,0,0,0,0,0.112572984902704,0,0,0,0,0.0122158680275511,0.141456643115522,0,0,0,0,0,0,0,0.210003043570337,0,0,0.0100255798940547,-0.0205931108230205,0,0,0,0,0,0
X600104.SH,0,0,0,0.152429318045986,0,0,0,0,0.171474172616447,0,0,0.285589504338233,0,0.0750748766601582,0,0,-0.14611433025096,0,0,0,0,0.0889284104283805,0,0,0,0,0,0,-0.0979116727695936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168243053298835,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.164343324202788,0.00137368694542095,0.0939808448973786,0,0,0,0,0,0.076082261868957,0,0.314579599397769,0.0782799357523446,0,0,0,0,0,0.0584568022120786,0,0,0,0.106064428354595,0,0,0,0.0240755253119494,0,0,0,0,0,0,0,0,0,0,-0.128830344724173,0,-0.0752652117639262,0,0,0,0,0,0,-0.024409094590149,0.0179695864428158,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0283468555020213,0,0.222949926898505,0.145812578925703,0.0627471505190498,0,0.0635672751557192,0,0.0378814811605123,0,0,0,0,0,0,0.111235200252503,0,0,0.0647308974947623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183286104745195,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0338960693483996,0,0,0,0,0,0.608235686047509,0,0.0640065191831386,0,0,0,0,0,0,0,0,0.0837234964706368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.0970903930183757,0.0618351131144508,0,0.0772761134475435,0,0,0,0,0,0,0.219431703945976,0,0,0,0,0,-0.192469548522384,0,0,0,0,0,-0.0167826884025104,0,0,0,0,0,-0.159538445620759,0,0,0,0,0,0,0,0,0,0,0,0,-0.0859222951352025,6.93889390390723e-18,0,-0.0165530531315461,0.041144268209518,0,0,0,0.00526757387053046,0,0,0,0,0,0
X000725.SZ,0,0,0.0596646261152728,0,0,0,0,0,0,0,0,0,0,0,0,-0.022181855124828,0,0,0,0.115239952331016,0,0,0,0,0,0,0,0.306427399910308,0,0.189046574830728,0,0,0.110752899765889,0,0,0,0,0.0130367777083551,0,0,0,0.0789921106316019,0,0.131830520821026,0,0,0,0,0,0.00280323798277234,0.0333784764937794,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.368101454123102,0,0,0,0.159499845902883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939306005357679,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0822597425818455,0,0,0,0,0,0,0.0546352306178002,0,0.211744279454131,-0.152244068557048,0,0,-0.00957347894097557,0,0,0,0,0,0
X600690.SH,0,0.162998953108537,0,0.140136575748642,0,0,0,0.104664965609772,0,0,0,0.212041328600154,0,0,0.117240300711103,0,0,0,0,0,-0.0211816406373429,0,0,0,0,-0.119187928386603,0,0,0,0,0,0,0,-0.0289870086639955,0,0,0,0,0,0,0,0,0,0,0,0.06012359184715,0,0,0,0.0149716761189544,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,-0.0142477022829093,-0.0534656826691488,0,0.218226967132468,0,0,0,0,0,0,0,0,0,0.0220123669458137,0,0,0,0.141228857903861,0.121641124912314,0,0,0,0.0591156861217594,0,0,-0.0431527170614929,0,0,0,0,0.0157616690802165,0,0,0,0,0,0.0873876026681876,0,0,0,0.119934883627021,0.0277787953587201,-0.00468127844967913,-0.00974055051759895,0,0,0,0,0,0
