,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X600690.SH,X000725.SZ,X000063.SZ,X600031.SH,X000338.SZ,X600741.SH,X002475.SZ,X000568.SZ,X601877.SH,X600271.SH,X600703.SH,X300124.SZ,X300003.SZ,X002236.SZ,X000100.SZ,X000625.SZ,X600487.SH,X600498.SH,X000661.SZ,X600809.SH,X002008.SZ,X002007.SZ,X000596.SZ,X300142.SZ,X002179.SZ,X000157.SZ,X600566.SH,X600867.SH,X600066.SH,X600089.SH,X600177.SH,X002180.SZ,X300146.SZ,X600522.SH,X600372.SH,X002506.SZ,X002456.SZ,X002241.SZ,X002508.SZ,X002294.SZ,X600118.SH,X600183.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.417925543051432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623779760726518,0,0,0.137290887939443,0,0,0,0,0,0.0580973787634757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0365267766183913,0.02244471024248,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.197311951829412,0,0.153167113537181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0458471808936494,0,0,0,0,0,0.0620965162361409,0,-0.00638009453486114,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729157129474305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0945432253047692,0,0,0.000278750393156008,0,0,0,0,0,0,0,0,0,0.0283425559077695,0,0
X000651.SZ,0.0720266869600742,0,0.0633614620140695,0,0,0,0.0228991857730296,0.197013831021054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019969972474329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00269641824198612,0,0,0,0,0,0,0
X600276.SH,0.126672870863109,0,0.0105679685229077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296646810300259,0,0,0,0,0,0.0316349930185756,0,0,0,0,0,0,0,0,0.0473797068490015,0,0,0,0,0.00567565061053169,0,0,0,0,0,0,0.159589284928576,0,0,0,0,0.0212442834441375,0.0389693156492921,0,0,0,0,0,0
X000858.SZ,0.349598088724891,0,0,0,0,0,0.252800380317675,0,0,0,0,0,0,0,0.0900111544227242,0,0,0,0,0,0,0,0,0,0,0,0.0567837811471754,0,0.00416826031808237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.0482472711433123,0,0,0,0,0,0,0,0,0.141245394288266,0,-0.00176347259270156,0,0,0.146579296312319,0,0,0,0,0,0,0.168412312906605,0,0,0.36245532523372,0,0,0,0,0,0,0,0,0,0.128869796085915,0,0,0,0,0,0,0,0,0,0,0,-0.0198544169093035,0.029507069029705,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.00416653746449989,0.236515409606677,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0571098663703623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112817447464014,0.033318351253417,0,0,0.232264706405838,0,-0.0119740566353753,-0.0174178870753917,0,0,0,0,0,0
X000725.SZ,0,0,0.0557097060419968,0,0,0,0,0,0,0.142310772038251,0,0,0,0,0,0.00397242157491835,0,0,0,0,0.0360494374654604,0,0.0280341567013607,0.0561662570647158,0,0,0,0,0.00201412495102538,0,0,0,0,0.0447666689375733,0,0,0,0,0,0,0,0.124486777808926,0,0.0504711241522177,0.0348200917943934,0,0,0,0,0,0,0,0.0185821672183243,0,0,0,0,0,0
X000063.SZ,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0143616265083783,0.0510365739489861,0,0,0.0487617884899592,0,0,0.217527233618827,0.24804904883506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393735459032197,0.173335949120387,0,0,0.00917233410467452,0,0.0164785392625427,0,0,0,0,0,0.0211974721559114,-0.0233580737573699,0,0,0,0.0982177599309167,0,0
