,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X000338.SZ,X600031.SH,X300003.SZ,X002236.SZ,X000063.SZ,X600809.SH,X300124.SZ,X002008.SZ,X600867.SH,X601877.SH,X000596.SZ,X600271.SH,X000625.SZ,X002456.SZ,X600487.SH,X000661.SZ,X600066.SH,X600566.SH,X000100.SZ,X002294.SZ,X002007.SZ,X000157.SZ,X000977.SZ,X002179.SZ,X002241.SZ,X002180.SZ,X000981.SZ,X300136.SZ,X300142.SZ,X000050.SZ,X600498.SH,X002049.SZ,X000869.SZ,X002508.SZ,X600177.SH,X600779.SH,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.265875884556268,0.0784576825200951,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04266306932547,0,0.0160753043415035,0,0,0,0,0,0,0.0416386631818814,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348343621794451,0,0.0396768554993223,0,0.0579382433697321,0,0,0.0207003111272627,0,0,0.00414327794044602,0.016291348170195,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.359161588522691,0,0,0,0,0,0.00223845563224589,0,0.175684763911789,0.0859400723886652,-0.0259721630064096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00357264508210178,0,0,0,0,-0.119730415818736,0,0,0,0,0,0,0,0.0209379181187713,-0.0284843760485645,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0735518698108711,0,0,0,0,0,0,0,0,0,0.163180255166469,-0.075339744708766,0,0.0513876733666568,0.0457039694899688,0,0,0,0,0,0,0.154568066257217,0,0,0.0598975232912645,0,0.0349082899971443,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155936506781637,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.154887255141272,0.0382160266070029,0,0,0.124589140734545,0,0,0,0,0,0,0,0.0276065432465878,0,0,0,0,0,0,0.197635610793231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105136153415201,0.0398330699176436,0,0.00556604853689461,0.0114718079292059,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.385409882961809,0,0,0,0.113093654193227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164139528912927,0,0,0,0,0.0256479623158751,0,0.0932964357075529,0,0,0,0,0,0,0.0442816009196646,0,-0.0525209749151097,0.0913701513415498,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.198879363198564,0,0,0,0,0,0,0,-0.082734252850244,0,0,0,0.00629643098278043,0,0,-0.0576381455018385,0,0,0,0.0949509633600961,0,0.142687965388055,0,0.254802813412795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675003193880719,0,0,0,0.0204204909517946,0,0,0,0,0,0
X002304.SZ,0,0,0.0979442630096802,0,0,0,0,0,0.299679876461451,0,0,0,0,0,0,0,0,-0.0563573102625232,0.291003816608343,0,0,0,0,0,0,0,0,0,0,0,0.0273937149817618,0,0.0518585509911249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354384137189196,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0293027617525461,0,0,0,0,0.0375009878220813,-0.167927761518657,0,0,0,0,0,0,0,0,0,-0.040445706671743,0.0440513812121331,0.11420176987705,0,0.287909610705894,0.13588043066288,0,0,0,0,0,0.144820192296115,-0.118354196557748,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.110995829049031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113326867610938,0,0,0,0,0,0,0,0,0,0,0,-0.0552261689295772,0,0,0,0,0,0.0912158701412931,0,0,0,0,0,0,0,0,0,0.00664275344706636,0.0278052774024881,0,0,0,0,0,0
X000568.SZ,0,0,0,0.100732338122905,0,0.0623329871132791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275964772466762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00772281125033695,0,0,0,0.0364748977552988,0,0,0,0,0,0
