,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X300124.SZ,X002304.SZ,X002371.SZ,X000725.SZ,X000625.SZ,X000338.SZ,X000063.SZ,X600031.SH,X000596.SZ,X000100.SZ,X300014.SZ,X600089.SH,X002179.SZ,X000157.SZ,X600703.SH,X002236.SZ,X002049.SZ,X600372.SH,X002241.SZ,X600741.SH,X000977.SZ,X002129.SZ,X000661.SZ,X002463.SZ,X600584.SH,X600522.SH,X002028.SZ,X601877.SH,X000921.SZ,X600066.SH,X000800.SZ,X600183.SH,X601799.SH,X002007.SZ,X002223.SZ,X002074.SZ,X600460.SH,X600566.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0284826292532576,0,0.248071569393734,0,0.214884802366093,0,0,0.0482865190739169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101535895963709,0,0,0,0,0,0,0,0,0,0,0,0.0417817928817622,0,0,0.0297936029669704,0,0,0,-0.0249082239807371,-0.0013033956332019,0,0.0574006270942147,0,0,0,0,0
X000858.SZ,0,0,0,0.0962058562239785,0,0.416350044466878,0,0,0,0,0,0,0,0,0,-0.0526080521764569,0,0.0975777407345784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104320890611015,0,0,0,0,0,0,0,-0.0202051821728066,0,-0.0290121775169637,0,0,0,0,0,0,0,0,-0.0161702715386262,0.0113583110451118,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0665111046173035,0,0.135340113747076,0,0,0,0,0,0,0,0,0.0109467633699232,0,0,0,0,0,0,0,0,0.136216418852227,0,0,0,0.0720094426246972,0,0.10291174773232,0,0.0426237025476663,0,0,0,0,0,0,0,0,0,0,0,0.025586107959939,0,0,0,0,0,0,0,-0.00107148226878901,0,0,0,0,0,0,0
X600809.SH,0.0698647605875206,0,0,0,0,0.447525123437054,0,0,0,0.0149084677399822,0,0,0,0,0,0,0,0,0,0.313813499021837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0921889802105216,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0629747880536234,0.0513329182111565,0.0429759453387347,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170445553049271,0.0522467347982276,0,0,0,0,0,0,0,0,0,0,0,0.0165476058687861,0,0,0.0188343063617957,0.0431538571776109,0.159093634463913,0,0,0.00650910676151646,0,0,0,0,0,0.0972730481037819,0,0,0,0,0,0,0,0,0,0.00404482100760242,0,0,0,0,0,0
X000568.SZ,0,0.621907577359087,0,0.313392837222745,0,0,0,0,0,-0.00295477516536345,0,0,0,0,0,0,0,0,0,0,0.105481120900877,0,0,-0.0741415987295208,0,0,0,0,0,0,0,0,0.0260122319232455,0,0,0.0550553633897175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01270447863534,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.126491997605821,0,0,0,0,0.0492052728195712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115532855487896,0,-0.0138307634359839,0,0,0,0,0.119889695490285,0,0,-0.0914537546047002,0,0,0,0,0,0,0,0,-0.0073957693235398,0.0294708630330571,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.0175360961905156,0,0,0,0,0,0,0.0733941058797141,0,-0.0529576017709984,0.161757209562458,0,0,0,0,-0.0648818003455249,-0.119774843413274,0,0,0,0,0.113206349059274,0,0,0,-0.0254448032289159,0,0,-0.0689119228971902,0,0.218849748944607,0,0,0,0,0,0,0,0,0,0,0,0,-0.00868228729461208,0.0358915769087863,0,0,0,0,0
X002475.SZ,0,0,0,0,0.265413939465574,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382076499055611,0,-0.131132465557447,0,0,0,0.136231944652136,0,0,0,0,-0.0305291613502415,0,0.0247221282575255,0,0,0,0,0,0,0,0,-0.0224955333318031,0,-0.0164974361177555,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511628222042898,0,0.0159940818079985,0,-0.0752722190541003,0,0.347747529385771,0,0,0,-0.179803895549731,0,0,0,0,0,0,0,0,0,0,-0.140171566163614,0,0,0,0,0.173510459141825,0,0.0318515785818679,-0.0297090042645113,0.00273758022334094,0,0,0,0,0,0
