,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X600690.SH,X600809.SH,X000651.SZ,X002371.SZ,X000568.SZ,X003816.SZ,X600104.SH,X000725.SZ,X300124.SZ,X000063.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002179.SZ,X600418.SH,X002241.SZ,X002463.SZ,X000977.SZ,X600584.SH,X600089.SH,X600703.SH,X600839.SH,X600372.SH,X000066.SZ,X000157.SZ,X002028.SZ,X002049.SZ,X002236.SZ,X600522.SH,X002456.SZ,X600741.SH,X002156.SZ,X600460.SH,X600183.SH,X600066.SH,X601877.SH,X002129.SZ,X000661.SZ,X002085.SZ,X600487.SH,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.306963106939058,0,0,0,0,0.0133610470891229,0,0,0,0,0,0,0,0,0,0,0.25442219034381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00620665332301688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011529931439542,0,0,0,0,-0.111866363499026,-0.0242902335208048,0,0,-0.0557279153693412,0,0
X000858.SZ,0.318367350941802,0,0.0148407183434922,0,0,0,0.340566057099,0,0,0,0,0,0,0,0,0,0.0116171024146414,0.203509635041843,0.00135755848937962,0.0398630630383495,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489875872913963,0,0,0,0,0,0,0,0,0,0.0526464012397587,0,0.00909969812712469,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.211131284257344,0,0,0,0,0,0.157663473897753,0.108988685887001,0,0.00163594306704157,0,0,0,0,0,0,0,-0.0329890372241351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0465463298091158,0,0,0,0,0,0,0
X002415.SZ,0.152964832898915,0,0,0,0,0.104878833205385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113175681399446,0.205598884852189,0,0,0,0,0,0,0,0,0,-0.0444954607043625,0,0.0629157277314315,0,0,0,0,0,0.0321103768861124,0,0,0,0.08487178434703,0,0,0,0,0,0,0,0,-0.0107534443671727,0,0,0,0,-0.00444427860867504,0,0
X002475.SZ,0,0.00933723956162835,0,0,0,0,0,0,0,0,0,0,0,0.0478278243077955,0,0,0,0,0,0,0.0469721323241832,0,0,0,0.466839193523659,0.0768168869001129,0,0,0,0,0.0522105408443956,0,0,0,0,0,0,0,0.019431659056497,0,-0.0197335532807968,-0.0244243659100653,0.0943230155904558,0,0,0,0,0,0,0,0,0,-0.0384831538565243,0,0,0,-1.73472347597681e-18,0,0
X600690.SH,0,0,0,0,0.0418821538403492,0,0.0447336509410098,0.348531138802005,0,0,0,0,0,0,0,0.106245476031345,0,0,0,0.00750482765385675,0,0,0,0,0,0.00333785376200599,0,0,0,0,0.00988398495685523,0,-0.015150644121074,0,0,0,0,0,0.0698759817806897,0,0,0,0,0,0,0,0,0,0,0,0,-0.0365229729787803,0.0387487449629912,0,0,0,0.0493578372494293,0,0
X600809.SH,0,0.0182093878786399,0,0,0,0,0,0,0,0.71859781858319,0,0,0,0,0,0,0,0,0,0.136901664271915,0.0156391924410048,0,0,0,0,0.0377631561525162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318373988938877,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.406037051031733,0,0,0,0,0,0.0732418633577259,0,0,0,0,0,0.0943510770364426,0.0106705861570102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0091197206970693,0,0,0,0,0,0,0,0,-0.0265215320418675,0,0.00403696863942927,0,0,0,0,0,0,0,0,0,0,0,0,0.00261414336454913,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472546585433791,0,0,0,0,0,0,0.00823359875882011,0,0,0,0,0.0601187759696945,0.0203099013529677,0.0638935848418169,0,0,0,0,0.0518657348417653,0,0,0,0,0,0,0,0.0101295170940624,0.0140171944293985,0,0,0,0,0,0.0372901298579719,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.247022547780747,0,0,0,0,0.397979358722348,0,0,0,0,0,0,0,0,0,0,0.141275319504307,0,0.0767889292662349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016162845193643,0,0,0,0,0,0,0,0.0664343575432625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555714408929388,0,0,0,0.0257899475085857,0,0,0,0,0,-0.0200032714263473,0,0,0,0,0,0,0,0,0,0.373498272205894,0,0,0,0,0,0,0,-0.0143078499869041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0445398181711777,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.143089174054274,0,0,0,0.137484620537826,0,0,0.0336406856036696,0.0643299602029622,0.0757836455989364,0,0.00685417884143205,0,0,-0.00496094249208411,0,0,0,0,0.121734825992896,0,0,0.00668473626982191,0,0,0,0,0,0.0299261303537561,0,0,0,-0.101719168730484,0,0.0725708633956594,0,0,0,0,0,0,0,0,0,-0.00625235947438178,0,0,-0.00508947241115864,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091530842705044,0,0,0,0,0,0,0.0249051597784231,0.412233159175423,0,0,0.0233169168082439,0,0,0,0,0.0101386226698549,0.114787522286142,0,-0.0077163643459408,0,0,0,0,0,0,0,-0.0337881726872903,0.016236956890857,0,0,0,0.0298088617758983,0,0,0,0,0,0,0,0,0,0,0.022786901067948,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511233024408869,0,0,0,0,0,0.522707686346031,0,0,0,0,0,0,0,0,0,0,0,0.0819005483421642,0,0,0,0,0,0.0719769304355512,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.010881751897233,0,0,-0.165469056363774,0.0354556467586563,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127809098860225,0,0,0,0,0,0,0.0231905003238964,0,0,0,0,0,0.0871963784148143,0,0,0.0109596996471777,-0.0443895303343702,0,0.127563475051309,0,0,0.238237691273223,0.274983438845268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209893586666772,0,0
X600031.SH,0,0,0,0.0459552848069456,0,0,0,0,0,0.0143076870288106,0,0.031228894356789,0,0.00155484867235877,0,0,0,0,0,0,0.14510070052992,0,0,0,0,0,0,0,0,0,0,0,-0.0178491971909753,0.34387328624677,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0.224738157825685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11646042901699,0,0,0,0,0,0,0,0,0,0,0,0.0157501251895603,0.120971828436937,0,0,0,0,0.0861063800134702,0,0,0,0,0,0,0.0551015901112831,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.00588332371988715,0,0
X002304.SZ,0,0.555517455475168,0,0,0,0,0,0,0,0.0148167191260535,0,0.0939453133266852,0,0,0,0,0,0,0,0,0,0,0,-0.00951105538976061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120659378542443,0,0,0,0,0,0,0,0,0,-0.097669227050987,0,0,0,0,0,0,0
X000338.SZ,0,0.179778664599683,0,0,0,0,0,0,0,0.123184972640295,0.113935515203697,0,0,0,0,0,0,0.060823707377635,0,0,0,0,0,0,0.0372984003793477,0,0,0,0,0,0,0,0.0480599914137824,0.266897352958594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111375078510979,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0.620963217910392,0,0,0.165583976042384,0,0,0,0,0,0,0,0.0142807146796687,0,0,0,0,0,0,0,0,0,0,0,0,0.00859312676316013,0,0,0,0,0,0,0,0,0.0776777462745951,0,0,0,-0.00197238892518468,0,0,0.077694892577783,0,0,0,0,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270841867382776,0,0,0,0,0,0.117742819934598,0,0,0,0,0,0,0.201047473601744,0,0,0,0,0,0.12370895680637,0,0,0,0,0,0,0,0,0,0,0,0,0.103455754111336,0,0.0247825483837998,0,0.624486772211168,0,0,0,0,0,0,-0.00704142599397836,0,0
X000100.SZ,0,0.0245051737745413,0,0,0,0,0,0,0,0,0,0,0.384905791398353,0,0,0,0,0,0,0,0.0983903605386284,0,0,0,0,0,0,0,0.212067118209198,0,0.084012702211614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441719665341645,0,0,0,0,0,0,0,0,0.0401382624238067,0,0
