,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X002506.SZ,X000100.SZ,X002292.SZ,X600031.SH,X600066.SH,X002241.SZ,X600118.SH,X000559.SZ,X600741.SH,X002236.SZ,X000157.SZ,X600372.SH,X002475.SZ,X002049.SZ,X002465.SZ,X000338.SZ,X600089.SH,X000568.SZ,X600498.SH,X600177.SH,X300124.SZ,X002294.SZ,X000869.SZ,X300003.SZ,X600867.SH,X601877.SH,X002456.SZ,X002129.SZ,X600582.SH,X002085.SZ,X002426.SZ,X002074.SZ,X000977.SZ,X300146.SZ,X000623.SZ,X000550.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0.0687587663725607,0,0,0,0.000997698003432241,0,0,0,0,0.110455457038352,0,0,0,0,0,0,0,0,0,0,0,0,0.00748240824893044,0.0895664579062686,0,0,0,0.0154116781485623,0,0,0,0.00966188779480997,0,0.013402576840244,0,0,0,0.0293780319079909,0,0,0,0,0.00818440581684916,0,0,0,0,0,0
X600104.SH,0,0,0,0.0294484604948147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114192642772815,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188722467738686,0,0,0,0,0,0.0324397020613978,0,-3.46944695195361e-18,0,0,0.045891925058771,0.050736177244914,0,0,0,0,0,0,0.00491981179699055,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0729818787992014,0,0,0,0,0,0.0389658682867851,0,0,0,0,0.0380637062139137,0,0,0,0,0.444025070344135,0,0,0.0168063813268527,0.0959428374525223,0,0,0,0.019337129340865,0,0.010106719319719,0,0.0371055217066317,0,0,0,0,0,0.0719052965815926,0,0,0,-0.0317824491351604,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0396265586476566,0,0.056173258067042,0,0,0,0.0862386006592946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862229757661594,0,0.261405773769959,0,0,0,0,0,0.00282655880012759,0,0.0389545324589338,0,0,0,0,0,0,0,0,0,0.0299145537268268,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00804424819253844,0,0,0.0391412409283835,0,0.00322236939769326,0,0,0,0,0,0,0,0,0,0,0,0.145400057461912,0,0,0,0,0,0,0.0492767437348809,0.0743387071127549,0,0,0,0.0427074934089515,0,0,0.160191673396003,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147280947510137,0,0,0,0.0239985028099755,0,0,0,0,0,0,0,0,0,0,0,0,0.020617915112842,0,0,0.168274815291646,0,0,0,-8.67361737988404e-19,0.0482484026893547,0,0,0,0.0454754204441341,0.0285129175717958,0,0.0579800543473665,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.107813536538769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481716159260178,0,0,0,0,0,0,0,0,0,0,0,0.00600780866844289,0,0,0.11219514920543,0,0,0,0,0,0,0,0,0,0.0294024412493525,0,0,0,0,-0.0305989151447579,0,0,0,0,0,0,0
X002304.SZ,0,0,0.0800116146117922,0.0314802155858394,0,0,0,0,0,0.0997365888986471,0,0,0,0,0,0,0,0.0209569154326139,0.088456677914307,0,0,0,0,0,0,0,0,0,0,0.0990501402017656,0.0066372973730241,0.10910601239549,0,0,0,0,0.0120106170609646,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0492983014587593,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187259618276757,0,0,0,0.0154086935746455,0,0,0,0,0,0,0,0.0661956682443265,0,0,0,0,0,0,0,0,0,0,0,0.0221226332156179,0.015968679877975,0,0.17505062602705,0.221726317372126,0,0,-0.0229893554183283,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.077870735201482,0,0,0,0,0,0,0,0,0.103720254706779,0.0252025776524249,0,0,0,0,0,0,0,0,0,0,0,0.0477305925197835,0.150857341090038,0.165177670295593,0,0,0,0,0,0,0.0146517531146539,0.097791049611887,0,0.0836961506604581,0,0,0,0,0,0,0,0,0,0,0,0,0,0
