,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X003816.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600703.SH,X600809.SH,X600690.SH,X002371.SZ,X000596.SZ,X002007.SZ,X300003.SZ,X000100.SZ,X002241.SZ,X600183.SH,X300142.SZ,X600741.SH,X300014.SZ,X000977.SZ,X300124.SZ,X601877.SH,X002129.SZ,X000157.SZ,X600584.SH,X002236.SZ,X000625.SZ,X000800.SZ,X002049.SZ,X002463.SZ,X000066.SZ,X002414.SZ,X002456.SZ,X300136.SZ,X600498.SH,X600118.SH,X002179.SZ,X002185.SZ,X600522.SH,X000021.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.144152196839189,0,0,0,0,0,0,0,0.108616518125376,0,0,0,0,0,0,0,0,0,0.26809976610529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029396921011061,0,0,0,0,0,0,0,0.0298080106619826,0.041195178102421,0,0,0,0,0,0.0376122162774375,0.00102901794378523,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0669012983913975,0,0,0,0,0,0,0.42840205356416,0,0,0.0754229390910413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00356758341898536,0,0,0,0,0.0269467171768745,0.0496542500690552,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0459183502335472,0,0,0,0,0,0.0489307598074678,0,0,0,0.164399684328564,0,0,0,0,0.0615289147162032,0,0,0,0,0,0,0.0455996184867677,0,0,0,0.0336041788173803,0,0,0,0,0,0,0.00188087488466849,0,0,0,0,0,0,0,0,0,0,0,-0.00262820095990168,0,0,0,0,0,0,0
X000651.SZ,0,0.0819962766561337,0,0,0,0,0.0655423147332303,0,0,0,0,0,0,0,0,0,0.0684365801323053,0.325397821604825,0,0,0,0,0,0,0,0,0,0.0315621791173124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302370433870312,0.0112309878156581,0.00454542914310691,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0111828949077179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208208388393542,0,0,0,0,0,0,0,0.0488022593265106,0,0.035210494338741,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245168060802882,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196799313292835,0.0801197323253363,0,0,0.00712297017901338,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124265393607772,0,0,0,0,3.46944695195361e-18,0,0.0709464753161813,0,0,0.019923262819776,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134849914637469,0,0,0,0,0.366465910837523,0,0.109542812811684,0,0,0.00117449299666756,0,0,0,0.15790355411235,0,0,0,0,0,0,0,-0.0409113489759858,0,0,0,0,0,0,0,0.0111492410093096,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350586499572909,0.103772263779703,0,0,0,0,0,0,0,0,0,0,0.20594262291991,0,0,0.275589219487168,0,0,0,0.0376234086409631,0.162897368813588,0,0,0,0,0,0,0,0.0176287806387434,0.0462662507136837,0,0,0,0,0,0
X600031.SH,0,0.0703423422510856,0,0,0,0,0,0,0,0,0,0,0,0,0.0501327707493508,0,0,0,0,0,0,0,0,0,0,0,0.0687748111809564,0,0,0,0,0,0.441725429514627,0,0,0.0390843742545809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00530553324149194,0.0221918096817485,0,0,0,0,0,0
X002304.SZ,0,0.169671470511319,0,0,0,0,0,0,0,0,0,0,0,0,0.0801481114410146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342193851982505,0,0,0,0,0,0,0.00692849490879354,0.0110053425570642,0,0,0,0,0,0
