,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X002304.SZ,X000625.SZ,X000858.SZ,X000063.SZ,X600690.SH,X600276.SH,X600031.SH,X000100.SZ,X000338.SZ,X000157.SZ,X600372.SH,X600089.SH,X600703.SH,X002241.SZ,X600741.SH,X600271.SH,X002236.SZ,X600066.SH,X002129.SZ,X600582.SH,X601877.SH,X600177.SH,X600118.SH,X000623.SZ,X002475.SZ,X000581.SZ,X000550.SZ,X000568.SZ,X000559.SZ,X002294.SZ,X300124.SZ,X000869.SZ,X300003.SZ,X000400.SZ,X000800.SZ,X300146.SZ,X002456.SZ,X000977.SZ,X000050.SZ,X600060.SH,X600839.SH,X002465.SZ,X002292.SZ,X600498.SH,X600166.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.106904766400046,0,0,0,0,0.125607495432063,0.0214680003716837,0,0,0.0946288760326347,0,0,0,0,0,0.0511150815279388,0,0.11174422530719,0.0859168209695036,0,0.174818723752028,0,0,0,0.0290915493005447,0,0.0151128550487393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00848106908492978,0,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0,0.179557070171709,0.224566702690748,0,0,0,0,0.0162414687141069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322736820452117,0,0,0.051763307576187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168803071530713,0,0.0577607909209841,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.116369775499089,0.0341886221727523,0,0,0.147836517215392,0,0.317538041399272,0,0,0,0,0,0,0,0,0,0,0,0.103242280268677,0,-4.33680868994202e-19,0,0,0,1.73472347597681e-18,0,0,0,0,0.101214244348141,0,0,0,0,0,0,0.029453380275086,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,-1.73472347597681e-18,0,-3.46944695195361e-18,0,0,0.135957589146709,0,0,0.0963550738433746,0.102053746276943,0,0,0,0.0742104615967903,0,0,0.0992033767519906,0,0,0.0411803372442376,0,0,0,0,0,0,0,0,0,0,0,0.180681715365665,0,-0.0365785128987483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291821038600664,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0598217465419809,0,0,0,0,0,0,0,0,0.202239575771208,0.00476386136531395,0,0,0,0,0,0,0,0,0.295593003164718,0,0,0,0,0,0.0646432148878817,0.113829681775291,0.0611177878189935,0,0,0,0,0,0,0,0,0,0,0,0.0056881599658698,0,0,0,0,0,0,0
X002304.SZ,0,0,0.101174344029073,0,0,0,0,0.192244677387951,0.0472853060468435,0,0,0,0,0,0,0,0,0,0,0,-0.0846196207615083,0.0685440238427694,0.13477184995213,0,0,0,0.0416702202487013,0,0,0,0,0,0,0,0,0,0.196687277312957,0,0,0,0,-0.085832248880832,0,0.155252238995028,0,0,0,0,0,0,0,0.0111727284284295,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0160344468703354,0.147820800173057,0,0,0,0.0962520809730091,0.0381581699954082,0,0,0,0,0,0,0,0,0,0.177853663678697,0,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139327776360547,-0.0102104466405723,0,0,0,0,0,0
X000858.SZ,0,0,0.16692923298226,0,0,0.000771379555370041,0,0,0.0754825892389852,0.124870875262773,0,0.101393437291227,0,0.0654311639793558,0.0569412603842521,0,0,0,0,0,0,0,0,0,0,0,0.0353279316153237,0,0,0,0,0,0,0,0,0,0.0652183548902411,0,0,0,0,0,-0.0190428138656566,0,0,0,0,0,0,0,0,0.0290756920266679,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0772125911972291,0,0,0,0,0,0,0.0404341748389699,0,0.124089482032643,0.104817517889637,0.106734625691049,0,0,0,0.00317649877633088,0,0,0,0,0,0,0,0,0.0120369534488328,0,0.102291015616419,0,0,0,0,0,0,0.0228297384371638,0,0,0,0,0,0,0,0,0,0,0,0,0.191716999125125,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.0511979119299349,0,0,0,0,0,0,0,0,0,0.103518628780893,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165719238209385,0,0.0398106651854744,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.113478709003048,0,0,0,0,0.124880605712327,0,0,0,0.0336560044292959,0,0,-0.0168239173311668,-0.0372878238171575,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0149681318419004,0,0,0,0,0.0327698855113893,0,0,0,0,0,0,-0.0261853353012693,0.0664008484240841,0,0,0,0,0.195621687765787,0,0,-0.101062008993043,0,0,0,0,0,-0.0381761134144274,0,0,0.102835187612513,0,0.133894645988878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569152922021165,-0.0175641627294903,0,0,0,0,0,0
X600031.SH,0.134739209883931,0,0,0,0,0,0,0,0,0,0,0,0,0,0.560141474728647,0,0,0,0,0,0,0,0,0,0,0,0.0642006702277666,0,0.104409658027158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958794573431479,0,0,0,0,0,0,0,0,0
