,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X000725.SZ,X600809.SH,X000661.SZ,X000063.SZ,X003816.SZ,X600690.SH,X002241.SZ,X000596.SZ,X600703.SH,X000338.SZ,X000100.SZ,X300124.SZ,X002007.SZ,X300142.SZ,X300014.SZ,X600741.SH,X002371.SZ,X002049.SZ,X000625.SZ,X000800.SZ,X000157.SZ,X300003.SZ,X601877.SH,X002236.SZ,X002414.SZ,X002129.SZ,X600584.SH,X300136.SZ,X600183.SH,X002179.SZ,X000066.SZ,X000977.SZ,X601799.SH,X600118.SH,X002294.SZ,X002456.SZ,X002185.SZ,X000050.SZ,X002008.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0541175718872708,0,0.000696866923894144,0,0,0,0.218746573398096,0,0,0,0.0202544388301539,0,0,0,0,0.0106514456936708,0.0513601578917455,0,0,0,0,0,0,0,0,0.0037534578056375,0.0574290636537367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104005694708215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0611815433063344,0.095806088901842,0,0,0.345936350820049,0,0,0,0,0,0.0695336836148326,0,0,0,0,0,6.29334866619844e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132138162552573,0,0,0,0.0113071755314076,0,0.00773373327316342,0.0142628287124018,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0583511199085301,0.0629209445630948,0,0,0,0,0,0,0,0.0257894547999648,5.42101086242752e-20,0.0040363025398505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159819870314184,0,0,0,0,0,0,-0.00119469963988749,0.00375224362603173,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302942996584669,0,0,0,0.0772934986884603,0,0.055996494843612,0,0,0,0,0,0,0,0,0,0,0,0,0.010078574808253,0.0826128585942055,0,0,0,0,0,0,0,0.136422450093873,0,0.0584549078696176,0,0,0,0,0,-0.0113582116728676,0,0,0,0,0,0
X002415.SZ,0,0,0,0.042320380425889,0,0,0,0,0,0,0,0,0,0,0,0.168140735555999,0.0735600910803888,0,0,0,0,0,0,0,0,0,0,0.115441105375371,0,0,0,0,0,0.147880223906552,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0318000595349428,0,0,0,0,0,0.00010949858375109,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0814444043663833,0,0,0.089928465955837,0,0,0,0,0,0,0,0.119085786627586,0.0197324413090063,0,0,0.0831367812562019,0.0421819118761195,0,0,0,0,0,0,0.0158553378723235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312485739166012,0,0,0.0419348076685259,0.0328223855378325,0,-0.0281518531167288,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0540604639156234,0,0,0,0,0,0.0638076156976178,0.147836805042016,0,0,0,-0.0174902389605706,0,0.0752233305703753,0.0613785739188857,0,0,0.0938595182709359,0,0,0,0.0815067452664691,0,0,0,0,0.0504769025610224,0,0.00257068613097281,0,0,0,0,0,0.059176779694345,0,0,0,0,-0.0311661462926352,0,0,0,0,0,0,0
X000568.SZ,0,0.199099292645018,0,0,0,0,0,0,0.358062723576815,0,0,0.0914275729573941,0,0,0,0,0.100076531509679,0.0802357486820029,0,0,0,0,0.0434943891465309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02995475227362,0,0,0,0,0,0,0,0,0,0,0,-0.0573599770671508,0,0,0,0.00990034097035865,0,0,0,0,0,0
X002304.SZ,0,0.306882632670973,0,0,0,0,0,0.399531218842951,0,0,0,-2.16840434497101e-19,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.00257014835150945,0,0,0,0,0,0,0,0,0,0.0420344997463446,0,0,0,0,0,0,0,0,0,-0.0229730107729204,0,0,0,0,0,0,0,0.00545992431053702,0.00746127225646913,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101566745739594,0,0.22056394244451,0,0,0,0,0,0.0453983969128347,0,0,0,0,0.258066200225127,0,0,0.0146318883147613,0,0,0,0.00185555101551548,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0156784042421667,0.0202072920011111,0,0,0,0,0,0
