,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600031.SH,X000568.SZ,X600066.SH,X002475.SZ,X002241.SZ,X000338.SZ,X600271.SH,X002456.SZ,X002236.SZ,X600118.SH,X600177.SH,X002085.SZ,X000157.SZ,X600372.SH,X002007.SZ,X300124.SZ,X000559.SZ,X300003.SZ,X002292.SZ,X600867.SH,X002294.SZ,X600089.SH,X002426.SZ,X601877.SH,X002506.SZ,X002180.SZ,X600522.SH,X002074.SZ,X000536.SZ,X600498.SH,X000623.SZ,X000981.SZ,X002508.SZ,X300136.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0588201567034392,0,0.22663957817466,0,0,0,0,0,0,0,0,0,0.0916752888134912,0,0,0,0.0366209597887485,0,0.0149787574268,0,0,0,0,0,0,0,0,0.0315855680403122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427926709375241,0,0,0,0.0262920323255035,0,0,0,0,0,0
X600104.SH,0.0268930731271236,0,0,0,0,0,0,0,0,0,0,0,0.392058345681817,0,0.119189320757086,0,0,0,0,0,0.130732638708668,0,0,0,-0.0356234299810711,0,0,0,-0.00646363297592534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234314186455585,0,0,0,-0.110125985066822,0,-0.0153332110626685,0.0123535784930328,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.355963737499107,0.302056616632826,0,0,0,0,0,0,0,0,0,-0.0907128407886133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805321204433276,0,0,0,0,0.217258861644803,0.143812918011417,0,0,0,-0.0903295945538077,0.0357930827122277,0.159680087100968,0,0,0,-0.129540116906287,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635371700021075,0,0,0,0.0673902227073433,0,0,0,0,0,0,0.0453883005570642,0,0,0,0,0,0.043873902173441,0.177284832573926,0,0,0,0,0,0,0,0,0,0,0,0.0238075867303035,0,0.0984176177948962,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.113494459439365,0,0,0.0718649748738856,0,0,0,0,0.136365630435767,0,0.0716225424532347,0,0,0,0.334416224949253,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.030890045214078,0,0,0,0,0,0,0,0.021835773249596,0,0,0,0,0,0.0497752499060172,0,0,0,0,0.0496568233578394,0.149932283632745,0.0490471139618036,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.194072159370242,0,0,-0.0295346365743743,0,0,0,-0.0708018791055266,0,0,0,0,0,0,-0.00476871244409176,0,0,0,0,0,0,0,0,0.144235047605353,0,0,0.0175870225940571,0,0,0,0.136731999025575,-0.120825219888863,0,0,0.0241257758434849,0,0.0146548673070513,0,0,0,-0.00425281826841183,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.139755388186547,0,0,0,0,0,0,0,0.273429328437157,0,0.115115134486446,0,0,0.0295202739993766,0.0165628134496075,0,0,0,0,0,0,0,0,0.0417880731361429,0.0329126687087337,0,0,0,0,0,0,0.019164259167638,-0.00741423826959584,0,0,0,0,0,0,0,0.00911681149636142,0,0,0,0,0,0.0198467725063472,0,0,0,0,0,0
X000725.SZ,0,0,0.0366607670619366,0,0,0,0,0,0,0.0738731649721554,0,0,0,0,0,0,0,0.114742036117994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077167526911544,0,0,0,0,0,0.0165376811423646,0.134358557946466,0,0,0,0,0,0,0.0227725622035667,0,0,0,0,0
X000625.SZ,0,0,0.0915377242120861,0,0.182199815889496,0,0,0.0116708665047262,0,0,0,0,0.29800981478679,0,0,0,0,0,0,0,-0.0501365119689144,0,0,0,0.0418518450326832,0.0518987396733651,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0255793977778082,0.0674775540275403,0,0,0,0.0178829955622883,0,0,0,0,0,0,0,0,0.0257662535399162,0,0,0,0,0,0,0
X000063.SZ,0,0.0609895108903607,0.100934511530118,0,0,0,0,0,0,0,0,0,0,0.0299616284585669,0,0,0,0,0.232133976558343,0,0,0,0,0,0.0244420523069897,0,0,0,-0.0412458977299903,0,0,0,0,0,0,0,0,0,0,0.0606221730008561,0,0,0,0.198920548263945,0,0,-0.0311306421431026,0,0,0,-0.0280593406762548,0,0,0,-0.169546543288742,0,0
