,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600271.SH,X600118.SH,X000100.SZ,X000559.SZ,X600372.SH,X600066.SH,X000157.SZ,X002475.SZ,X002236.SZ,X002292.SZ,X002241.SZ,X600741.SH,X600089.SH,X000338.SZ,X300124.SZ,X002465.SZ,X600839.SH,X000568.SZ,X600177.SH,X002074.SZ,X002129.SZ,X300003.SZ,X002294.SZ,X600867.SH,X000977.SZ,X600582.SH,X002276.SZ,X000800.SZ,X002506.SZ,X000869.SZ,X600498.SH,X002008.SZ,X002085.SZ,X000547.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.169170986919923,0,0,0,0,0.0375407024134749,0.323505942667026,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631243891668617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0227597516466572,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.214706354620914,0.386778546861155,0,0,0,0,0,0,0,0,0,0,0,0.143018011081812,0,0,0,0,0,0,0,0,0,0,0,0,0.0186950658210727,0,0,0,0,0,0,0,0,0,0,0,0.0232664163635907,0,0,0,0,-0.00426735282901385,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,-0.135562854085671,0,0,0,0,0,-0.0109550149892687,0,0,0,0.10218594346924,0,0,0,0,0,0.18035572157713,0.184497953887394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232713253139645,0,0,0,-0.109329008951198,0,0,0.0208747389355732,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0343192713870683,0,0,0.0264776822640864,0.328738253720136,0.063262507334038,0,0,0.113592418846008,0.0426178863192024,0,0,0,0,0,0,0.0481822492141501,0,0,0,0,0,0.00346630323089125,0,0.00745041958883141,0,0,0.071668620300582,0,0,0,0,0,0.0219201062488597,0,0,0,-0.0236913717906451,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0906754641965177,0,0,0,0,0,0,0,0.22913869841159,0,0,0,0,0.0519355485307923,0,0,0,0,0,0,0.0178537237435362,0,0,0.116802496073271,0,0,0,0,0,0,0.0467737762245066,0,0,0.060786738104608,0,0,0,0,0,0,0,-0.0441117855354606,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,4.33680868994202e-19,0.0691626399715905,0,-0.13367123181089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925075588891962,0,0,0.0456165249428723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0589876067122599,0,0,0,0,0,-0.00582585907213461,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.00895565498243965,0,0,0,0.082948649391401,0.0978258077874715,0,0,0,0.113645251509208,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0100973563537183,0.222826186269919,0,0,0,0,0.0378653710170477,0,0,0,0,0,0,0,-0.00349395770533132,0,0,0,0,0,0,0
X002304.SZ,0,0.383360546922222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00129421778023289,0,0,0,0,0,0,0,0.107712818779697,0,0,0,0,0,0,0,-0.0371332038248367,0,0,0.441679550199191,0,-0.0504467571221319,0,0.0592744568336277,0,0,0,0,0,0,0,-0.0574614973752764,-0.029828558560436,0.0956243232215043,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0574398791879747,0,0,0,0,0,0,0,0,0.0388363177510856,0,0,0,0.124255381419461,0.246659190929851,0,0.111468606457121,0.0874333816869662,0,0,0.0486998928069988,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0732104308368119,0,0,0,0,0,0,0.00335541776012491,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670622499737025,0,0.183801886542392,0,0,0,0,0,0,0.216918035685451,0,0.195757316157152,0,0,0.0237774658385294,0,0,0,0,0,0,0,0,0.00368930517193166,0,0,0,0,0,0,0,0.0746083109475798,0,0,0,0,0,0,0,0,0,0
