,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X000568.SZ,X000625.SZ,X600741.SH,X002236.SZ,X002475.SZ,X002241.SZ,X600031.SH,X600066.SH,X002456.SZ,X000338.SZ,X002508.SZ,X000100.SZ,X601877.SH,X300124.SZ,X300136.SZ,X300003.SZ,X600177.SH,X600522.SH,X600271.SH,X002008.SZ,X002294.SZ,X000157.SZ,X002007.SZ,X002085.SZ,X600118.SH,X600089.SH,X600487.SH,X600566.SH,X600699.SH,X600867.SH,X600809.SH,X600372.SH,X000559.SZ,X300115.SZ,X000623.SZ,X000596.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.158080090729429,0.0336429335875692,0,0,-1.73472347597681e-18,0.00253741840895537,0,0,-0.0761880989864398,0,0,0,0,0,-0.031114777994958,0,0,0,0,0,0.0573518462596043,0,0,0,0.125601379212448,0,0.101369138229263,0.0198050459988063,0,0,0,0.127834041667619,-0.0316531427756045,0,0,0,0.314633548379899,0,0,0.0120190477924658,-0.0162727847714918,0,0,0,0,0,0
X600104.SH,0,0,0,0.149944157013838,0,0,0,0,0.0954683650294653,0,0,0,0.060877718261256,0.406004845956115,0,0,-0.141888533570872,0,0,-0.0570106780084207,0,0.104788674577825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00461750833210235,-0.0213292391238242,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.142714292601737,0.161282660028934,0,0,0,0,0.267291746351572,0,0,0.223582685133099,0.163505831680209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129929540240889,0,0,0,0,0,0,0,0,0,0,0.00552164531460765,0,0,0,0,0,0
X000651.SZ,0.05756754142957,0,0,0,0,0,0.0399482098696956,0,0.110765604544941,0.166824503339356,0.0916570974170901,0,0,0,0,0,0,0,0,0,0,0.144197970805465,0,0,0,0.103310084794601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192328121102866,0,0,0,0,0,0,0.00647838443468858,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0339821419832967,0,0,0,0,0.597161772840976,0,0,0.0896152615011869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00045743145512303,0,0,0,0,0,0,0
X600276.SH,0,0.171990893257216,0.0217060766935372,0,0.0887598327135538,0,0,0,0,0,0,0,0,0,0,0,0,-0.119617039399961,0,0,0,0,0,0,0,0,0,0,0,-0.0204874706102463,0,0,0,0,0,0,0,0,0,0,0,0,-0.0462960329605134,-0.174888164359027,0,0,0.00892794018975008,0,0,0.0118297146100862,0.0222338391666334,0,0,0,0,0,0
X000725.SZ,0,0,0.095320796559445,0,0,0,0,0,0,0,0,0,0,0,0,-0.0547302356145473,0,0,0,0,0.0978462621371521,0,0,0,0,0,0,0,0,0.144838225369169,-0.00551562581113565,0,0,0,0.144144128307761,0,0.323095888526152,0.0275146352608898,0,0,0.0596988680850713,0.00137403416123614,0.17857530441482,0,0,0,0,0,0,-4.33680868994202e-19,0.0286945947171786,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.241914720963403,0,0,0,0,0,0,0.0483641784665051,0,0,0,0,0,0,0,0,0,0,0,0.174291254233841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161951997419978,0,0,0.0222399745945469,0,0,0,0,0,0,0
X600690.SH,0,0.5261404934994,0,0.0375615994807764,0,0,0,0.032211506765275,0,0,0,0,0,0.121067802190632,0.0824312988825045,0,0,0,0,0,0,0,0,0,0,0.0100056744943445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0789583575831846,0,0,0,0,-0.00577224841058307,-0.00365360024646156,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0780441877651014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133206412923785,0,0,0,0,0,0,0,0,0,0,0,0,0.10511610225994,0,0,0,0,0.110045790219171,0,0.0920470961423033,0,-0.0303464774614821,0,0,0.00660363923611708,-0.0281665477324593,0,0,0,0,0,0
