,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000568.SZ,X002475.SZ,X000338.SZ,X600703.SH,X600741.SH,X601877.SH,X300003.SZ,X600271.SH,X002236.SZ,X300124.SZ,X002007.SZ,X002008.SZ,X600487.SH,X600498.SH,X600809.SH,X000661.SZ,X000100.SZ,X600867.SH,X002179.SZ,X300146.SZ,X000625.SZ,X300142.SZ,X000596.SZ,X000157.SZ,X002456.SZ,X600177.SH,X600566.SH,X600066.SH,X600089.SH,X002180.SZ,X002506.SZ,X600372.SH,X600522.SH,X300136.SZ,X002294.SZ,X002241.SZ,X600699.SH,X000977.SZ,X600201.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.750864266685612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0724592726247451,0,0,0,0,0,0,0,0,0,0.106649417565428,0,0,0,0,0,0,-0.025778735864256,0,0,0,0,0,0,0,0,0,0,0.0065633572229047,0.00283489045916937,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0290641061692293,0,0,0,0.193550866726284,0,0.0858685997976796,0,0,0.271257461678093,0,0,0,0.0603155368761328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000390569754460465,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0705088050102412,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.668535337216913,0,0,0.143402106002737,0,0,0,0,0.0346837148230297,0,0,0,0.024995151481565,-0.0299931680383531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,-0.00425053934567148,0,0,0,0,0,0.106388612556985,0
X600276.SH,0,0,0.111543243021924,0,0,0,0,0,0,0.011181998485834,0,0,0,0,0,0,0,0.382418842163465,0,0,0,0,0.0118245710707826,0,0,0,0,0,0.0985937825743814,0,0,0,0.0116899129250085,0,0,0.0390968314115831,0,0.121791951581434,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00343804375903177,0,0,0,0,0,0,0
X000651.SZ,0.113213361665499,0,0,0.0103219824946497,0,0,0.248887359712966,0,0.180658683288969,0,0,0,0,0,0,0.00994791943473575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00268223589490805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044592458659579,0,0,0,0,0,0,0,0,0
X000858.SZ,0.244461975690485,0.0552254906838273,0,0,0,0,0.221405812056226,0,0.0460247469417465,0,0,0,0,0,0,0.0696338949213661,0,0,0,0,0,0,0,0,0,0.174727105144846,-0.0120553351924736,0,0,0,0,0,0,0.0635750730213265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00555743695130939,0.0231807876033909,0,0,0,0,0,0
X002304.SZ,0.0941016795805031,0,0,0,0,0.19789270228878,0,0,0,0,0,0.245308597366108,0,0,0,0,0,0.0751777903419703,0,0,0,0,0,0,0,0.210638715403347,0,0,0,0,0.140607059283888,0,0,0.197027267648638,0,0,0,0,-0.0162890823898117,0,-0.0362940893693478,0,0,0,-0.0410746691665894,0,0,0,0,0,0.180284322922328,0.00582714865336735,0.0625497646259699,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0328751998976692,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.168709831905092,0,0,0,0,0,0,0,0.0695038641662387,0,0,0,0.239254824687123,0,0,0,0,0.0675798778870909,0,0,0.0655376387097976,0,0,0.0322474321111691,0,0,0,0,-0.00858819043584315,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.146942300622386,0.0905452605178973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0511127815192892,0,0,0,0,0,0,0.142791066990014,0,0,0,0,0,0,0,0,0,0.341480771159338,0,0,-0.00384076849192629,-0.0434471543251279,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.227606423255193,0,0,0,0,0,0,0,0,0,0,0.145737524828924,0.440202046413447,0,0,0,0,0,0,0,0.0494168438418058,0,0,0.108303639130282,0,0,0,0,0,0,0,0,0.0155990738096133,0,0,0,0,0,0,8.67361737988404e-19,-0.0487139383677025,0,0,0,0,0,0
