,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X600703.SH,X000338.SZ,X000568.SZ,X600741.SH,X300003.SZ,X601877.SH,X600271.SH,X300124.SZ,X002236.SZ,X002008.SZ,X600498.SH,X002456.SZ,X600487.SH,X002007.SZ,X000100.SZ,X000661.SZ,X000625.SZ,X600566.SH,X300146.SZ,X002179.SZ,X600867.SH,X600809.SH,X000596.SZ,X002180.SZ,X000157.SZ,X300142.SZ,X600177.SH,X002294.SZ,X300136.SZ,X600089.SH,X600066.SH,X002506.SZ,X000977.SZ,X002241.SZ,X600372.SH,X600522.SH,X000981.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.826814427966895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693516809180892,0.0198899666996899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021348612233849,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.262073268781432,0,0,0,0,0,0,0,0,0,0.0758955752436756,0,0,0,0.201298292565846,0,0,0,0,0,0,0,0,0,0,0,0,-0.0608692022093834,0.0765789112972177,0,0,0,0,0,0,0,0,0,0,0.0678032957480432,0,0,0,0,0,0,0.0212463824919525,-0.0247825624566603,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0211331973544386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653103412613678,0,0.107541779552305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192698198575823,0.0641429917105895,0,0,0,0,0,0
X600276.SH,0,0,0.0750575588781184,0,0,0,0,0,0,0.0361925036582807,0,0,0,0,0,0,0.447693541862566,0,0,0,0.0235088888940182,0,0,0,0,0,0,0,0,0.0357324949062027,0,0,0.0390391382609182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559476975169759,0,0,0,0,0,0,0,0,0
X000651.SZ,0.222410945769014,0,0.0471547302452004,0,0,0.155270558839701,0,0,0,0,0,0,0,0,0.0945107516201944,0,0.0952270453226781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0873338690133325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00319835443519989,0,0,0,0,0,0,0
X000858.SZ,0.0561002515779192,0,0,0,0.0231734638109956,0,0.184253650471012,0,0,0,0,0,0,0,0.0227493645575231,0,0,0,-0.00571649834514787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355084091472932,0.192008842573853,0,0,0,0,0,0,0,0.0457893654727251,0,0,0,0,0,0,0,0,0.0172102452565377,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349344712729166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439297258195402,0,0.010300220934999,0.346925633610747,0.278627834101398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236955321576713,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295732145736904,0.209206372682592,0,0,0.00263407913820287,0,0,0.00200962229224008,0,0,0,0,0.131193347737169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00779291829481946,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0511834059520629,0.146368992732916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232410818131997,0,0.300623213869016,0,0,0,0,0,0,-0.0232567489397284,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0512831779039999,0,0,0,0,0,0,0,0.265302563886184,0,0,0,0,0,0,0,0,0,0.0435280759809587,0,0.227097377926195,0.101297447873219,0.246342398974605,0,0,0,0,0,0,0,0,0,0,0.108744334815009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191447029109285,-0.0714707211653985,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,-0.0164607670227731,0,0,0,0,0,0,0,0,0,0.069506345914824,0,0,0,0,0,0,0.729000259740136,0,0,0,0.137291043148268,0,0,0,0,-0.00595653442673654,0,0,0,0,0,0,0,0,0,0,0,0.172442814504375,0,0,0,0,0,0,0.00945258291014182,0.085787789863355,0,0,0,0,0,0
X600031.SH,0,0,0,0.178434473906692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162038613563274,0,0,0,0,0,0.11093337660038,0.0127911393754817,0,0,0,0,0.112964938176222,0,0,0,0.0289539277642512,0,0,0.0116322767037081,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017450031879741,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.180940326717553,0,0,0,0,0,0,0,0,0,0,0.214591429460395,0,0,0.0640771725550157,0,0,0,-0.0150371304420471,0,0,0.112253430897916,0,0,0,0,0,0,0,0,0,0.0071580166967736,0,0,0,0,0,0,0,0.227275294641754,0,0,-0.0195447177715252,0,0,0,0,0,0,0
X000338.SZ,0,0.0716876568837424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018402402728554,0,0,0.0150386535177273,0,0,0,0,0,0,0,0.109932221075589,0,0,0.0149107784552211,0,0,0,0,0,0,0,0,0,0,0.0456157416291657,0,0,0,0,0,0,0,-0.0241270647076924,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0.232222714547352,0,0.121158524502218,0,0,0,0,0,0,0,0.110283141117051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331423224301383,0,0.205479092534278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0.0463293551592998,0,0,0,0.0989273398972507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12930682779765,0,0.00667557671139656,0,0.0153236787149117,0.222753613551066,0,0,0,0.107901500181482,0,0,0.0823200309762407,0,0.139469693051206,0,0,0,0,0,0,0,0,0.0217904778846692,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0.623155683117155,0,0,0,0,0,-0.0518099382167126,0.156817315814789,0,0,0,0,0.0780864799476514,0,-0.334587657534401,0,0,0,0,0,0,0,0.233497472275985,0,0,0,0,0,0,0.0666666852254448,0,0,0,0,0,0,0,0.00958406515504779,0,0,0,0,0,0,0,0,0,0,-0.0119888913797773,-8.67361737988404e-19,0,0,0,0,0.0193909928300802,0
X601877.SH,0,0,0,0,0,0,0,0,0.141740792292835,0,0.0375151636823628,0,0,0,0,0,0,0,0,0.0194745990240719,0.00920763414692101,0,0,0.193656457446594,0,0,0,0,0,0.0383901460294704,0,0,0,0,0,0,0,0.0132851586513118,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158948903115839,0,0,0,0,0,0,0
X600271.SH,0,0,-0.0214716135955394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113946839003932,0.0673954784718188,0,0.0122632688882975,0,0,0,0.0436696629947396,0,0,0,0,0,0,0,0,0,0,0,0,0.556440245273053,0,0.448669484393868,0,0,0,0.0942993250694142,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0.00481574788733256,0,0.38508567194518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809838477244432,0,0,0,0,0.0748094900388858,0,0,0,0,0,0,0.314383269559641,0,0,0,0,0,0,-0.0217352415481578,0,0,0,0,0,0,0
X002236.SZ,0,0,0.534248397280376,0,0,0,0,0,0,0,0,0,0.21417442273404,0,0,0,0.2568703682648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0321734513726034,0,0,0,0.17056111109146,0,-0.134456335902499,0,0.605679639468188,0,0,0,0.0458903161854864,0,0,0,0,0,0
X002008.SZ,0,0,0.341520506913827,0,0,0,0,0,0,0.0164010254370851,0,0,0.158756044512949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117962023289677,0.17957202565297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490548966658448,-0.00332711973710557,0,0,0,0,0,0
X600498.SH,0,0.00564340956997162,0.136376293543737,0,0,0,0,0.0487309779049013,0,0.374968802629842,0,0,0,0,0,0,0,0,0,0,0.00162911201669301,0,0,0,0,-0.104939661703554,0,0,0,0,0,0,-0.0264420996364131,0,0,0,0,0,0,0,0.142592193979359,0,0,0,0,0,0,0.0676846591095222,0,0,0,0.0032178619305223,0,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0.00986482828330323,0,0,0.126612675171207,0.32345212608003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645832573492161,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.383378597617777,0,0,0,0,0,0,0,0,0,0,-0.00960878289414236,-0.070650371453359,0,0,0,0,0,0
X600487.SH,0.0134959224221733,0,0.0209228010579441,0,0,0,0,0.021259227805925,0,0.33613983622138,0,0,0,0,0,0,0,0,0.0295758487450081,0,0,0,0.269801890304815,0,0,0.324497576056808,0,0,0,0,0,0,0.0223042107718072,0,0,0,0,0,0,0,0,0,0.113423678432908,0,0,0,0,0,0,0,0,0,-0.0179083534549763,0,0,0,-0.19901341875491,0,0
X002007.SZ,0,0,0,0.0382230515378169,0,0,0,0,0,0,0,0,0,0,0,0,0.0188346703821853,0,0,-0.0121009585017048,0,-0.377471726470572,0,0,0.122346065995469,0,0,0,0,0.199939636350347,-0.0785418825859048,0,0,0,0.542241519041278,0,0,0.00166512111007063,0,0,-0.035448394588041,0,0,0,-0.0441279952452434,0,0,0,0,0.082264891541125,0,-0.0274809145093781,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0.211263164482722,0,0.0745611768839516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252923911488978,0,0,0.0348695614325466,0,0,0,0.045352051486188,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00850539884152775,-0.0204254266333124,0,0,0,0,0,0
X000661.SZ,0,0,-0.297453884612177,0,0,0,0,0,0,0,0,0,0,0,-0.334565681265327,0,0.553380290946961,0,0,0.188966233407377,0,0,0,0.42347834967029,0,0,0,0,0,0,0,0,0.0610652440088213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104656042531141,0,0,0,-0.0307500727150791,-0.0113607500974772,0,0.386976618020841,0,0,-0.175581483162522,0
