,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600690.SH,X600276.SH,X000568.SZ,X000651.SZ,X003816.SZ,X002475.SZ,X600104.SH,X000625.SZ,X300124.SZ,X000338.SZ,X000725.SZ,X002371.SZ,X002304.SZ,X000063.SZ,X600031.SH,X000596.SZ,X000100.SZ,X000157.SZ,X600089.SH,X300014.SZ,X002179.SZ,X600372.SH,X002463.SZ,X002236.SZ,X600741.SH,X600703.SH,X600066.SH,X000977.SZ,X002028.SZ,X002049.SZ,X002241.SZ,X000921.SZ,X000661.SZ,X600584.SH,X600522.SH,X000800.SZ,X002129.SZ,X601877.SH,X600566.SH,X600183.SH,X601799.SH,X002223.SZ,X600060.SH,X600177.SH,X600418.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.168733892534993,0,0.0596313928450624,0.173080856002657,0,0,0.0539241653825007,0,0.0245643589309665,0,0,0,0,0,0,0,0.0591837347317777,0,0,0,0,0,0,0,0,0,0,0,-0.0571714290000218,0,0,0,0,0,0.0723875932338211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.287143469652604,0,0,0,0,0,0,0,0,0,0,0,0,0.0683529075010668,0,0,0,0.0454901333789929,0,0,0,0,0,0,0,0,0,0.0300006078318555,0,0,0,0.0654087346544413,0,0,0.0489155395750003,0,0,0.0357875474564912,0,0,0,0,0,0,0,-0.0424760637071087,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.14560062522366,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306300491951046,0,-0.0397579913502821,0,0.0750163679558475,0,0,0.0819344730644352,0,0,0,0,0,0.0198960365844777,0,0,0,0.0688562918001979,0,0.057996056818343,0,0,0,0.0456053806721312,0,0,0.00429361437148165,0,0.0327491070544043,0,0,-0.0145942349398307,0,0,0,0,0,0,0
X600809.SH,0.456854058049775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130824994837051,0,0,0.196338712738453,0,-0.0345558794583043,0,0.0349006278333631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405471993518318,0,0,0,0,0,-0.00910231241942511,0.0464986868615272,0,-0.0224685880310028,0,0.0182903356471829,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.0771558286862375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838635845876071,0,-0.0612160644647788,-0.0536988828804146,0,0,0,0,0,0,0,0.153590548202068,0,0,0,0,0,0,0,0.030800945143248,0,0,0.0469588785910748,0,0.00130752591232662,0,0,-0.00592643841493481,0,-0.0458101808302856,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0527080186238723,0,0,0,0,0,0,0,0,0,0,0,0.00632485903396631,0.0442363203339321,0,0,0,0,0,0,0.0209284805439101,0,0,0.0780977098496545,0,0,0.0932544226388921,0,0,0.0399392725373839,0,0.165118389268136,0,0.168372047758443,0,-0.0624523645392284,0,0,0,0,0,0.0143425786330581,0,0,0,0,0,0
X000568.SZ,0,1.00378212642819,0,0,0,0,0,0,0,-0.0155973340313981,0,0,0,0,0,0,0,0,0,0,0,0,0.0157143347882046,0,0,0.0132605272510487,-0.125085057626599,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114058751922802,0,0,0,0,0,0,0,0,0,0,0.0119286917479122,0.0192566483338196,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0899533163999075,-0.117990758664486,0,0,0.0413126398093984,0,0,-0.021195075289177,0.233883506579808,0.0525988679738919,0,0,0,0,0,0,0.108481052084536,0,0.0530862611808684,0,0,0,0,-0.0234171716466466,0,0,0,0,0,0,0,0.145987554019673,0,0,0,0,0,0,0,0.0518829836420589,0,0,0,0,-0.116822117507629,0,0,0.016588246847966,0,0,0,0,0,0,0
X003816.SZ,0,0,0,-0.0373261768090172,0,0,-0.1747910003171,0,0,0,0,0,0,0,0,0,0,0.144577655521269,0,0,0,0.035720986277654,0,0.0303651838693802,0,0,0,-0.0667757001654,0,0,0,0,0,0,0,0.0605014309020851,0,0,0,0,0,0,0.346091405713611,0,0,0,0.118741124197576,0,0,0,0,-0.0172019708802665,-0.0920426466143017,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333033161306302,0,0,0,0,0,-0.0308062862848972,-0.0235167484873346,0,0,0.369968463138565,0,0,0.0494739996104162,0,0,0,0,0,0.133557902803824,0.0798111407396976,0,0,0,0,0,0,0,0,-0.131966179968115,0,0,0,0,0
X600104.SH,0,0,0,0.140142819346002,0,0,0,0,0.0891711811536353,0,0,-6.93889390390723e-18,0,0,0,0.0556360322490241,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00882664789309556,-0.000947881426933016,0,0,0,0,0,0,0,0,0,0.0689597719065194,0,0,-0.0118442350853458,0.00250955565746298,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039683563115652,0,0,0,0.150708391965002,0,0,0,0,0,0,0.0579759832997737,0,0,0,0,0,0,0,0,0,0,0,0,0.0889471510504299,0.0423549898343408,0,0,0,0.457348717289567,0,0,0,-0.0195453154506301,0,0,0,0,0,0
X300124.SZ,0,0,0,0.00413196099885395,0,0,0,0.232000397172787,0,0,0,-0.0333937147572753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903315338543483,0,0,0,0.0592303468338043,0,0,0.14069932978914,0,0,0,0,0,0,0,0,0,0.0101053986451464,0,0,0,0,0,0.160588715424531,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0936281695463067,0,0,0.113879357131339,0,0,0,0,0,0,0,0,0,0.320552528201904,0,0,0,0,0,0,0,-0.032176872305663,0.235880236716191,-0.0905655899471429,0,0,0,0,0,0,0,0,0,0,0,0.0297797084389536,-0.0246830180817189,0,0,0,0,0,0,0,-0.00549290524986317,-0.032653011111248,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.110990694158146,0,0,0,0,0.00202551647962195,0,0,0,0,0,0.0517648688108285,0,0,0.0846350502756365,0,0,0,0,0,0,0,0,0.0915503134580288,0,0,0,0.00670071287377213,0,0,0,0,0,0,0,0,0,0.033307393346361,0,0,0,0,0,0,0,-0.0103526583627257,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102578762485482,0,0,0,0,0,0,0,0,0,0.0596049553179217,0,0,0,0,0.0676978572246881,0,0,0.012131690204406,0,0.0481393035362073,0,0,0.251636919377522,0,0,0,0,0,0,0,0,0,0,0,0.0200367982588413,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0343564258917956,0,0,0.160982304449774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139618615340175,0,0,0,0,0,0,0,0,0,0,0,0,0.0581490677166682,0,0.0442431828946032,0,0.0269789106399777,0,0,0.0615432738747344,-0.0127765615510714,0,0,0,0,0,0,-0.014174825071926,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0813653572390692,0,0,0,0,0.151756591834199,0,0.322501898316454,0,0.062775488920883,0,0,0.0295810309595629,0,0.0897650580905195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0905597074899742,0,0,0,0,0,0.119842445006918,0,0,0,0.0547483446935701,0,0,0,0.0224966462882768,0,0,0,0,0,0,0,0,0,0,0.0925709383825748,0,0,0,0,0,0,0,0,0,0.00967876936338217,0,0,0,0,0,0,0,0,0,0,-0.0886308193414225,0.0818768161613206,0,0,0,0,0,0
X000596.SZ,0,0.292236250964999,0,0.16716365006377,0,0,0.323156745155527,0,0,0.0124310184557494,0,0.0471572652186601,0,0,0,0,0,-0.0208495638947456,3.46944695195361e-18,0,0.090241952780828,0,0,0,0,0,0,0,0,0.0730979284063386,0,0,0,-0.0684122536031978,0,0.0588521167178398,0,0,0,0,0,0,0,0,0,0.0834969344406415,0,0,0,0,0,-0.00684307583460441,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321526757665001,0,0,0.106469300212886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195126512584667,0.140443694729595,0,0,0.0898053977867812,0.0433121444267261,0,0,0,0,0.0194652513185232,0,0,0,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138249945159424,0,0,0,0,0,0,0,0,0,0,0.0169159501642511,0,0,0.0488006082583602,0,0,0,0.044759669332059,0,0,0,0.161726707153808,0,0,0,0,0,0,0,0,0,0,0.032089549350784,0,0,0,0,-0.0209335850815132,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0.139155419460778,0.074260009085279,0.117390082551987,0,0,0,0.0237273390193304,0,0,0.117275044586549,0,0.0165584163202958,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100785720540082,0,0,0,0,0,0,0,0,0,0,0.0811603172660027,0,0,0,0,0,0,0,0,-0.0191126854646258,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0.320251333503,0,0.12036581191562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321943958454321,0,0,0,0,0,0,0,0,0,0.0873473146885269,0,0,-0.021829591062692,0,0,0.287350415238247,0,0,0,0,0,0,0,0.127017648593059,0,0,-0.0112031454542187,0,0.0196136667104747,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0.0338784803779198,0,0.0174205359198471,0,0,0,0,0,0.0446740262043532,0,0,0,0,0,0.120973655421269,0,0,0,0,0,0.0207729387738714,0,0,0,0,0.117110791770567,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161368551070856,0,0,0,0,0,0,0,0,0,0
X600372.SH,0,0,0,0.0718746025394727,0,0,0.0510489042474455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504143415876664,0,0,0,0,0,0,0,0,0,0,0,-0.0248963887869284,0,0.0400321202193275,0,0,0.176250964936144,0,0,0,0,0,0,0,0.205792900321379,0,0,0.111104350412767,-0.113298245824027,0,0,0,0,0,0
X002463.SZ,0,0,0,-0.215521647503757,0,0,-0.612230891866446,-0.0140491264369044,0,0.232381913928681,0,0,0,0,0,0,0,0.0752498078277303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208108701628514,0.317289220934334,0,0.354280239456284,-0.17488297767072,0,0.280018282191429,0,0,0.15397041417301,0,0,0.0740849108981419,0,0,0,0,0.043090459129951,0,0.445607356773232,0,-0.0475112691189523,0,-0.0327312696777766,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0.0158477617206472,0,0.163727889304802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158095565465723,0,0.0494536431445512,0,0.333649111236958,0,0,0,0.154661825297883,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05817028717641,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0.0860953960239783,0,0,0,0,0,0.0784600566798637,0,0,0,0.0382422043298107,0,0,0.0559266828758612,0,0,0,0,0,0.0502110997189116,0,0,0,0.0438838859227912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290088489698025,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.0801370212586166,0,0,0,0,0.0348424709762361,0,0,0,0,0,0.0963920551361976,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102392129398417,0,0.174227493132604,0,0,0,0,0,0,0,0,0,0.332019031785058,0,0,0,0,0.012609796325557,0,0,0.00725167700105603,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0.242178601513138,0,0.238085447464838,0,0.19316342015262,0,0,0,0,0,0,0,0,-0.0277834258066858,0,0.0353116172035152,0,0,0,0,0,0,-0.0526029032888025,0,0.198054409497298,0,0,0,0,0,0,0.0958475072820054,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.035049575823999,-0.181763820742699,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492290230916783,0,0,0,0.567696424352746,0.0352413594677635,0,0,0,0,0,0.256685397674604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782863569484661,0,0,-0.0267046885906411,-0.0192161799736658,0,0,0,0,0,0
