,X600519.SH,X000858.SZ,X600104.SH,X000651.SZ,X002415.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000725.SZ,X600690.SH,X000338.SZ,X600031.SH,X002475.SZ,X000568.SZ,X600741.SH,X601877.SH,X600703.SH,X000100.SZ,X000596.SZ,X600271.SH,X600809.SH,X002236.SZ,X000661.SZ,X000625.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X300142.SZ,X000157.SZ,X600487.SH,X002007.SZ,X002456.SZ,X600498.SH,X002506.SZ,X600776.SH,X000977.SZ,X600066.SH,X000050.SZ,X600867.SH,X600177.SH,X002241.SZ,X002179.SZ,X600522.SH,X600089.SH,X002508.SZ,X300146.SZ,X600118.SH,X600566.SH,X002371.SZ,X300136.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.233273407211161,0,0,0,0.0368262103789407,0,0,0,0,0,0,0,0,0,0,-0.0084793682374337,0,0.0435574700183843,0,0.0458447345369237,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183645355427869,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148094297572768,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.284313575936359,0,0,0.114683338057882,0.0355193541610092,0,0,0,0,0,0,0,0.194238646179153,0,0.1920058760499,0.039795349334582,0,0,0,0,0.0899015321579272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496195970474254,0,0,0,0,0,0,-0.0143457817576327,0.0169675266200577,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0315544180387158,0.0149868083269397,0,0.222402686958954,0.039582641803858,0,0,0,0,0,0,0,0,0.0976395860396817,0,0,0,0,0,0,0,0,0,0,0,0.0764897962128215,0.0291677269274929,0,0,0,0,0,0,0,0,0,0,0,0,0.0380589071889841,0,-0.00483047524922104,0,0,0,0,0,0,0
X000651.SZ,0,0.312269321809894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026082961461362,0,0,0,0,0,0,0,0,0,0,0,0,0.0115388106634477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629711441295096,0,-0.0136517445427012,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0370304244829975,0,0,0.0234328421399099,0,0,0.0732043897279475,0,0,0,0,0,0,0.320863132264996,0,0.0166973183338411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254948176004075,0,0,0,0.0529654381831767,1.15372664513985e-05,0,0,0,0,0,-0.0220325476312433,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.139807265504272,0,0,0,0,0,0,0,0,0,0.0622413274878051,0,0,0,0,0,0.0909294343958444,0,0.0836362664296016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654525747845385,0.131834521557013,0,0,0,0,0,0.0129581030812021,0,0,0,0,0,0,0
X002304.SZ,0,0.0227524523438556,0,0.0174307969307664,0,0,0,0,0,0,0,0.0711103919724307,0.0652551485178423,0.288504155967179,0,0,0,0,0.201568132513689,0,0.153810035535735,0,0,0,0,0,0,0.0425829487878554,0,0,0,0,0,0,0,0,0,0,0.00816152159199918,0,0,0,0,0,0,0.00391638877445101,0,0,0.00705718793738519,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0690351735991656,0,0,0,0,0,0,0,0,0.00193680754441538,0,0,0,0,0,0,0,0.11604780268208,0,0,0,0,0,0,0.0856303505832414,0,0,0.0607219730785198,0,0,0,0,0,0.266607103004295,0,0,0,0,0,0,0,0.055656400035835,0,0,0,0,0,0,-0.00507028204787559,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0535849112785253,0,0,0,0,0.160152196050055,0,0,0,0.00614868838429029,0.142602387632344,0,0.102489922535102,0,0,0,0,0,0,0,0,0,0,0,0.0240670861230822,0,0,0,0,0,0.0317728739666118,0.0765256710056702,0,0,0,0,0,0,0,0,0,0,0,0,-0.0419678074064945,0,0,0,0,0,0,0
X600690.SH,0,0.246935610336561,0.0139385241877221,0,0,0,0,0,0,0,0,0,0,0,0.101035701851057,0,0,0,0,0,0,0,0,0.10064480050991,0,0,0,0,0,0,0,0.0458114912321304,0,0,0,0,0,0,0,0,0,0,0,0,0.341354529119808,0,0,0,0,0,0,-0.00467407498069347,-0.0271604346126632,0,0,0,0,0,0
