,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X000063.SZ,X002304.SZ,X000858.SZ,X600276.SH,X600690.SH,X600031.SH,X000100.SZ,X600372.SH,X000338.SZ,X000157.SZ,X600089.SH,X600118.SH,X600741.SH,X600271.SH,X002129.SZ,X600703.SH,X002241.SZ,X600177.SH,X600582.SH,X600066.SH,X002236.SZ,X601877.SH,X000800.SZ,X002292.SZ,X000581.SZ,X600839.SH,X000568.SZ,X000550.SZ,X000623.SZ,X600060.SH,X002475.SZ,X000977.SZ,X000559.SZ,X300124.SZ,X002294.SZ,X600252.SH,X002456.SZ,X002007.SZ,X000869.SZ,X000050.SZ,X600867.SH,X300146.SZ,X002465.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.0887435227097383,0.125494635589329,0,0,0.137668525250481,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0855704762893008,0,0,0,0,0,0,0,0,0,0.0868510551121888,0,0,0,0,0,0.0423264558948655,0,0.00749920301801291,-0.0110739619756832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01453799273919,0,0,0,0,0,0
X600519.SH,0,0,0,0.0820409651110758,0,0,0,0.0923827347770976,0,0,0,0,0,0.186638138164569,0.112858899444489,0,0,0,0,0,0,0,0,0,0,0,-0.0398428462272818,0,0,0,0.00341507956178506,0,0.00415344484594709,0,0.00609390270308612,0,0,0,0,0,0,0,0,0,0,0,0,-0.133044075635101,0,0,0,0,0.021376986460489,0,0,0,0,0,0
X000651.SZ,0,0.0622675913906141,0,0,0,0,0.0637628158719452,3.46944695195361e-18,0,0,0.0793964947481208,0,0,0,0.155353076160925,0,0,0,0,0,0.0348533589916917,0,0,0,0,0,0,0.0623002150313925,0,0,0,0,0,0,0.0786366863315197,4.33680868994202e-19,0,0,-0.0166108080853879,0,0,0,0,0,0,0,0,0,0,0,0,0.00110183173676156,-0.0215991413123102,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939223906749569,0,0.107485549480101,0,0.0217513436795886,0,0,0,0,0,0,0,0,0,0.0714310094296821,0,0.0746273243530114,0.125974455567887,0,0,0,0,0,0,0,0.103879694147865,0.135244384830963,0,0,0,0.0966402566280376,0,0.0365369698522443,0.128827673390398,0.0326884222307583,0,-0.0275330030276636,0,0,0,0,0,0,0
X002415.SZ,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0942361666388026,0,0.124731716337341,0.0079751987531868,0,0,0,0,0,0,0.0152636059201952,0,0.14446610110155,0.0185818705805269,0,0,0,0,0,0.147332245523658,0.0804529427230669,0,0,0.0291060321273007,0,0,0,0,0.0129761156688303,0,0,0,0,0,0,0,0,0,-0.0318725995100468,0,0,0,0,0,0
X000625.SZ,0,0,0.0451859793745916,0,0.248742983156242,0,0,0,0,0,0,0,0,0,0.0956151495340276,0,0,0,0.0310416656285566,-0.161544289079927,0,-0.0394338185558564,0,0,-0.0820084463674578,0,0,0.0826076483249764,0,0,0,0,0,0,0,0,0,-0.05193699746851,0,0,0,0,0,0,0,0.00701843153807706,0,-0.0152206290588185,0,0,0,0.0178740224000217,0.00353597348991167,0,0,0,0,0,0
X000063.SZ,0.0201075035371826,0,0.0180238653222572,0,0,0,0,0,0,0,0,0.0931557749081494,0.0925949838948888,0,0,0,0.126871840693751,0,0,0,0.00844350128714383,0,0,0.0184332576787841,0,0,0.026775102351588,0,0,0,0,0,0,0,0.0901437778229446,0.036421398703485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467336898330842,0,0,-0.0173040894933374,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.164370318948635,0,0.212268683620104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142634121036351,0,0.0628716047373231,0.0549135704386101,0.0960542751550439,-0.0452152547118944,0,0,0,0.126778900385538,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.0617998172212368,0,0.228769957549774,0,0,0,0,0,0,0,0.00317656502313069,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0466802097317468,0,0,0,0.0895695307935096,0,0,0.00779554138162545,0,0,0,0.0502190804880219,0,0,0,0,0,0,0,0,0.0977617864448856,0,0,0,0,0,0,0,0.160427504396614,0.0700967516561988,0,0.0949806411414021,0,0,-0.00883909287673822,0,0,0,0,0,0,0,0.0397683331928602,0,0,0,0,0,2.16840434497101e-19,0.00790435815993071,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0974320071670793,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222431324364838,0,0,0.017861595215556,0.0305220165113076,0,0,0.0887191819820717,0,0,0,0,0,0,0,0,0.007561146227252,0,0,0.0443533007556651,0,0,0,0.029969127310352,0,0,0,0,0,0,0.0157673474286779,0,0,0,0,0,0,0
