,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X000725.SZ,X002371.SZ,X002129.SZ,X600031.SH,X003816.SZ,X300124.SZ,X300014.SZ,X002049.SZ,X002241.SZ,X000338.SZ,X000063.SZ,X600703.SH,X002179.SZ,X000596.SZ,X601877.SH,X000625.SZ,X600460.SH,X600089.SH,X300142.SZ,X000661.SZ,X000100.SZ,X600741.SH,X600522.SH,X600702.SH,X000157.SZ,X002180.SZ,X600884.SH,X002074.SZ,X000733.SZ,X000799.SZ,X002236.SZ,X600584.SH,X002008.SZ,X600779.SH,X600563.SH,X002007.SZ,X002414.SZ,X000977.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.342615238813726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191742105585651,0,0,0,0,0,0,0,0,0,0.00482687543518069,0,0,0,0,0,0,0,0,0,0.116333238878156,0,0,0,0.00930970619724442,0,0,-0.0141329990796491,-8.67361737988404e-19,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.185355068663035,0.0627717865923236,0,0,0.0282345792880181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32293740009037e-05,0,0,0,0,0,0,0,0,0,0.119671084612619,0,0.0505915045988837,0,0,0,0.140049261267807,0.0153914743520945,0,8.67361737988404e-19,0,0,0,0,0,0,0,-0.0348207036694895,0.0410617711274189,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0794823560026459,0,0.130824598854899,0,0,0,0,0,0,0,0,0.141699075742038,0.0184547049531417,0,0,0,0,0,0,0,0,0,0,0,-0.0421062461819112,0.0224769102931729,0,0,0,0,0,0.0150138700303881,0,0,0,0,0,0,0,0,0,0,0,0.236864952399288,0,0,0,0.00556039492112573,0,0,0,0.0064053145364244,0,0
X600809.SH,0,0,0,0,0.262618603807223,0,0,0.134014671348142,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.108168583010165,0,0,0,0,0,0,0,0,-0.163428650702848,0,0,0,0,0.160984318739142,0,0,0,0,0,0.0438183196727232,0,0,0,0,0,0,0,0,0,0,0.00862143353351333,0,0,0,0,0,0,0
X000568.SZ,0.113176634391112,0.201947194765728,0,0.0452798595272218,0,0.0110575902151004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216288799693571,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.12851447230932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267339139683973,0.0279043694428819,0,0,0,0.071161612797729,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.319090245131458,0,0,0,0,0,0,0.239808929190973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00371403358341722,-0.0389276238994407,0,0,0,0,0,0
X600276.SH,0.0782346851403866,0,0,0,0,0,0,0,0.189463542256794,0,0,0,0,0,0,0,0,0,0,0,0,0.264372196990979,0,0,0,0,0,0,0,0.000336873370647304,0,0,0,0,0,0,0.0213319257279281,0,0,0,0.0958927232610771,0,0,0,0,0,0,0,0,0,0,0,-0.0379511394174466,0,0,0,-0.0464022840951912,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0627765762433481,0,0,0,0,0,0,0.16576338209658,0,0,0,0,0,0,0,0,0,0.0524933600877014,0,0,0,0,0,0.136527554411887,0,0,0,0.086033109742118,0,0,0,0,0,0,-0.0145121663614577,0.0302469932096256,0,0,0,0.00971864856338704,0,0
X600690.SH,0,0,0,0,0,0,0.196779688357947,0,0,0,0,0,0,0,0,0,0,0,0,0.0613878103699294,0,0.0639229078849764,0,0,0.00192119835900588,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.122564320615722,0,0,0,0.0709994881819479,0,0.133800837278943,0,0,0,0.00758586507262888,0,0,0,0,0,0,-0.00475188650245839,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.0688554131588794,0,0,0,0.0994813640779533,0,0,0,0,0.0665854079268648,0,0,0,0,0,0.116377763462284,0,0,1.0842021724855e-19,0,0.167114000137099,0,0,0,0,0,0,0,0.0325141525611816,0,0,0,0,0,0,0,0,0,0,0,0,0.00303646699911777,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.00698350425870006,0,0,0.0584715200676302,0,0,0,0,0,0,0.139825636917734,0,0.0887871001355897,0,0,0,0,0,0,0,0,0,0,0,0,0.00175383720262676,0,0.211339752407432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00951615704195748,0.00235336392276231,0,0,0,8.67361737988404e-19,-0.0202311158789354,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.00701330281622348,0,0,0,0,0,0,0,0,0,0,0,0.106403723514243,0,0,0,0,0,0.192779437430628,0,0,0,0,0.136377241010628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00683089056699435,0,0,0,-0.038037590048852,0.0422897093430181,0,0,0,0.023568935010374,0,0
X002371.SZ,0,0,0,0,0.164678110614493,0,0,0,0,0,0,0,0,0,0,0,0,0.0160851876677639,0,0,0,0,0,0,0,0.204028812360491,0,0.382257861957161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148956439913239,0,0,0,0,0.236965841314011,0,-0.00780062751033778,0,0,0,0,0,0
