,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X000651.SZ,X002415.SZ,X600104.SH,X000063.SZ,X002304.SZ,X600031.SH,X000725.SZ,X000661.SZ,X000568.SZ,X003816.SZ,X600809.SH,X000338.SZ,X600690.SH,X600703.SH,X002241.SZ,X002371.SZ,X300014.SZ,X002007.SZ,X000100.SZ,X000596.SZ,X300142.SZ,X300003.SZ,X600741.SH,X600183.SH,X002129.SZ,X300124.SZ,X002236.SZ,X000625.SZ,X002049.SZ,X000157.SZ,X000800.SZ,X601877.SH,X000977.SZ,X600584.SH,X002456.SZ,X300136.SZ,X002414.SZ,X002463.SZ,X002179.SZ,X000066.SZ,X002185.SZ,X002008.SZ,X600118.SH,X002223.SZ,X002180.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.210883453594816,0.133385578017951,0,0,0,0,0,0.106858287503068,0,0,0,0,0,0,0,0,0,0.0116942690418633,0,0,0,0,0,0,0,0,0,0,0,0.027550777945505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023234596383829,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0670386069441611,0,0,0,0.25926106027882,0,0.192585001351608,0,0,0.000900904040097414,0.0380718273555894,0,0,0,0,0,0.0971505315585926,0,0,0,0,0.0425505444162978,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878430763649697,0,0,0,0,0,0,0,-0.00261441215385433,0.0044359712585469,0,0,0,0,0,0
X600276.SH,0,0.0823353508347707,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.394794466774784,0,0,0.0416705076744589,0,0,0,0,0,0,0,0,0,0.122671838225172,0,0,0.215914476601706,0,0,0,0,0.0189411719809127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111544333663748,0.00171478798840514,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229970635963749,0.277991274093134,0,0,0,0,0,0,0,0,0,0,0,0,-0.0160322401587445,0,0,-0.0160002278654033,0,0,0,0,0.136732393240508,0,0,0,0,0.118687370164043,0,0,0,0,0,0,-0.0139459049170592,-0.00139880413037617,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0656413544463911,0,0.0687338417916274,0,0,0.0533248623693592,0,0,0,0.236065262831803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467557121398636,0,0,0,0,0,0,0,0,0,0,0,0,0.0191208452599166,0,0,0,0,0.0117937556773418,0.00475758548954457,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0611023299855273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151399315297104,0,0.172716760061718,0,0,0,0.079394492494424,0,0,0,0,0,0,0,0,0,0,0,0,0.212520629947685,0,0.00551185218080815,-0.0154917970481458,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0866318223672131,0,0,0,0,0,0.326157526757973,0.0109735796909096,0,0,0,0,0,0,0,0.080808754074813,0,0,0,-0.023512478439108,0,0,0,0,0,-0.0631575255337902,0.000285051310845433,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0854896146032352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221706948346057,0,0,0,0,0,0,0,0,0.0242536799845117,0,0.0914092569581245,0,0.0211168596145852,0.0637868618588203,0.156340148723202,-0.0382495641044146,0.0211899304016947,-0.0399684174354867,0,0,0,0,0,0
X002304.SZ,0,0.139173348899284,0.0413402709958543,0,0,0,0,0,0,0,0,0,0.410107022463684,0,0,0.174711895907953,0,0,0,0,0,0,0,0,0,0,0.0525645521247328,0,0,0,0,0,0,0,0,0,0,-0.00518832833423323,0,0,0,0,0,0,0,0,0,0,0,-0.0748907701940812,-0.0355645442878337,-0.00879687803179368,0.01077055979846,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.132328285797259,0,0,0,0.0165849685946773,0,0,0,0.057449293653522,0,0,0.226829675885129,0,0,0,0,0.0851117417548938,0,0,0,0,0.0805253230009429,0,0,0,0,0,0,0.0197074109390993,0.119829306070157,0,0,0,-0.0819101355964452,0,0,0,0,0,0,0,0.158260536384791,0,0,0,0,0,-0.0127392870165189,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127108985783839,0,0,0,0,0,-0.0400216984130134,0.380895094040671,0,0,0,0.0751858908854302,0,0,0,0.0440803876050343,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.000263889227616061,0,0,0,0,0,0,0.00169827599513277,0.00981497645645928,0,0,0,0,0,0
X000661.SZ,0,0,0.0346372514891252,0,0,0,0,0,0,0,-0.108526860046908,0,0,0,0,-0.0648417138981793,0,0,0,0.135240522599761,0,0.0426342419378523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0674233841658349,0,0,0.244035634284869,0,0,0.0141428805158479,0,0,0,0,0,0,0.0320886387055806,0.0102329971017396,-0.0194210978226025,0,0,0,0,0,0
X000568.SZ,0,0.698627383130911,0,0,0,0,0,0,0,0,0,0,0,0,0.0602404591440641,0,0,4.33680868994202e-19,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.0351388000275248,0,0,0,0.0312770931970728,0,0,0,0,0,0,0,0,0,0,0,0,-0.0349666282885491,0,0,0.0300227693891842,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,-0.0671021535067625,0,0,0,0,0,0,0.0101870374633467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691996569922067,0,0,0,0,0,0,0,0,0,0,-0.00319018251548083,0,0,0,0,0,0.0251306034258533,0,0.0736899907342711,0,0,0,0,0,0.00185362299101437,0,0,0,0,0,0,0
X600809.SH,0,0.395384547250267,0,0,0,0,0,0,0,0,0,0,0.130079382091704,0,0,0,-0.0307234485343863,0,0.0120163692003603,0,0,0,0,0.0646551854521161,3.46944695195361e-18,0,0,0,0,0.0326643552589594,0,0,0,0,-0.18478631475109,0,0,-0.122601016847211,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00760349487229961,-0.00922665073700504,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0673040773092879,0,0.0821635191018135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011463963914489,0.203833567603605,0,0,0,0,0.0753978928126744,0,0,0,0,0.0351730843686591,0,0.0209289329672504,0.0272472768491337,0.0308153725267967,0,0,0,-0.00603162228193429,0.0217225774879439,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.226660780519704,0,0,0,0.206030882662806,0,0,0,0,0,0,0,0,0,0,0,0.0369869643074851,0,0,0,0,0,0,0.0781916272427157,0,0,0,-0.095364309408406,0,0,0,0,0,0,-0.0641019729883918,0,0,0,0,0.0177435920988514,0,0,0,0,0,0,0,-0.000150350465712235,0.0144747615841093,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187560759284384,0.332082829385074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122160875057046,0,0,0,0,0,0.136104573124003,0,0,0,0,0,0,0,0.0148781034406776,0,0,0,0,0,0
X002241.SZ,0,0,0,0.281092420153157,0,0,0,0,0,0,0,0,-0.019688560544654,0,0,0,0,0.246559717669207,0,0,0.0645609462795606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142281239004182,0,0,0,0,0,0.0899074205654936,0,0,0,0,0,0,-0.018884415963866,0.00361612916387192,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0.121709117242879,0,0,0,0,0,0,0,0,0.0491912149769994,0.0211453980322305,0,0,0,0,0,0,0,0,0.019944955168553,0,0,0,0,0,0,0.418426011540684,0.387573180548582,0.0454062754699948,0,0,0,0,0,0,0,0,0,0,-0.0884729672075388,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0.270958830176854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0935329610650456,0,0,0,0,0,0,0,0.105409486623965,0.105801885759553,0,0,0,0.0374984975743827,0,0,0,0,0,0,0,0,0,0,0,0,0.0911862686925487,0,0,0.12884301095361,0,0,-0.00908045145966903,-0.0451404836638677,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,0.196714445074725,0,0,0,0,0,0,0,0,0,0,0,0,0.235387375017849,0,0,0,0,0,0,0,0,-0.213535745083701,0,0,0.0179772832647757,0,0,0,0,0,0,0,0,0,0,0.323885794995729,-0.115479792544978,0,0,-0.00289809435364201,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0.459550538442686,0,0,0,0,0,0,0,0.259438126298051,0,0.0375398593700069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0758008891787036,0,0,0,0,0,0,0.0243634648380249,-0.00245167293693726,0,0,0,0,0,0
X000596.SZ,0,0,0,0.0330295932743837,0,0,0,0,0.0245371997995786,0,0,0,0,0,0.347837159010747,0,0,0,0,0,0,0,0,0,0.041099853670461,0,0,0,-0.051433676654226,0,0,0,0,0,-0.0867085018655402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00339454079332382,0.00679581625013953,0,0,0,0,0,0
X300142.SZ,0,0,0.187950760815561,0,0,0,0,-0.092850940814083,0.306606792252289,0,0,0,0,0,0,0,0,0,0,0,0,0.0939736974444117,-0.169129247588928,0,0,0.133085541262321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147306029857134,0.146003349653568,0.108025830467985,0,0,0.0112492980524801,-0.0244282594289886,0,0,0,0,0,0
