,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000858.SZ,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X600703.SH,X600741.SH,X000568.SZ,X000338.SZ,X300003.SZ,X600271.SH,X601877.SH,X002008.SZ,X002456.SZ,X002236.SZ,X600487.SH,X300124.SZ,X600809.SH,X000596.SZ,X600867.SH,X000661.SZ,X000100.SZ,X600066.SH,X300136.SZ,X000625.SZ,X000977.SZ,X300142.SZ,X600566.SH,X002179.SZ,X600498.SH,X002007.SZ,X002294.SZ,X000157.SZ,X002241.SZ,X002180.SZ,X600522.SH,X300146.SZ,X002049.SZ,X000869.SZ,X600177.SH,X600089.SH,X002371.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.344918626639017,0,0,0,0,0,0.0186553351073752,0,0,0,0,0,0.0993098080346118,0,0,0.0594938660519263,0,0.00343620590537212,0,0,0,0,0,0,0,0,0,0,0,0.0299626943876432,0,0,0,0,0,0,0.0842442587654743,0,0,0,0,0,0,0,0,0,0,0.00363053169576024,0.00201837069910841,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0683781062843009,0,0,0,0,8.67361737988404e-19,0,0,0,0.414507834482828,0,0.0684451183204123,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0703852154041901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478339319726977,0.00888167649478947,0.00784626826044903,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0792169406278533,0,0,0,0,0,-0.0265339431042426,0,0.117870478391396,0,0,0,0,0,0,0,0.170119290254386,0,0.2030810546181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100646084565101,0.0293499907125117,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201276084311365,0,0,0,0,0,0,0,0,0.0741681678541869,0,0.284736646862105,0,0,0,0,0,0,0.0206020395954701,0,0,0,0.210649893969942,0,0,0,0,0.0676939394750686,0,0,0,0,0,0,0,0.0164783761510929,0.0165245812361486,0,0,0,0,0,0
X000858.SZ,0.0611438375387039,0,0,0,0,0,0.28310471742207,0,0.0843890422973079,0,0,0,0,0,0.276186344664227,0,0,0,0.0123375606074014,0,0,0.0370701509124032,0,0,0,0.0102635962983643,0,0,0,0,0,0,0,0.0424459373315863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00805119737448493,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.118785682031376,0,0.00996665016573125,0,0.081556282975963,0,0,0.146338209774479,0,0,0,0.191239584809504,0,0,0,0,0,0.0469524160094702,0,0,0,0,0.0344315118304433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188985514492614,0.0234373656102812,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0727197302888371,0.463980499172302,0,0,0,0,-0.0561096319414228,0,0,0,0,0.386761419263725,0,0,0.0314723472059894,0.0377723169442815,0,0,0,0,0.045912518360259,0,0.0589211858930428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00216215413227195,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115698879917345,0,0,0.00825820998696325,0,0.0470310209000841,0,0,0,0,0,0,0.282174331479239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476474819190276,0,0.12919278554227,0,0,0,0,0,0,0.00295746901018874,0.0208094761577421,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0616685386764519,0.284730451831074,0,0,0,0,0.0146572364716686,0,0,0.173905654760171,0,0,0,0,0,0,0,0.104940914940336,0,0,0,0,0.112291367815563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112438719566861,0.0100112855708704,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0748463151710235,0,0,0,0,0,0,0,0,0,0,0.0162376579118553,0,0,0,0,0,0,0,0,0,0,0.0204767260346847,0,0,0.0483291715723382,-0.0622533525976263,0,0,0,0,0,0
