,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X000625.SZ,X000725.SZ,X003816.SZ,X000596.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X600703.SH,X002129.SZ,X002236.SZ,X600089.SH,X600372.SH,X002049.SZ,X002241.SZ,X000661.SZ,X600584.SH,X000157.SZ,X600741.SH,X601877.SH,X600522.SH,X000977.SZ,X600418.SH,X000800.SZ,X002074.SZ,X002007.SZ,X600183.SH,X601799.SH,X002463.SZ,X300142.SZ,X600702.SH,X002456.SZ,X002180.SZ,X002028.SZ,X000733.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0369920746646976,0,0.305160547764966,0,0,0.0382515085304712,0,0,0,0.0706741252905471,0,0,0,0,0,0,0,0,0,0.0506680632117376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218784321618626,0,0,0.00167390391302762,0,0,0,0,0,0.0359433273086436,0,0,0.089699491474532,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.122394887710738,0,0,0.14855339542996,0,0,0,0,0,0.114326625775023,0,0,0.0442157886935117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041027678089417,0.0101780636765105,0,0,0,0,0,0,0,0.182707789149026,0,0,0.110238025138939,0,0,-0.0115791358676153,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518282781414244,0,0,0,0,0,0,0,0.0857241791607825,0.154188681485844,0,0,0,0,0,0,0,0,0,0,0.0883758614837664,0.0322762525801604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195463976831245,0,0,0,0,0,0
X000568.SZ,0.283549334926606,0,0,0,0.0344863672244802,0.309431886060248,0,0,0,0,0,0,0,0,0,0.162958783673823,0,0,0,0,0,0,0,0,0,0.0128016740151376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122332529966634,0.0582717776871721,-0.0325712278479168,0,0,0,0,-0.0040165266333598,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0810559848865007,0,0,0,0,0,0.00419341583696686,0,0,0,0,0.169392031617529,2.16840434497101e-19,0,0,0,0,0.0432358591166013,0,-0.0963452974170976,0,0,0,0,0.245999235793224,0,0,0,0,0,-0.135360027993258,-0.114281093257839,0,0,0.134709384299859,0,0,0,0.0301380526304748,0,0.0155131878679118,0,0,0,0,-0.0240911321688927,0,0,0,0,0,0,0
X600809.SH,0.199866685267243,0,0,0.41933093277713,0,0,0.0174794304289609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458879018500786,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117893764737924,0,0,0,0,0,0.0253599226867566,0,0,0,0,0,0,-0.000631348221442388,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155895853794932,0,0,0,0.0740789856322734,0,0,0,0,0.0137943196414634,0,0,0,0.258294479746668,0,0,0,0,0,0,0,0.00308372535961554,0,0,0,0,0,0.17278227313278,0,0,0,0,0,0,0,-0.0514597129501602,0.102911440147842,0,0,0,0,0,0
X600690.SH,0.157249680054669,0,0,0.0345234362949083,0,0,0,0,0,0,0,0.0442048723968759,0,0,0,0,0,0,0.0855476099464055,0.0171871844928156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455905095155345,0.00110853159302759,0,0,0,0.0732566636003401,0,0,0,0,0,0,0,-0.00307952969581332,1.0842021724855e-19,0,0,0,0,0,0
X000651.SZ,0.0947961005312196,0,0,0,0,0,0.0152284878955436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654972662634592,0,0,0,-0.0597032833405993,0,0,0,0.101013829098594,0,0,0,0.00106963825494582,0,0,0,0,0,0.0687175117544801,0,0.0450752509756395,0,-0.0163770485013146,0,0,0,0,0,-0.0173296028263218,0,0,0,0,0,0
X002304.SZ,0,0,0,0.126470403615762,0,0.0524573759659741,0,0,0,0,0,0,0.221646792103045,0,0,0,0,0.0204033994177791,0,0.0355664166611752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0270129569931425,0.0377696600416035,0.108952812261086,-0.089510717002041,0,0,0,-0.00431026486719378,0,0,0,0,0,0,0,0
