,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X002304.SZ,X000651.SZ,X300124.SZ,X600104.SH,X000063.SZ,X000725.SZ,X003816.SZ,X002371.SZ,X000625.SZ,X000596.SZ,X600031.SH,X300014.SZ,X002129.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002049.SZ,X000100.SZ,X600372.SH,X002236.SZ,X000977.SZ,X600741.SH,X002241.SZ,X601877.SH,X000157.SZ,X600584.SH,X000661.SZ,X600522.SH,X002180.SZ,X002074.SZ,X600702.SH,X000733.SZ,X300142.SZ,X600460.SH,X000800.SZ,X002463.SZ,X002007.SZ,X601799.SH,X000066.SZ,X002028.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.351059825609327,0.160048412753328,0,0.0011261498205264,0.00568760090038048,0,0,0,0,0,0,-0.0191227467838983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0482773435432262,0,0,0,0,0,0,-0.00132484136432758,0,0,0,0,0,0,0
X000858.SZ,0,0,0.546986226484533,0,0,0,0,0,0.176572442431165,0,0,0,0,0,0,0,0.0161147543417977,0,0.00995367028392332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234743027509914,0,0,0,0,0.0589185418771599,0,0,0,0,0,0,0,0.0286862530683071,0,0,0,0.00292805890892296,0,0,0,0,0,0,0
X000568.SZ,0.10411185132905,0.511945215388715,0,0,0,0,0,0,0,0,-0.0526719330860609,0,-0.0247730890146592,0,0,0,0,0.224793352604494,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.0288104518886859,0.00733634914154341,0,0,0,0,0,0,0,0,0,0.170848389979365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.243407243230325,0,0,0,0,0,0,0,0,0,0,0,-0.00448989131930489,0,0.0356073038813898,0,0,0,-0.0841423582104835,0.128522028251659,0,0.0576118628524697,0,0,0.29816544863918,-0.0189009071443786,0,0,0,0,0,0.012372653137576,-0.339613015879572,0.359043184370724,0,0.0217888183725641,0,0,0,0,-0.0912382016432285,0,0,0,0,0,0,0,-0.0376769480581674,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,-0.0757379949899425,0,0.151996483959884,0,0,0,-0.0356545259169957,0,0,0.0812894707719974,0,0,0.115119168820253,0,0,0,0,0.0402910146148541,0,0,0,0,0,0,0,0,0,0,0,0.0317113075370607,0,-0.0763522596740077,0,0.146405196790361,0,0,0,0,0,0,0,0,0,0,0,0.0941743187849438,0.075891691551983,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.162312563169686,0,0,0,0,0.118403027532551,0,0,0,0,0,-0.110811474763369,0.156797070290321,0,0,0,0,0,0,0,0,0,0,0.0143796301673815,0,0,0,0,0,0,0,0,-0.105280887584621,0,0,0,0,0,0,-0.0482534651464077,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0742469236018872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545548534059449,0,0,0.12293605407574,0,0,0.400022696996994,0,0,0.169024013920716,0,0,0,0,0.0197317527697349,0,0,0,0,0,0,0.0350917402199926,0,0,0,0,-0.0124015574367305,0,0,0,0,0,0,0
X600690.SH,0,0.108147370326737,0,0,0,0.00161713057276582,2.71050543121376e-20,0,0,0.152079838429103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100898262536283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,-0.00138034349406952,0,0.00553272106693393,0,0,0,0,0,0,0
X002304.SZ,0,0.103932157074167,0.367714910179539,0,0.03070058846432,0,0,0,0,0,0,0,0,0.043544060794326,0,0,0,0.0907225579509025,0,0,0,0,0,0,0,0,0,0,0.00351179418624526,0.00316341491697003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102683261768847,0.0137969432242397,0,0,0,0,0,0,0
X000651.SZ,0.112477002397709,0.119534448417776,0,-0.0962825206959293,0,0,0,0.308653900618721,0,0,0,0,0,0,0,0,0.066259567006506,0,0,0,0.0139792791352933,0,0,0,0,0,0,0,-0.00378085180891862,0,0,-0.0449759750257565,0,0,0,0,-0.0510880278821926,0,0,0,0,0,0,0,0,0,0,0,0,-0.0385167663340711,0,0.00251370331711541,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.0224063720319574,0.0345218976962599,-0.0437709619280667,0,0,0,0,0,0,0,0,0.204846305846534,0,0,0,0,0,0,-0.0375829072536705,0,0,0,0,0.139805053000552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201764529149218,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126214320473451,0,0.111950333929546,0,0,0.0375035609935173,0,0,0,0,0.020558117533875,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0621824279144978,0.0286725684103129,0.00758915169519947,0,0,0,0.00926324758134409,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0708308595884042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258993241350754,0,0,0,0,0,0,0,0,0.227229371864768,0,0,0,0,0.0571390503647821,0,0,0,0,0,0,0,0,0,0.110773195637087,0,-0.0623556025042315,0.150502503392991,0,0,0,-0.0326817479108984,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.0316625929371509,0.031046344876382,0,0,0,0,0,0,0,0,0,0.136489950755101,0,0,0,0,0,0,0,0,0,0.0616043289662202,0,0,0,0,0,0,0,0.0604405645178373,0,0.166958725749561,0,0,0.00455325887328142,0,0,0,0,0.0269001425821088,0,0.0131339857166654,0,0,0,0.0109840337060213,0.0150648688902396,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321283939731252,0,0,0.119241582058292,0,0,0,0,0,0,0,0.0582681000705118,0,0,0.100542407535316,0.0393585380056398,0.0136709014944906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239845228341414,0,-0.064575962184288,0,0,0,0.155756957914855,0.0105552907799193,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161201464047485,0.00750187683342341,-0.0943551816590488,0,0,0,0,0.348347263170417,0,0,0.185118736519103,0,0,0,0,0,0,0,0,0,0,-0.0369793594936727,0.213743744252604,0.176254879493082,0,0,0,-0.283421836384651,0,0,0,0,-0.0736894829308515,0.0468247330363489,0,0,0,0,0,0
X000625.SZ,0,0,0.0229181473291808,0,0,0,0,0,0,0,0,0,0.135393144679784,0,0,0,0,0,0,0,0,0.04420194025708,0,0,0,0,0,0,0.0348874978436678,0.138918159981859,0.0261361856947068,0,0,0,-0.0214046370178142,0.0232228591528428,0,0,0,0,0,0,0,0.20036232211568,0,0,0,0,0,0,-0.0182246074846674,-0.00358073437269795,0,0,0,0,0,0,0
X000596.SZ,0,0,0.222496058824135,0,0,0.0836821373609456,0,0,0,0,0.0170439389698733,0,0,0,0,0,0,0,0,0,0,0,0,-0.0269337067039181,0,0,0,0,0,0,0,0,0,0,0,0.0199292360847475,0,0,0,0.27342492911012,0,0,0,0,-0.0491695787812078,0,0,0,0,0,0,0.037980478712787,0,0,0,0,0,0,0
