,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X002475.SZ,X000568.SZ,X600276.SH,X600690.SH,X002304.SZ,X000651.SZ,X600104.SH,X000725.SZ,X300014.SZ,X600031.SH,X002241.SZ,X300124.SZ,X002371.SZ,X003816.SZ,X000063.SZ,X002129.SZ,X000338.SZ,X002049.SZ,X600703.SH,X000596.SZ,X601877.SH,X002179.SZ,X000625.SZ,X600741.SH,X000100.SZ,X300142.SZ,X600460.SH,X600089.SH,X000661.SZ,X002180.SZ,X002074.SZ,X600702.SH,X000157.SZ,X000733.SZ,X600884.SH,X002236.SZ,X600522.SH,X000799.SZ,X002008.SZ,X002414.SZ,X000977.SZ,X601799.SH,X600779.SH,X600584.SH,X002007.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.635772816364327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0124262793285695,0,0,0.082603151190716,0,0,0,0,0,0.00273744531765085,0,0,0,0,0.0225713003553965,0.0536655268593045,0,0,0,0,-0.0242260040450605,0,0,0,0,0,0,0,0,0,0,-0.0247655742434042,0,0,0,0,0,0,0
X000858.SZ,0.235306937461567,0,0,0,0.0293971826125514,0.150259955560781,0,0,0.0800011046336999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941216523091658,0,0,0,0,0,0,0,0,0,0,0,0,0.0765423936408115,0,0,0,0,-0.0221635212050898,0.0730106155322579,0,0,0,0,0,0,0,0,0,0.026783994427747,-0.0192143472168335,0,0,0,0.00438934660458525,0,0
X002415.SZ,0,0,0,0,0.115843824490394,0,0,1.73472347597681e-18,0.217252601872803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344399467976191,0,0,0,0,0,0,0,0,0,0,0,0,-0.0397013160081268,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,-0.0131303370352488,0,0
X600809.SH,0.00454469096601755,0,0,0,-0.056651796256007,0.184447057008386,0,0,0,0,0,0,0,0,-0.0460051515986104,0,0,0,0,0,0,0,0,0,0,-0.0287890902923181,0,0,0,0,0.00399624248500348,0,0,0,0,0.186671916327863,0,0,0,0.0942979200819104,0,0,0,0,0,0,0.112419839857472,0,0,0,0,0,0,0,0,0,0.0147355264444619,0,0
X002475.SZ,0,0,0.0631502600142255,0,0,0,0.0240543729975936,0,0,0,0,0,0,0,0.386774708576003,0.0295437680877995,0.024215480292878,0,0,0,0,0,0,0,0,0,0,0.0645209672796112,0,0,0,0,0,0,0,0,0,0,0,0,0.100576751026048,0,0,0,0,0,0,0,0,0,0,-0.000310519088296489,0,0,0,0,0,0,0
X000568.SZ,0.117159414212264,0.258812951897196,0,0,0,0,0,0,0,0.0769953407063578,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269020800039404,0,-0.0108410039476729,0,0,0,0,0,0,0.0806894069708422,0,0,0,0,0,0,0,-0.0914920437091621,0,0,0,0,0,0.160400642509405,0,0,0,0,0,0.0304037246534888,0,0,0,0,0,0
X600276.SH,0,0,0.0682632848130152,0,0.17971552438651,0,0,0.157906281502389,0,0,0,0,-0.128071997911671,0,0,0,-0.0028879731953809,0,0,0,0,0,0,0,0,-0.151857448904742,0,0,0,0.0960090316474603,0,-0.0377720546224671,0.105738337632942,0,-0.0426858983175481,0,0,0,0,0,0.0687312670458028,0,0,0,0,0,0,0,0,0,0,0,-0.0191037348335177,0,0,0,0,0,0
X600690.SH,0,0.0905331273191236,0,0,0,0,0,0,0.185558489199049,0,0,0,0,0.218117630357929,0,0,0,0,0,0.107893889834669,0,0,0,0,0,0,0,0,0,0.00327255593061431,0,0,0,-0.0292547624532364,0,0,0.0284762958604872,0,0,0,0,0.0569165333733139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.150707323891498,0,0,0,0,-0.0101415430876734,0,0,-0.00779521368306355,0.0739994376203877,0,0,0,0,0.0201930902762509,0,0.217780586091585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0913810140736205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0203047470884189,0,0
X000651.SZ,0,0,0,0,0,0.0891372607294426,0,0,0,0,0,0,-0.0210790066522577,0.189747011716187,0,0.171689083492549,0,0,0,0,0,0,0,0.0252160631041913,0,0,0,0,0,-0.0215380742164136,0,0,0,0,-0.0161297790863879,0,0,0,0,0,-0.0119940187788012,0,0,0,0,0,0,0,0,0,0,-0.00481633885224511,0,0,0,0,0.00799952672130467,0,0
