,X600519.SH,X600104.SH,X000858.SZ,X000651.SZ,X002415.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000338.SZ,X600031.SH,X000063.SZ,X600741.SH,X002475.SZ,X000568.SZ,X600703.SH,X300003.SZ,X601877.SH,X600271.SH,X300124.SZ,X600487.SH,X002008.SZ,X002236.SZ,X000596.SZ,X000661.SZ,X000100.SZ,X002007.SZ,X002179.SZ,X600809.SH,X600867.SH,X000625.SZ,X002456.SZ,X300142.SZ,X600566.SH,X600066.SH,X300146.SZ,X600498.SH,X000977.SZ,X000157.SZ,X002294.SZ,X600177.SH,X600089.SH,X002180.SZ,X002506.SZ,X002241.SZ,X600372.SH,X600522.SH,X000981.SZ,X600699.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.294503043458897,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.176446153293265,0,0,0,0,0,0,0.042979496204996,-1.73472347597681e-18,0,0,0,0.111773794424919,0,0,0,0,0,0,0,0.00603400808521846,0,0,0,0,0,0.0338937177939339,0,0,0,0,0,0,0,0,-0.00743745125634054,0,0,0,0,0,0,0
X600104.SH,0,0,0.348184569477212,0,0,0,0,0,0,0.140616976002173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476859391494205,0.0442511016201141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102764744846072,0,0.0170759646162811,-0.0089521501740937,0,0,0,0,0,0
X000858.SZ,0,0.128327647077463,0,0,0,0,0.0631530478010295,0,0,0,0,0,0,0,0.278188816388231,0,0,0,0,0,0,0,0.0416808207284982,0.186473130714527,0,0,0,0,0.10785638986405,0,0,0,0,0,0,0,0,0,0,0.041073212319258,0,0,0,0,0,0,0,0,0,0,0,-0.000164701091578896,0.000600771130650545,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282392692348225,0,0,0,0,0,0,0.0505064682059605,0,0,0,0,0,0,0.197422025409589,0.00164835178641328,0,0,0,0,0,0,0,0.00849430625845267,0,0,0,0,0,0,0,0,0,0,0,0.0547945062362394,0,0.00133990268313589,0.0115128431324664,0,0,0,0,0,0
X002415.SZ,0,0.191487158205279,0,0,0,0,0,0,0,0,0,0.0661460001951194,0,0,0,0,0,0,0,0,0,0.112986480068847,0.348860206001442,0.069116488029177,0,0,0,0,0.00595213127197172,0,0,0,0,0,0,0,0,0.0526165666570361,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00903150040816332,0.0299491112572144,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249244256139976,0,0,0.327106953674157,0,0,0,0,0,0.114063513156216,0,0.135184704428094,0,0.0807186949820243,0,0,0,0,0,0,0.010110050768795,0,0.168748452080352,0,0,0,0.117742910382816,0,0,0,0,0,0,0,0,0,0,0,0.0135972437197303,0.0242581249850613,0,0,0,0,0,0
X002304.SZ,0,0,0.444787168879679,0,0,0.0335123716330524,0,0,0,0,0,0.0566383202045319,0,0,0.349631352583418,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106279684845457,0,0,0,0,0,0,0.000871121484811087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00402615781804958,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149735311504955,0,0,0,0.140918069559848,0,0.0236126759092651,0,0,0.255652188396532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0768462250574969,0,0,0.157867653571237,0.294387044814133,0,0,0.0578632352157962,0,-0.0106664807083729,0.00262576893142747,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.254786042429092,0,0,0.105871934338302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105274406347817,0,4.33680868994202e-19,0,0,0,0,0.118684875754484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00113782029154325,-0.00718498616513089,0,0,0,0,0,0
X000338.SZ,0,0.221516946564095,0,0.0699243673061259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227402305970294,5.42101086242752e-20,0,0,0,0,0,0,0,0.0397076028096677,0,0,0,0,0,0,0,0,0.0590335685743363,0,0,0,0,0,-0.00387176222899282,0,0,0,0,0,0
