,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X003816.SZ,X002304.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600809.SH,X600703.SH,X002007.SZ,X300003.SZ,X600183.SH,X000596.SZ,X002371.SZ,X300142.SZ,X600741.SH,X300014.SZ,X000100.SZ,X002241.SZ,X000977.SZ,X300124.SZ,X601877.SH,X002236.SZ,X000157.SZ,X000800.SZ,X002463.SZ,X000625.SZ,X002129.SZ,X002179.SZ,X002456.SZ,X600498.SH,X600118.SH,X300136.SZ,X002414.SZ,X002223.SZ,X600584.SH,X600271.SH,X000066.SZ,X002049.SZ,X600522.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38191763765687,0,0,0,0,0,0,0,0,0,0,0,0.0537674702181847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314538813646024,0,0,0,0,0,0,0,0,0,0,0.0168461474980111,0.00873485896085719,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.152227388818718,0,0,0,0,0,0,0.465668873460533,0,0,0,0,0,0,0,0.125909333612144,0,0,0,-1.73472347597681e-18,0,0.0115186533357252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189071150445427,0.0135135523822624,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146957266239556,0,0,0,0,0,0,0,0,0.0423276922406385,0,0.000268573787287139,0.0513626116105629,0,0,0,0,0,0,0,0,0,0.0159403477949158,0,0.0489812236883308,0,0,0,0,0,0,0,0,0,0,0.0110584880779674,0.00231836650915768,0,0,0,0,0,0
X000651.SZ,0,0.30969827332211,0,0,0,0.0605250801702716,0.00403792838608473,0,0.0307883104491985,0,0,0,0.0335518351458383,0,0,0.148810378602156,0,0,0,0,0,0,0,0,0,0.0445213503808178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00476616737473327,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0623893448277694,0,0.0553058980869135,0,0,0,0,0,0.193905486094411,0.0642809138416479,0,0,0,0,0,0,0.0981205896717063,0,0,0,0.00657058637107709,0,0,0,0,0,0,0,0,0,0.00177925306314132,0,0,0,0,0,0,0,0,0.107419008370059,0,0,0,0,0,0,0.00923365111096545,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178497114130204,0.0741395682194454,0.274961801701578,0,0,0,0,0,0,0,0.0129669996791577,0,0,0.0158363471569354,0,0,0.0997842523534944,0,0,0,0,0,0,0,0,0,0.0401079813845068,1.0842021724855e-19,0,0,0,0,0,0
X600104.SH,0,0.129173395023687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513488955839863,0,0,0,0.00365361300893524,0,0,0.0146688318665887,0,0,0,0,0.0867421148406918,0,0.277929579391326,0.0651280570735186,0,0,0,0,0,0,0,0,0,0,0.017456614493168,0.0479430417242817,0,0,0.0268695255025024,0.0303799300173775,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0591638786832052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224290281485285,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0151486247441487,0.264974751447486,0,0,0,0.137195528615136,0.0092319449559982,0.13341997438303,0,0.0254973351387419,0,0,0,0,0,0,0,0.0122450739053187,0.0126989457008545,0,0,0,0,0,0
X600031.SH,0,0.04277063696334,0,0.0321529850119499,0,0.0223765464998325,0,0,0,0,0,0,0.0507782793442764,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0692073434268172,0,0,0,0,0,0,0.554627844508428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021338838477063,0.0217710244705721,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245316629831465,0,0,0,0.0636089643635084,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0178887209570688,0,0.0120015492391212,0,0.0287877910436013,0,0,0,0,0,0,0,0,0,0,0,0,0.144429303405637,0,0,0,0,0.00985780398894026,-0.00950650260366449,0,0,0,0,0,0
