,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000100.SZ,X600271.SH,X600031.SH,X600118.SH,X600372.SH,X000157.SZ,X000338.SZ,X600089.SH,X002241.SZ,X002475.SZ,X002292.SZ,X002236.SZ,X600741.SH,X600066.SH,X000559.SZ,X300124.SZ,X002129.SZ,X600582.SH,X600177.SH,X601877.SH,X300003.SZ,X600839.SH,X000016.SZ,X000568.SZ,X600435.SH,X002456.SZ,X002294.SZ,X002465.SZ,X000550.SZ,X002008.SZ,X000623.SZ,X002276.SZ,X000800.SZ,X000869.SZ,X000977.SZ,X600498.SH,X000581.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00489394421795184,0,0,0.0459679284645574,0,0.0955701069472467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111709843723789,0,0,0,0,0,0,0,0,0,0,0,0.00087492030221562,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.105935327162303,0,0.292105426351383,0,0.0618486030702346,0,0,0,0,0,0,0,0,0,0,0,0,0.0180078071804957,0,0,0,0.155293933292739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163380909342403,0,0,0,0,0,-0.00827096752804732,0,0.0755782553912974,0,0.00175891921414567,0.00294127609983073,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.164383257176258,0,0,0,0.168708683285559,0,0,0.0355903146779925,0,0,0,0,0,0,0,0.153653868682522,0,0,0,0,0,0,3.46944695195361e-18,0,0.0215043456745216,0,0,0,0,0,0,0,0,0,0,0.0593180590834101,0.018249139499741,0,0,0,-0.00398068495031529,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0359867764820801,0,0,0,0,0.0272014815761866,0,0,0,0,0.0877932067116512,0,0,0,0,0,0,0,0,0.0370242235681116,0,0,0,0.0379526049893415,0,0,6.93889390390723e-18,0,0.464365969810007,0,0,0,0,0,0,0,0,0,0,0,0.034975927818975,0,0,0,-0.0235406361721573,0,0,0,0,0,0,0
X002415.SZ,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0720831383763515,0,0,0,0,0,0.0150008835732052,0.178024560687706,0,0,0,0,0,0,0,0,0,0.0955908602545501,0,0,0,0.0717457130248042,0,0,0,0,0,0.0027509501804744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0144590732695151,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.117467125990746,0,0,0,0,0,0,0,0.090844417640189,0,0,0,0.214380192323694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482464622119759,0,0,0,0,0,0,0,0,0,0.0153144720313015,0,0,0,0,0,-0.0132320079526123,-0.011836462365458,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.152994604472754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00181873063424991,0.203055426359488,0,0,0,0,0,0,0,0,0.0279855754545175,0,0,0,0,0,0,0,0,0,0,0,0,0.143814831386395,0,-0.0112160519011322,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0360729960696375,0,0,0.156780522496681,0,0,0,0,0,0,0,0,0.119127371003209,0,0,0,0,0,0.0927128759849649,0,0,0.0709596369904975,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.00273927732002711,0.0321846821418776,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0.0767523349065154,0,0.036440277251312,0,0,0,0,0.122087667051776,0,0,0,0.0518267511772492,0,0.041713745408456,0,0,0,0,0,0.0121720389603093,0,0,0,0,0,0.145804454143455,0,0,0.00993155545011652,0,0.14227773495844,0,0,0,0,0,0,0.0260984787135796,0,0.0489146213508497,0,0,0,0,0,0,0.00682274653413874,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0455424878293184,0,0,0,0,0,0,0,0,0.101720629401517,0,0,0.0107114484194346,0,0,0.332555435744517,0,0,0,0,0.0417581025377146,0,0,0,0,0,0.119888341882699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0246205243612919,-0.0207655936194955,0,0,0,0,0,0
