,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600066.SH,X002241.SZ,X000568.SZ,X002475.SZ,X600031.SH,X002236.SZ,X000100.SZ,X600271.SH,X002456.SZ,X002085.SZ,X000338.SZ,X600118.SH,X600177.SH,X002292.SZ,X000157.SZ,X002180.SZ,X002007.SZ,X000559.SZ,X600372.SH,X600867.SH,X300003.SZ,X300124.SZ,X002074.SZ,X002506.SZ,X002294.SZ,X002426.SZ,X600498.SH,X601877.SH,X600089.SH,X600522.SH,X002465.SZ,X002508.SZ,X600566.SH,X000050.SZ,X000869.SZ,X000981.SZ,X300115.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0320364023992598,0.00589660995300822,0,0,0,0,0,0,0,0.0614515163965107,0,0,0,0.0773512269103257,0.177174461686163,0.0478665888743902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00356316836504517,0,0,0.0926926382054601,0,0,0,0,0,0,0.0598320093296151,0,0.02932326739117,0,0,0,0,0,0,0
X600104.SH,0,0,0.0406858877795654,0,0,0,0,0,0.3037201157765,0,0.0828268270778783,0,0,0,0.0174315027957311,0,0,0,0,0,0,0,-0.00362814336761974,0,0,0.179333670159274,0,0,0.0466577222555135,8.67361737988404e-19,0,0,0,0,0.0949588336899306,0,0,0,0,0.035141507537854,0,0,0,0,0,0,0,0,0.105681019121366,0,0,0.0318027998493289,-0.0723735381985036,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606177823471244,0,0.115931640487297,0,0,0.0263572628923525,0.0773768138861873,0,0,0,0,0,0,0,0,0.0116669592143293,0,0,0,0,0,0.485795577478083,0,0,0.0322036035690519,0.0306385736498407,0.00825682602322831,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0751555190503467,0,0.000830425533171229,0,0,0,0,0,0,0.0419075335173561,0,0,0,0,0,0,0,0,0,-0.0201451591391535,0.0435283308369113,0,0.0491480000185775,0,0,0,0,0,0,0,0.13008696695008,-0.115703636779117,0.083252468168211,-0.0461622855930657,-0.00888351496079001,0,0,0,0
X000858.SZ,0,0,0.0512673830458017,0,0,0,0,0,0,0,0.139360003678249,0,0,0,0,0.268497159563748,0,0,0,0,0,0,0,0.114794233634523,0,0,0,0,0,0.10460344256574,0,2.16840434497101e-19,0,0,0.000179412065322539,0.106339118558131,0,0,0,0.051761806751992,0,0,0,0,0,0,0,0.104904697620311,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041401768655891,0,0,0,0,0,0.0570210662830878,0,0,0,0,0,0,0.0773590289775709,0,0,-0.0953357081297426,0,0,0,0.0455527762747688,0,0.215432528958376,0,0.0181074087630037,0.0823247728092453,0,0,0,0,0.104144847114441,-0.109266932445898,0,0,0,0,-0.050764439873776,-0.0474373633363482,0,0,0,0,0,0
X002304.SZ,0.190084983418705,0,0,-0.0476655960477826,0,0,0,0,0,0,0,0,0,0,0,0.109857824642461,0,0,0,0,0,0,0,0,0,0,0,0,0.0382617041192069,0,0.0728824470317845,0,0,0,0,0,0,0,0,0,0,0,0.15401770000315,0,0,0,0,0.168233756845228,0,0.0134668744642633,0,0,0.0399505011234777,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629151558003073,0.10551658950324,0,0.129069788910699,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165480490352401,0,0,0,0,0,0,0,0,0,0.0482993177184707,0,-0.0630612058744492,-0.0226854638253004,0,0,0,0,0,0
X000625.SZ,0,0.0878666179286168,0,0,0,-0.0302520170594217,0,0,0,0,0,0.0894115950698972,0,0.0335400050610005,-0.019593298998598,0,0,0,0,0,0,0,0,0,0.11090370305943,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144367311991364,0,0,0,0.0491101482590287,0,0,0,0,0,0.0267489068274439,0.0304952972278202,0,0.0323256810575223,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0302409370205407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011504451585383,0.0732998752573601,0.0244818528014053,0,0,0,0,0,0,0.0503960396187951,0,0,0,0,0,0,0,0.124297753773593,0.203980123595502,0.0276044641327114,0,0,0,0,0,0.065627354440911,0.0729632578471461,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.142260873636183,0,0,0.140338385363396,0,0,0,0,0,0,0,0,0.0528968357564797,0.0150924578636331,0.115647433538242,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142873873651182,0,0,0,0,0,0,0,0,0,0.0319163811421614,0,0,0.13505754864326,0,0,0,0,0,0,-0.0354516930102071,0,0.0184852250482178,0.0439901736221424,0,0,0,0,0,0
X600741.SH,0,0.115695443886506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021089387704003,0,-0.083542471310348,0,0,0,0,0,0,0.343317892005494,0,0,0.0318269036104503,0,0,0.0845380604794792,0,0,0,0,0,0,0.00960890573109738,0.102370324521373,0,0,0,0,0,0.0251248684070561,0,0,0.0522177554590301,0,0,0,0.0199729299358145,0,0,0,0,0,0
X600703.SH,0,0,0,0.108466761927617,0,0,0,0,0,0,0,0,0,0,0,0.0408330406586797,0,0.203403985284178,0,0,0,0,-0.122326026364115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684468738286537,-0.0191768054824836,0,0.0730309863886852,0,0,0,0,0,0.00718084132586065,0,0,-0.0576141699075687,0,0,-0.000690187048212791,0.0398704559805826,0,0,0,0,0,0
X600066.SH,0,0,0,-0.0336629286382339,0,0,0,0,0,0,0,0,0,0,0,0.0696615727541031,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206185963690191,0,0,0,0,0.00280304591584944,8.67361737988404e-19,0,0,0.102623176509534,0.0697715236721302,0,0,0.0979973752728429,0,0.0989744227737646,0,0,0,-0.0124200238313728,0,0,0,0.0445465208285062,-0.0260686293722733,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.048028034489888,0,0,0,0.0359605272960119,0,0,0,0.151008358682801,0.0547657636371051,0,0,0,0,0,0,0,0,0.227479397724205,0,0,0,0.194537812514198,0,0,0,0,0.185785617199687,-0.0367147528635703,0,0,0,0,0,0,0,0,0,0,0,0.0492340737216579,0.236261228935259,0,0,0,0,0
X000568.SZ,0,0,0,0,0.48828631226944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0604157874455085,0,0,0,0,0,0,0,0,0,0.0868278807222762,0,0,0,0,0,0,0,-0.0931006277015888,0,0,0,0,0.0208122020538229,0,0,0,-0.030840520106929,0,0,0.0205570081327084,0.0165216642498523,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.204418867938093,0,0.10180088315274,0,0,0,0.140766014052351,0,0,0.0354115891466031,0,0,0,0.234897309755378,0,-0.0644442383496561,0.0038454419792507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174096627310295,0,0,0.0255761034335176,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157870385922873,0,0,0,0,0.060065520230199,0,0,0,0,0,0,0,0.0135166241342673,0.108436114400997,0,0,0,0,0,0,0,0,0.0786920900013209,0.0691277785572962,0,0,0,0,0,0,0,0,0,0,-0.0510973478507431,-0.0197043426726233,0,0,0,0,0,0
