,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X600690.SH,X000568.SZ,X000651.SZ,X003816.SZ,X002475.SZ,X600104.SH,X300124.SZ,X000725.SZ,X002304.SZ,X000338.SZ,X002371.SZ,X000625.SZ,X600031.SH,X000063.SZ,X000596.SZ,X000100.SZ,X600089.SH,X002179.SZ,X300014.SZ,X000157.SZ,X600703.SH,X002236.SZ,X600372.SH,X002241.SZ,X600741.SH,X000661.SZ,X002463.SZ,X002129.SZ,X000977.SZ,X002049.SZ,X002028.SZ,X600584.SH,X600522.SH,X601877.SH,X000921.SZ,X000800.SZ,X600066.SH,X601799.SH,X002223.SZ,X600183.SH,X002007.SZ,X600177.SH,X002074.SZ,X002156.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.290173672346907,8.67361737988404e-19,0,0.183546142189219,0,0,0.0504679870467193,0,0,0,0,0,0,0.0159925113287718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142649067984575,0,0,0,0,0,0,0,0,0.114955904975601,0,0,0,0,0.0894135745172551,0,0,0,-2.71050543121376e-20,-0.00157781661197296,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.511193100241856,0,0,0,-0.0300558947588201,0,0,0,0,0,-0.050351038539198,0,0.125891713979974,0,0,0,0,0.123463875825154,0,0,0,0,0,0,0,0,0.00528080991474273,0.0174666154061087,0,0,0,0,0,-0.00518695811901339,0,-0.0330033869309085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.0604034829316267,0,0,0,0,0,0,0,0,0,0.0349010440808625,0,0.0116568739438504,0,0,0,0,0,0,0,0,0.0771310623051611,0,0,0,0,0,0.170149872398477,0,0,0,0,0.0399065634197558,0.0105441743280588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0029811345195739,0,0,0,0,0,0,0
X600809.SH,0.127335021203307,0,0,0,0,0,0.436635112711831,0,0,0,0,0,0,0,0,0,-0.00296359469583343,0,0,0.314078988189695,0,0,0,0,0,0,0,0,-0.027233539854501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0401994541794905,0,0,-0.0508679301599249,0.0417654641045453,0.0802986455478264,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831029088222209,0,0.158449817672578,0,0,0,0,0,0.0430815548707817,0,0,0,0,0,0,0,0.186568299366365,0,0.0246294441769866,0.0252041473868836,0,0,0,0,0,0,0,0,0,0,0.0861518089857822,0,0,0,0,0.00203965455461062,0,-0.000777274240050656,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.326128970900558,0.035289817972252,0,0,0,0,0,0,0.14728973564616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136536949751883,0,0,0,0,0,0,0,0.092587768981496,0,-0.0191551063618075,0,0,-0.0693385285066823,0,0,0,0,0,0,-1.73472347597681e-18,0.00890012010915781,0,0,0,0,0,0
X000568.SZ,0,0.651834883850157,0,0.308274871573349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101608736124982,0,-0.071625245235534,0,0,0,0,0,0,0,0,0,0.0341907598338285,0.00341874709913582,0,0,0.0462787295455834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104601255264149,-4.33680868994202e-19,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0742518974452631,0,0,0,0,0,0,0,0,0,0,0.0795299109024598,0,0,0,0,0.0655705115051924,0,0,0,0,0,0,0,0,0,0.0680583859072183,-0.00622405773491387,-0.0278601276874875,0,0,-0.0895443028763969,-0.0248828134482206,0,0,0,0.191051792269663,0,0,0.0194711944988994,0,0,0,0,0,0,0,0,-0.0161818031490855,0,0.0288285848218252,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0.0939400879050953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220253531123746,0,-0.145089562953362,0.335035302771723,0,0,0,-0.0169708661607705,-0.199237459674588,-0.00266747559673929,0,0,0,0,0,0.0898092075892379,0,0,0,0,0,0.12634900767981,0,0,-0.0456065231890009,0,0,-0.0295293497137085,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0.0793627834460724,0,0,0,0,0,0,0,0,0,0.0754097860938566,0,0,0,0,0,0,0,0,0,0,0,0.552445585065966,0,0,0,0,-0.161252756255328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0584127205323212,0.0184100529468557,-0.114815949344522,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0962016934760813,0,0,0.0389248046047161,0,0.123801749843137,0,0,0,0.0224263233089674,0.0352038021711061,0,0.00611715938463807,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00115721147186916,0,0,0,0,0,0,0.0649371771777045,0,-0.0137046562594243,0,0,0.00717063447461529,0,0,0,0,0,0,0,0.0180058095809627,0,0,0,0,0,0
X300124.SZ,0,0,0,0.042260178889973,0,0,0,0,0,0.146293182710594,0,0,0,0,0,0.113656613346654,0,0,0,0,0,0,0.158856200205798,0,0,0,0,0,0,0,0.0184758021622075,0.0270150385530777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0411816818113122,0,0.00814608671305327,0,0,0.0097404860577472,0,0,0,0,0,0
X000725.SZ,0,0,0,0.105841215980376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442627797759509,0,0,0,0,0,0.0824392427655418,0,0,0,0,-0.0204898507837506,-0.039821964907959,0,0,0,0,0,0,-0.000820659811900763,0,0,0,0,0.0875374139082285,0,0,0,0,0,0,0,0.00818514149115318,0.0166927987834488,0,0,0,0,0
X002304.SZ,0,0,0.117438683813785,0,0,0,0.403807029528862,0,0,0,0,0.0369793701754855,0,0,0,0,0.0436105839233606,0.026243285479909,0,0,0,0,0,0.01520421384072,0,0,0,0,0.0200693483594112,0,0,0,0.0872668627580174,0,0.0170175452474767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00519356333722769,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0428338836158323,0,0,0,0,0,0,0,0.152352093225873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118868516393659,-0.0179841972093423,0,0,0,0.157208588050447,0,0,0,0,0,0,0,-0.0862937843156193,0,0.0617049760601933,0,0.0151125550625118,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274349801189335,0,0.334705033752238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292416669938267,0,0,0,0,0,0,0,0,0,0,0,0.183532568156388,0,0,0,0,0,0,-5.42101086242752e-20,0.0043260861335471,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430698379529247,0,0,0,0,0,0,0,0,0.239859866411014,0,0,0,0,0,0,0,0,0,-0.0541197461649836,0,0,0,0.174515351553266,0,0,0.0961190994675065,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,-0.0201206329899174,0,0,0,0,0,0
X600031.SH,0,0.0921732018043954,0,0,0,0,0.0232301009291127,0,0,0,0,0,0,0.129552132255824,0,0,0,0,0,0.00517278942620098,0,0,0,0,0,0,0,0,0.051061034538761,0,0,0,0.0466440468647876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203366753728429,0,-0.0072345357635774,0.0150592441992138,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761371391328664,0,0,0,0,0,0,0,0,0,0,0.0479133515663224,0,0,0,0,0,0,0.140483328240998,0.439132371058233,0,0,0.0242222073550085,0,0,0,0,0,0,0,0,0,0.0711513778094927,0,0,0,-0.00900302793688269,-0.010026329084414,0,0,0,0,0,0
X000596.SZ,0,0,0,0.42708538071131,0,0,0.212064507822778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172908222892002,0,0,0,0,0,0,0,0,0,0.0415260737225562,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088360830674946,0,0,0,0,0.0105051102467704,0,0.000552825002162792,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0.107584315385448,0,0,0,0,-0.00714996982896341,0.226825077666263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307850784603076,0,0,0,0,0,0.13577949190465,0,0.100632239142931,-0.00376593241890954,0,0,0,-0.00423021207768129,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0.00986292525097716,0,0,0,0,8.67361737988404e-19,0,0.147580116278627,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606571528378427,0,0,0.101170359519637,0,0.0362326601858278,0.197935814421974,0.12218727252401,0.032379062408581,0,0,0,0,0,0,0,0,0,0,0.00127896134430004,0,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493149038977946,0,0,0,0,0,0,0.0508056007693551,0,0,0,0.181284357358274,0.102703748785053,0,0,-0.0345161959752006,0,0,0,0,0,0.147582044626466,0,0,0,0,0,0.206742695354397,0,0,0,0,0,0,0,-0.0069792170220204,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0846892130207408,0,0,0.0141708321941496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258991324871983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189426283705124,0,0,0,-0.0212836834462723,0.0153122293807132,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0.0166250527389544,0,0,0,0,0,0,0,0,0,0.120199059334997,0,0,0,0,0,0,0.0379742021897634,0,0,0,0,0,0,0,0.0459979182290099,0,0,0,0,0,0.167134053796503,0,0,0,0,0,0,0,0,-0.106681630875059,0,0,0,0.00910806686394269,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0889670647645412,0,0,0,0,0.0197188195534043,0.150596367090728,0,0,0,0,0,0,0,0,0,0.212165830167701,0,0,0,0,0,0,0,-0.0195305412061668,0.00806972651535423,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246253780602628,0,0.16227655221866,0,0,0,0,0,0,0,0,0.0514378967202851,0.0230951396973357,0,0,0,0,0.274190227135454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115589744614265,0.0103230725761716,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133236535984646,0.12855330917347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.039338485370776,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0.370565701841158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692335180723861,0,0.0244082358132164,0,0,0.0470691027126864,0,0,0,0,0,0,0,0.131708665807759,0,0,0,0.0110226165040851,0,0,-0.0204561200321891,-0.00914028928205385,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0.0402495463929425,0,0,0.0147685100556125,0,0,0,0,0.0659472258135984,0,0.0293969479526214,0,0,0,0,0,0,0,0,0,0.0482612970256767,0,0,0,0,0.131433187019353,0,0,0,0,0,0,0.0213138169704177,0.0830704064088439,0,0,0,0,0,0,0,0,0,0,0.012838362536329,0.0821900196325918,0,0,0,0,0
X000661.SZ,0,0,0,0.170409788126348,0.359727636466517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172139955238475,0.0946283620127643,0.0601445332927052,0,0,0,0,0,0,0,0,-0.0618957097972915,0,0,0,0,0,0,0,0,-0.0369324031433655,0.0277917004492797,0,0,0,0,0,0
X002463.SZ,0,0,0,0,0,0,0,-0.013820540441171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534564030520367,0,0,0,0,0,0.266574974574212,0.0150089962675137,0,0.241884384692887,0,0,0,-0.175235931810978,0,0,0,0,0,0,0,0,0.379255747327936,0,0,-0.0170057583242098,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132590692365239,0,0,0,0,0,0,0.477028582447708,0,0,0,0,0,0,0,0,0,0,0.704909059873787,0,0,0,0,-0.0357357574679742,0,0.0919236654824546,0,0,0,0,0,0,0.0522975770853372,0,0,-0.0428685222929928,-0.00396139847508005,0.101926621348447,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394059897529031,0.507612647703955,0,0.0698788228770117,0,0,0,0.066220852428954,0,0.153299704524758,-0.107268454049582,0,0,0,0.20260050466916,0,0,0,0,0,0,0,0,-0.0348984967941585,0,0,0,0.0140227223385901,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00785695560094864,0,0.153490741573581,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329794633396404,0.0556274341709022,0,0,0.0430707557289466,0,0,0,0,0,0,0,0,0,0,0,0.047311206972968,0,0,-0.0102616944750729,0,0,0,0,0,0,0
X002028.SZ,0,0,0,0,0,0,0,0.0348679442498789,0,0,0,0,0,0,0.196543672898418,0,0,0,0,0,0,0,-0.0738581239579909,-0.0895966198708923,0,0,0,0,0.0671959356854493,0,0,-0.0656645618848072,-0.0165383892428318,0,0,0,0,0,0,0,0,0.175056114607394,0,0,0.193228077176829,0,0,0,0,0,-0.218207281497431,-0.0387070985549964,0.0277470818087957,0,0,0,0,0,0
X600584.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287961627217295,0,0,0,0.030588789722435,0.144365560026625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115003503647435,0,0,-0.0187504918180711,0,0,0,0,0,0,0
X600522.SH,0,0,0,0,0,0,0,0,0,-0.121281658321944,0,0,0,0,0,-0.0314538642875138,0.119262939926452,0,0,0,0.154205142937084,0,0,0,0,0,0,0.173579909601038,0,0,0,0,0.205533647884417,0.0883147461750883,0.183775623716139,0,0,0,0.0533180421284263,0,0,0,0,0,0,0,0,0,0,-0.0223561706300175,0,0.00432301826680461,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158352262075951,0,0,0,0.00734003422870318,0,0,0.0419748958702411,0,0,0,0,0,0,0.0249224752721816,0,0.341084258607682,0,0,0,0,0,0,0.0253768323056614,0,0,0,0,0,0.029190405839477,0,0,0,0,-0.00455753729591391,0,0,0,0,0,0
X000921.SZ,0,0,0,0,0,0,0,0.369544051882638,0,-0.0686475398814543,0,0,0,0,0,0,0.00104949519491599,0,0,0,0,0,0,0,0.442267663697459,0,-0.0595620221181357,0,0,0,0,0,0,0,0,0,0,0.0405525687615839,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0488475357596308,0,0,-0.0103020711536945,0,0,0,0,0,0,0
