,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X000063.SZ,X002371.SZ,X300124.SZ,X003816.SZ,X600104.SH,X000725.SZ,X000596.SZ,X300014.SZ,X600031.SH,X002129.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X002049.SZ,X000100.SZ,X002236.SZ,X600372.SH,X000661.SZ,X000977.SZ,X002241.SZ,X601877.SH,X600584.SH,X002180.SZ,X600741.SH,X000157.SZ,X600702.SH,X600522.SH,X002074.SZ,X000733.SZ,X300003.SZ,X300142.SZ,X600460.SH,X002007.SZ,X002294.SZ,X300146.SZ,X002156.SZ,X000800.SZ,X002028.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0757204966582196,0,0.0288759794107337,0,0,0,0,-0.00181640962984744,0.0419170544998554,0,0,0,0,0.0118221154795723,0,0,0,0,0,0,0,0,0,0,-0.0212026582973149,0,0,0,0,0,0,0,0,0,0.133661324033057,0,0,0,0,0,0,0,0,0,0.00310411116258456,0,0,0,8.67361737988404e-19,-0.0226523160154537,0,0,0,0,0,0
X000858.SZ,0,0,0,0.197427696910137,0,0.0742935519730422,0,0,0,0,0,0,0,0,0,0,0.0935288386677027,0,0.0764944447221003,0,0,0,0,0,0,0.000356177866943061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136030925743763,0,0,0.000546003461563,0,0,0,0,-0.000953370294616501,-0.0499322579485014,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113791883341858,0,0,0,0,0.0116098263560043,0,0,0,0,0.204779942617595,0,0,0,0,0,0,0.0639206378796162,0,0,0,0,0,0,0,0,0.0112333771966937,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0
X000568.SZ,0,0.454044269515947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167385083645673,0,0,0,0,0,-0.00051906156604391,0,0,0,0.216052233779762,-0.0563472257605738,0.0179186134961665,0,0,0,0,0,0,0,0,0,0,0,-0.0255224890741777,-0.029691397284441,0,0,0,0,0,0
X600276.SH,0,0,0.164177660986301,0,0,0,0,0.00418252706787632,-0.00207331101723877,0,0,0.0498744980172815,0,0,0,0,0,0,0,0,0.0323712580575862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234552221505413,0,-0.0178790748220605,0.210359640969141,0,0,0,0,0.0547539113081125,0,0.012505566114173,-0.0165138448129326,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.166257752542828,0,0,0.130157792498391,0.0228802378076621,0.0146415999395507,0,0,0,0,0,0,0,-0.228943323365724,0,0,0.114809048655418,0,0,0,0,0,0,0.0175352369241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0963572194535643,0,-0.0376923640843534,0,0,0,0,0,0,0
X002304.SZ,0,0,-0.0378094169022562,0,0,0.103886099142515,0,0.106949298251594,0,0,-0.0391925754668084,0,0,0,0,0,0,0,0,0,0,-0.0968670626974993,0,0,0,0,0,-0.0185782862648296,0,0.0347292734044338,0,0,0,0,0,0,0,0.124064658741407,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176106470478787,-0.0108531682987417,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,-0.115302813488642,0,0.0789094009097857,0,0.0943248548580007,0.0354847838874107,0,0,0,0,0,0,-0.100082546148392,0,0,0,0,0,0.0123685634563279,0,0.0839158830570786,0,0,0,0,0,0,0,0,0,0,0.217019257564519,0,0,0,0.0824603702145282,0.0305061118753392,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205255824094609,0,0,-1.73472347597681e-18,0,0,0,0,0.0780661133990572,0,0,0.0202215356248829,0.281971090443437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0846267849230017,0.147365413396231,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324706274655232,0,0,0.0198215763589848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
