,X600519.SH,X002415.SZ,X000858.SZ,X600104.SH,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X601877.SH,X600271.SH,X002236.SZ,X000100.SZ,X000661.SZ,X600809.SH,X000596.SZ,X300003.SZ,X002008.SZ,X300124.SZ,X600487.SH,X002007.SZ,X002456.SZ,X600776.SH,X000625.SZ,X600498.SH,X000157.SZ,X002179.SZ,X000050.SZ,X002180.SZ,X300142.SZ,X002241.SZ,X300146.SZ,X002371.SZ,X000977.SZ,X600867.SH,X600089.SH,X600522.SH,X600177.SH,X600372.SH,X600118.SH,X600066.SH,X600566.SH,X300136.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.148338755682644,0,0,0,0.0407268114640752,0,0,0,0,0,0,0.065160398795518,0,0,0,0,0,0,0.00797620700911532,0,0,0,0,0,0,0,0,-0.00863728970976696,0,0,0,0,0,0,0,0,0.0229848272784181,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121926773458691,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,-6.7762635780344e-21,0.128604645413056,0.0147863446960025,0,0.0740762029267378,0,0,0.012750145451592,0,0.311050616662168,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.131605043145265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192398450450356,0.0246841330653143,0,0,0,0,0,0
X000858.SZ,0,0.0289181351071567,0,0,0,0.0341811032624583,0.0464389033067131,0,0,0,0,0,0,0.360800449678175,0,0,0,0,0.0228049848481548,0,0,0.0591252534956568,0,0,0,0.0813218995059742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238886786375678,0,-0.0131200728018256,-4.33680868994202e-19,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0727126495215219,0.164091830629492,0,0,0.128598201288182,0,0,0,0,0,0.0924287261176966,0,0.078729898288356,0.0313036288760126,0,0,0,0,0,0,0,0,0,0,0,0,0.054858719940203,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163717527905457,0,0,-0.00107105964827997,-0.0776501258579883,0,0,0,0,0,0
X000651.SZ,0,0.102922341958957,0.297733875217598,0.0181259087369358,0,0,0,0,0,0.0863373395545182,0,0,0,0,0,0,0,0,0.0313173937829486,0.0050340802896143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00401519628870968,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211798117564675,0,0,0,0,0,0,0.0642752788965111,0,0.0201566646703519,0.16007385854605,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0200303840169066,-0.0335518740144389,0,0,0,0,-0.00231951942964852,0,0,0,0,0,0,0,0,0,0,0.0326465810808495,0.0365124351614567,0,0,0,0,0,0
X002304.SZ,0,0,0.0592556880500291,0,0,0,0,0,0,0.0848681212985282,0,0,0,0.277975343127443,0,0,0,0,0,0,0,0,0,0.0296443973799009,0,0.114784959569801,0,0,0,0,0,0,0,0,0,0,0,0,0.124696385267892,0,0,0,0,0,0,0,0,0,0.0534538164586549,0,0,0.00350873416608761,-0.0177166455890634,0,0,0,0.0947397282715934,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00909060153033455,0,0.0681904636556868,0,0,0,0.0802169854971927,0,0,0,0,0.110913484742684,0,0.0831124225811264,0,0,0,0.0956125878322529,0,0,0,0,0,0.0113115460741434,0,0,0,0,0,0,0,0,0,0,-0.0295008112202268,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652089164462827,0,0.193609551062559,0,0.0963741525941114,0,0.158041545857838,0.0486078793207997,0,0,0,0,0,0,0,0,0.050614000773084,0.0060731123304104,0,0,0,0,0,0,0,0.0900966296403694,0,-0.00192106342469781,0,0,0,0,0,0,0
X600690.SH,0,0,0.164448984718441,0.203786294887723,0,0,0,0,0,0,0,0,0.166779312962002,0,0,0,0,0.0177122532244029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00561133100757801,-0.0286997388566777,0,0,0,0,0,0.183435002107322,0,0,0,0,0,0,0,0,0,0,-0.0322911516024041,0,0,0,0,0,0,0
