,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X000625.SZ,X600118.SH,X600690.SH,X000100.SZ,X600703.SH,X600031.SH,X600271.SH,X600372.SH,X000157.SZ,X000559.SZ,X000338.SZ,X002241.SZ,X002129.SZ,X600089.SH,X002236.SZ,X600839.SH,X600066.SH,X600741.SH,X002506.SZ,X000800.SZ,X002475.SZ,X000547.SZ,X600177.SH,X000568.SZ,X600582.SH,X002465.SZ,X600435.SH,X000016.SZ,X300124.SZ,X300003.SZ,X000977.SZ,X002294.SZ,X600252.SH,X000581.SZ,X002179.SZ,X002456.SZ,X600006.SH,X002007.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0917150541473568,0,0,0,0,0.00327204276820367,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0373179295623043,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100183231526092,0,0,0,0,0,0,0,0,0,0,0.0235631121061726,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0.301274594799305,0,0,0,0,0,0.393370411984384,0,0,0,0,0.0521220899418336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352488052658589,0.0425043604502906,0,0,0,-0.0350627798783157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0144271151480712,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160643923285731,0.133310756931144,0,0,0.0752822124080584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175771244765892,0,0,0,0,0,0,0.0553476369869284,0,0.0907015997660295,0.082608158330135,0,0,0.111945610227099,0,0,0,0.00512478025046302,-0.00750206532665984,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.000482392570453004,0,0,0.100963093870254,0,0.1660769859993,0,0.042184635190534,0,0,0.0767803112505344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317916285728539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00492212027731709,0,0,0,0,0,0
X002415.SZ,0.124223288539378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367092514953085,0,0,0.0529840299211969,0,0,0,0,0.0830574488098633,0,0,0,0,0,0.185733090998613,0,-0.0390511837262784,0,-0.0485063757786503,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.193598216541975,0,0,0,0,0,0,0,0,0,0,0,0,0.0957827711055259,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0617033733868244,0.484437388051858,0,0,0,0,0,-0.0240626945317098,0,0,0,0,0,0,0,0,0,0,0.00451959751804274,-0.0270690048812819,0,0,0,0,0,0
X002304.SZ,0,0.151699863453537,0,0,0,0.318491080299989,0,0,0,0,0,0,0,0,0,0,0,0,0.0246675400600945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125723842196315,0,0,0,0,0.0571998976043523,0,0,0.100684379608937,0,0,0,0.030001050458369,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.141701256471848,0.155761351082103,0,0,0,0,0.0243147824300674,0,0,0,0,0,0,0,0,0,0.129841686820184,0.186193423999579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0845447042409865,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.249206680090782,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.425058249526548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213602860667035,0,0,0,0,0,0,0,0,0,-0.0120016402095772,-0.0155461904886505,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0.0565692064617054,0,0,0,0,0.146039140474762,0,0,0,0.0227956739790673,0.00506365288347651,0,0,0,0,0.0408650519101663,0,0,0,0.139890108937178,0,0.0735166490188158,0,0,0,0.227582220649285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430404406023736,0,0,0,0,0,0,0,0.0934013506521077,0,0.0124615575887075,0,0,0,0,0,0,0,0,0.324581247888059,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,-0.00387623930329903,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0.194034470477685,0,0,0,0,0,0,0,0.0756370569543104,0.00121045264407914,0.0400387262832484,0,0,0,0,0,0,0,0,0.0982653249390796,0,0,0,0.103888121497216,0,0,0,0,0.185149052455054,0,0,0,0,0,0,0,0,0,0,0,0.025433696683376,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170243542831636,0,0,0.0213882176358863,0,0,0,0,0,0,0.161928177734115,0,0.195609845202079,0,0.0957762008246053,0,0,0.105839325309964,0,0,0,0,0,0.0336541899303142,0,0,0.0805909811364693,0,0,0,0,0,0,0.00998422341792055,0,0.00274327311048861,-0.0090070902878644,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0.100261532112346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132290621756972,0,0,0,0.0940512453234916,0,0,0,0,0,0,0,0,0.0193237474428967,0,0,0,0.127497995758718,0,0,0.140646591543726,0,0.161739206061822,0,0,0,-0.0330576884749632,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.276605796354725,0,0.0289202105516888,0,0,0,0,0.059630018167056,0.183231443575172,0,0,0,0,0,0,0,0.0194598563097185,0,0.0491047315081588,0,0,0,0,0,0,0,0,0,0.0296380053687382,0,0,0,0,0,0,0,0,0,0,-0.00568097567144983,-0.00246259823229146,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0.248497708588179,0,0,0,0,0,0,0,0.154111718015652,0,0,0,0.0356079561731252,0,0,0,0,0,0,0,0,0,0,0,0,0.0520885131181008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0452280621637492,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0.298144862995166,0,0,0,0,0,0,0,0.265885617163062,0,0,0,0,0,0,0,0,0,0,0,0.00501053852410507,0,0,0,0,0,0,0,0,0.0291901168065637,0,0,0,0.012277617147449,0,0.0230692501961857,0,0,0,-0.00238566272361787,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0.101779935684944,0,0.167679651126318,0,0,0,0,0,0,0,0,0.433143767880802,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158728335892771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186019239420333,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0.00931698158789981,0,0,0,0,0,0.253951059731269,0,0,0,0,0,0,0,0.0039588771733624,0,0,0,0.0561816780013617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749834830902334,0,0,0,0,-0.0691827557188035,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0.135685670458066,0,0,0,0,0,0,0.273504850585991,0.00740802019760977,0,0,0,0,0,0,0,0,0,0.0547620062117925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107475256982939,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0.105630192907668,0.203618477927571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350267776892864,0,0,0,0.115027452585597,0,0,0.122842966913319,0,0,0,0.0309845069482769,0.145981069144315,0,0,0.0546020975276182,0,0,0,0.00786891148911353,-4.33680868994202e-19,0,0,0,0,0,0
X002129.SZ,0,0,0,-0.0982586149162472,0,0,0,0,0,0,0,0,0,0,0,0,0.153506750534106,0,0.115695608643829,0,0,0,0,0,0,0,0,0,0.198732594024803,0,0.181434031557788,0,0,0,0,0,0,0.0276538121396878,0,0,0,0,0,8.67361737988404e-19,0,0.0314253356148614,0,0,0,0,-0.019917312904052,0,0,0,0,0,0
X600089.SH,0,0,0,0,0.000319373130965324,0,0,0,0.442039867399116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057441071850203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633632890546562,0,0.171122647510123,0,-0.00153770156427034,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169177936921475,0,0,0.000408847636765873,0,0.0139845445454298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148835355492497,0.086890263808201,0,0,0,0,0.370794675471722,0,0,0.00815526262637427,1.0842021724855e-19,0,0,0,0,0,0
X600839.SH,0,0,0,0,0,0,0,0,0,0,0.268127654886249,0,0,0,0,0,0,0,0.0896668647311678,0,0,0,0,0,0,0,0,0,0,0,0.0035139120399601,0,0,0,0,0,0,0,0,0,0,0.0217744952505468,0,0,0,0,0,0,0,0,-0.0033821851489057,0,0,0,0,0,0
X600066.SH,0,0.251767549175469,0,0,0,0,0,0.327039011630323,0,0,0,0,0.155424640363724,0,0,0,0,0,0,0,0,0,0.163584588476744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00579155462446814,0,0,0,0,0,0.0616338263165833,0,0,0,0.0219195296443351,-0.0233491766276931,0,0,0,0,0,0
