,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X000568.SZ,X600741.SH,X600031.SH,X002475.SZ,X002241.SZ,X002236.SZ,X600066.SH,X000338.SZ,X000100.SZ,X601877.SH,X002456.SZ,X002085.SZ,X600271.SH,X600118.SH,X300124.SZ,X000157.SZ,X600089.SH,X600522.SH,X002508.SZ,X600177.SH,X600372.SH,X300136.SZ,X002007.SZ,X600487.SH,X600699.SH,X300003.SZ,X000981.SZ,X002074.SZ,X000066.SZ,X002294.SZ,X600867.SH,X002008.SZ,X000559.SZ,X002180.SZ,X000623.SZ,X600566.SH,X002292.SZ,X002426.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0319638156431871,0,0,0,0,0,0,0,0,0.237155791266492,0,-0.118195693168237,0,0,0.0770149065210563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520838927262231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00571431278372558,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,-0.0548396088131696,0,0,0,0.00335932269997858,0,0,0,0.218950094834647,0,0,0,-0.0584082185231735,0,0,0,0,0,-0.0382341821169085,0,0,0,0,0.223023964297998,0,0,0,0.0225552664384597,0,0,0.0227403012618846,0,-0.0123253286265761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00196961421386695,0,0,0,0,0,0
X002415.SZ,0,0,0,0.174953228158671,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643021893158849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122782153532529,0,0,0,0,0,0,0,0,-0.0118294833395362,-0.000606116860866027,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.00804585969221768,0,0,0,0,0.272748741781766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323952493934442,0,0,0,0.0132350388604644,-0.00193516706237932,0,0,0,0,0,0
X000858.SZ,0,0,0,0.121013749886598,0,0.171173723370452,0,0,0,0,0,0,0.228008275606156,0,0,0,0,0.0509913974454185,0,0,0.0327522542376979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0826535567704175,0,0,0,0,0,0,0,0,0,0,0.00117336191546865,-0.00455972423889437,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0917013072931331,0,0,0,0,0,0,0,0,0.327515859493408,0,0.163839260276657,0,0,0,0,0,0.143585060597768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476107426784052,0,0,0,0,0,0,0.0226787349691955,0,0,0,0.00172224851761152,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,-0.0234586640663492,0,0.0388338408602525,0,0,0,0.198356519548931,0,0,0,0,0,-0.0660195015233162,0,0,0,0,0.0413640941506258,0,0,0,0,0,0,0,0,0,0,0,0,0.0622571000791794,0,0,0,0,0,0,0,-0.0519934148546285,0,0,0,0,0,0,-0.0926096424870512,-0.00144863887066402,0.00697060153024156,0,0,0,0,0,0
X000725.SZ,0,0,0,0.186683868926877,0,0,0,0,0,0,0,0,0,0,0,-0.0750356160449753,0,0,0,0,0.12353185733405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00544128439135231,0.107460880397285,0,0.0113665009299007,0,0,0,0.0342699094531875,0,0.120028282990713,0,0,-0.029258403411331,0.00758451862170878,0,0,0,0,0,0
X000625.SZ,0,0.0125570066050731,0,0,0,0,0,0.0228531149237346,0,0,0,0,0,0.301850687302305,0,0,0,0.144312978436534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103871073779661,0,0,-0.00972872872295278,-0.00347074017128504,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.186232546630977,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0343628571967628,-0.0909157327651553,0,0.0189824010022886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108813062869077,-0.00546321062330057,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.0140752470759125,0,0,0,0,-0.0550201110525108,0,-0.0942978402662091,0,0,0,0,0,0,0,0,-0.058271371320908,0,0,0.219848956511942,0,0,0,0,0,0,0,0.19031672036034,0.044046930380168,0,0,0,0,0.0142751789651533,0,0,0,0,0,0,-0.0300765853057526,1.73472347597681e-18,0,0,0.00489883598619845,0.00487494363292207,0,0,0,0,0,0
X600703.SH,0,0,0,0.0314856031587879,0,0,0,0.0188028878620138,0,0,0,0,0,0,0,0,0,0.0434484895541765,0,0,0,0,0,0,0,0,0,0.221690808168292,0,0,0,0,0,0,0.0570464489183536,0.144516699411727,0,0,0,0,-0.0363973264446314,0,0,0,0,0,0,0,0,0,0,-0.00808802238579367,0.0208293028456695,0,0,0,0,0,0
