,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X300124.SZ,X000651.SZ,X300014.SZ,X600104.SH,X000596.SZ,X003816.SZ,X600031.SH,X000725.SZ,X002129.SZ,X000063.SZ,X000625.SZ,X002371.SZ,X002049.SZ,X002179.SZ,X000338.SZ,X600703.SH,X600089.SH,X002180.SZ,X000661.SZ,X000100.SZ,X300142.SZ,X000733.SZ,X002241.SZ,X601877.SH,X600522.SH,X600741.SH,X002074.SZ,X600702.SH,X000157.SZ,X600460.SH,X000799.SZ,X300003.SZ,X002007.SZ,X600584.SH,X600884.SH,X600779.SH,X600487.SH,X300146.SZ,X002294.SZ,X002414.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.191733423879717,0.00944866777301546,0.144139052346049,0,0,0,0.0394829737068026,0,0,0,0.0636660602157502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0822466844885149,0,0,0,0,0,0,0,0,0.154713645101026,0,0,0,0,0,0,0,0,0,0,0,-0.0239643132385482,0,0,0,0,0,0,0
X000858.SZ,0,0,0.199551004519629,0.419390036508912,0,0,0,0,0,0,0,-0.0183832382918974,0,0,0,0.131353964022841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161251232469471,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00671572570579475,0,0,0,0,0,-0.00901251708432909,-0.00398498110177315,0,0,0,0,0,0
X600809.SH,0.106174026194012,0,0,0.395328442265507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00580726476446695,-0.112170980860591,0,0,0,0,0,0.047707839620037,0,-0.00750476599058264,0,0,0,0,0,0.203782077963128,0,0,0,0,0,0,0.000303025561726197,0,0,0,0,0,0,0
X000568.SZ,0,0.551651493122551,0.384420470357615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110975540279501,0,0,0,0,0.0132499386480304,0,0,0,0,0,0,-0.0289773371503811,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.09105695940018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672985576129034,0,0,0,0,0,0,0.0482313536185655,0,0,0,0,0,0,0,0,0,0.00805140893657702,0,0,0.177895819833493,0,0,0.0756251879572104,0.1546808032829,0.0361093795412833,0,-0.00531170651430151,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0410751104829825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961758649347777,-0.0638013218515044,0,0,0,0,-0.0222199711350751,0,0,0,0,0,0,0.124463571664794,0.0293376358595548,0,0,0,-0.0733848927631638,0,0.178299452180644,0,0,0,-0.00868303241086838,0.00136876996110678,0,0,0,0,0,0
X002304.SZ,0,0,0,0.499304954119925,0,0,0,0,0,0,0,0,0,0,0,0.0432108654299306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031438398933525,0,0,0.0381484741727676,0,0,0,0,0,0,0,0.0247825868393585,-0.0370099306306508,0,0,0,0,0,-0.00714310556356127,0,0,0,0,0,0,0
X600690.SH,0.0348105313880196,0,0,0.0521920063649062,0,0,0.188831902965521,0,0,0,0,0,0,0,0,0.201982557262684,0,0,0,0.015375250682573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0325643943656159,-0.0290995100419227,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0817336977883228,0,0,0,0,0,0.0383596856930974,0,0,0.137642680357567,0,0,0,0.00404336622992272,0,0,0,0,0,0,0.205290119131246,0,0,0,0,0,0,0,0,0.0331794636269193,0,0,0,0,0,0,0,0.00947110747795835,0.0144161405444226,0,-0.00332690533639455,-0.0044559345174106,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0.103952806080852,0,0,0,0,0,0,0,0,-0.098645127224176,0,0,0,0,0,0,0,0,0,0,-0.00747973137237744,0,0,0,0,0.10051519303352,0,-0.067736335366184,0,0,0,0,0,0,0,0.13839856046524,0,0,0.0802842922905876,0,0.0205580277639519,0,0,0,0,0,0,0
