,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002304.SZ,X000651.SZ,X002475.SZ,X600104.SH,X600690.SH,X600031.SH,X000725.SZ,X300014.SZ,X300124.SZ,X000661.SZ,X000063.SZ,X000338.SZ,X002241.SZ,X600703.SH,X003816.SZ,X000625.SZ,X002371.SZ,X000596.SZ,X000100.SZ,X002129.SZ,X300142.SZ,X002049.SZ,X000799.SZ,X002179.SZ,X600741.SH,X000157.SZ,X600702.SH,X600460.SH,X002007.SZ,X002414.SZ,X002236.SZ,X601877.SH,X600779.SH,X601799.SH,X600584.SH,X300146.SZ,X300003.SZ,X600183.SH,X000800.SZ,X002074.SZ,X000066.SZ,X002508.SZ,X000977.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.0535924465559211,0.0370975739519646,0,0.0768131055133846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016272411481118,0,0,0.0474601310569927,0,0,0,0,0,0.0643414177554652,0,0,0,0.0796839531749094,0,0,0,0,0,0,0.0600852551061196,0,0,0,0,0,0,0.0139662144216684,0,0,0,-0.000230226720294363,0,0
X000858.SZ,0,0,0,0,0,0.413530580282782,0,0,0.107490606658209,0,0,0,0,0.0713367689428964,0,0.0119406907475463,0,0,4.33680868994202e-19,0,0,0,0.0184838326755484,0.0267838072444632,0,0,0,0,0,0.00664482192127443,0,0,0,0,0,0,0,0,0,0,0,0.0918531746325277,0,0,0,0.0153615041919193,0,0,0,0,0,0,0,0,0,0,-0.0116724333487327,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0633262124097572,0,0,0,0.0388690808723317,0,0,0,0,0,0,0.132091163538486,0,0,0.0195959646980949,0,0.0200870477286781,0,0.000864037719227946,0,0,0,0,0.136681455264147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0394437993450615,0,0,0,0,0.00444862843302792,0,0
X600276.SH,0,0,0,0,0,0,0.104755587509174,0,0.047903477104022,0,0,0,0,0,0,0,0.0369831234199641,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0503422994433917,0,0,0,0,0,-0.00699019838297263,0.0137559277561706,0,0,0.0904291445281333,0,0,0,0,0,0,0,0,0,0,-0.007296705270593,0,0,0,0.131779094162179,0,0,0,0,0.0190241675654727,0,0
X600809.SH,0,0,0,0,0,0.0823284008800907,0,0,0,0,0,0,0,0,0.0918286302580309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411061877084792,0,0,0,0.0518155899893919,0,0,0,0,0,0.0509247866296014,0,0.00562616026266875,0,0,0,0,0,0.0335778253387744,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.167476568342032,0,0,0.0929527562116037,0,0.340797275383067,0,0,-0.0531593520680104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155113925163702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122582585481073,0,0,0,0,0,0,0,0,0,0,0.001845454303874,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.231222553280599,0,0.250922283503504,0,0,0,0,0.0447795344814085,0,0,0,0,0,0,0,0,0.337106144074967,0,0,0,0,0,0,0.00831604215975144,0,0,0,0,0.0221901407257574,0,0,0,0,0,0,0.0325956859077006,0,0,0.196997047515468,0,0,0,0,0,0,0.0140931366513106,0,0,-0.0861261136282293,0.0684018114419696,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.205318372622278,0,0,0,0,0.0518627377556865,0,0,0,0,0,0.0480433887527679,0.0494517799354916,0,0,0,-0.0368107534763461,0,0,0,-3.46944695195361e-18,0.0756214191756991,0.0744007573875127,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0.0273709487803458,0,0,0,-0.0356910369142659,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644541927469376,0.0138616053799745,0.0504988077955835,0,0,0,0.363372301891138,0,0,0,0,0.098164805365953,0.102118809564832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0458740352345452,0,0
X600104.SH,0,0,0,0,0,0,0,0.117092253458565,0.0176130914169468,0,0,0.00472166304941435,0,0,0.0508763744669578,0,0,0,0,0,0,0.108380451713159,0.042905079157561,-0.135398249849157,1.73472347597681e-18,0,0.091838802089345,0,0,0,0,0,0.0337310217921253,0,0,0,0,0,-0.00680018684452274,0,0,0,0,0,0,0,0,0,0,0,0,0.00997920654724811,0.029441743493973,0,0,0,0,0,0
X600690.SH,0,0,0.193995939849217,0,0,0,0,0,0,0,0,0,0.402685156423746,0,0,0,0,0,-0.00679840437473649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143223994268847,0.0212945079468499,0,0,0,0,0,0,0,0,0,0.0673770780305774,0,-0.0468324601080981,-0.0289064753135725,0.0336739375446412,0,0,0,0.0205016715463533,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229273442409996,0,0,0.209184080178217,0.0157926820664915,0.131530435943305,0,0,0,0,0,0,0,0.0419888976239997,0,0.0741223508207404,0,0.133920058452817,0.0301553566167772,0,0,0,0,0,-0.0627347058011347,0,0,0,0,0.120419307842441,0,0,0,0,0,0,-0.0609895530335616,-0.0529335426603709,0,0,0,0,2.16840434497101e-19,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258325230561001,0,0,0,0,0,0.362335386252303,0,0.0534867464266049,0,0,0,0,0,0,0,0,0.141413028084284,0,0,0.0804922118274037,0,0,-0.0108643941282288,0.135291519316622,0,0,0,0,0,0,0.0390493310350942,0,0,0,0,0,0,0.0214780947692104,0,0
X300014.SZ,0,0,0.356212734387142,0,0,0,-0.109290757494102,0,0,0,0,0,0,0,0.398615032513093,0,0,0,0.296961255025085,0,0,0.0800271141192285,0,0,0,0,0,0,0.130971910108438,0.0176544349199946,0,0,0.0124939790162006,0,0,0,0,0,0,0,0,0.129714691669222,0,0,0,0.30942966601806,0,0,0,0,0,0,0.0557033001648924,0,0,0,-0.0460706605486444,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183840682261776,0,0,0,0,0,0,0,0.0965744586886912,0.181595184777239,0,0,0,0,0,0,0,0,0.107376834266794,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265977842837243,0.0551859969243573,0,0,0,0,0,0,0,0,0,-0.00564075049907963,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.135196707482761,0,0,0,0,0,0.106724237441503,0,0,0,0,0,0.0753468683959976,0.0919394793038713,0.170306040450679,0,0.22842741396122,0.156523034008479,0,0,0,-0.240447230280589,0,0,0,0,-0.152967333712596,0,0,0,0.0787272749084005,0,0,0,-0.160872981528334,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0224465871550308,0.0871738512481968,0.0297987807095856,0,0,0,0,0.018142261646696,0.0704556317196508,0,0,0,0.0354302983818628,0,0,0.0152366323492474,0,0,0,0,0,0,0.0808045998935686,0,0,0,0,0,0,0,0,0,0.0245673428743903,0,0.0183539730494325,0,0,0,0,0,0,0,0.0458485962736548,0,0,0,0.0277110922276918,0,0,0,-0.00429853285506048,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0.1474509876129,0,0.0214868102062001,0,0,0,0,0,0,0,0.0903875281725572,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0173698703087427,0,0,0,0,0,0,0,0,0,0,0,0,0.12585179792854,0,0,0,0,0,0,0,0,0,0,-0.00766861913866114,0,0
X002241.SZ,-0.108203090302018,0,0,0,0,0,0,0,0.394522054423007,0,0,0,0.331917781340263,0.0785765109364717,0,0,0,0,0,0,0,0.056584648146881,0,0,0.000950358031739928,0.315898732216371,0,0,0,0,0,0,0,0.00615535154864597,0,0,0,0,0.0217953023236675,0,0,0,-0.235608951929765,0,0,-0.00772391188782699,0.0841292747603261,0,0,0,0,0,-0.0272795823146968,0,0,0,0.0357369277906588,0,0
X600703.SH,0,0,0,0,0,0,0.18090106558715,0,0.0928157365227056,0,0,0.0544294466660357,0,0,0,0,0,0,0.0756979826138098,0,0,0.0332732521578127,0.0219379010009799,0,0,0,0,0,0,0,0,0,0,0.149709650165294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0.00983338366094197,0,0,0,0,0,0,0,0,0.00983973360688368,-1.0842021724855e-19,-0.0774921028904237,0,0,-0.049654007206794,0,0,0,0,0,0.0322278158161708,0,0,0,0,0,0,0,0.00360404955029575,0,0,0,0,0,-0.00959643343519375,0,0,0,0,0,0,-0.0474322343114869,0.00715626289299056,0,0,-0.0218283507739886,0,0.00667828843128138,0,0,0,0,-0.0303782672120726,0,0
X000625.SZ,0,0,0,-0.0947378178409991,0,0,-0.186487306906386,0,-0.21244545882204,0.444005029324505,0,0,0,0.114971475601156,0,0,0,0,0.279401710707052,0,0,0,0,-0.142581706570657,0,0.216750473010124,-0.0675915808094359,0,0,0,0,0,-0.203442127184072,0,0,0,0,0,0,0,0,-0.122085064510668,0,0,0,0.572558280835983,0,0,0,0,0,0,0,0,0,0,0.0727331859613212,0,0
X002371.SZ,0,0,0,0,0.310868987588499,0,0,0,0,0,0,0.0573552066794625,0,0,4.33680868994202e-19,0.00298058427176802,0,0,0,0.351919495799043,0,0,0,0,0,0,0,0.0143504156694237,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,-0.00436018093660053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195088431022968,0,0
X000596.SZ,0,0,0,0,0,0.402070284618655,0.149152955305701,0,0,0,0,0,0,-0.0425057750181649,-0.203437648470455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288265464112223,0.201230046529173,0,0,0,0,0,0,0.0575333820410432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0313064759672084,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.00488497040659387,0,0,0,0.653606478195222,0,0.0733100652497341,0,0,0,0.0409803346182275,0,0,0.0572237237462821,0,0,0,0,0.0235161688231317,0,0,-0.0509171065080796,0,0,0,0,0,0,0,0,0,0,0,-0.0153602012860156,0,0,0,0,0.0399793786987909,0,0,0,0,-0.0368984028097384,-2.16840434497101e-19,0,0,0,-0.0484944659439834,0,0
