,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X000625.SZ,X600031.SH,X600703.SH,X000100.SZ,X600066.SH,X600271.SH,X000157.SZ,X600118.SH,X600089.SH,X002236.SZ,X000559.SZ,X600741.SH,X000338.SZ,X600372.SH,X002241.SZ,X002475.SZ,X000066.SZ,X000568.SZ,X002292.SZ,X600177.SH,X000016.SZ,X600839.SH,X300124.SZ,X600312.SH,X002294.SZ,X002465.SZ,X300003.SZ,X600525.SH,X000800.SZ,X600867.SH,X000869.SZ,X002074.SZ,X600582.SH,X002129.SZ,X000977.SZ,X000581.SZ,X000550.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.283135575581837,0,0,0,0,0.167330027091515,0,0.0201209142868809,0,0,0,0,0,0,0,0,0,0.0884656860767613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00180921281779614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108188169235601,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.165191937164519,0,0.182565347789452,0.212229690077699,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759111129315904,0,0,0,0,0,0,0,0,0,0.0754194789438484,0,0,-0.0109123895899299,0,0,0,0,0,0,0,0,0,0,0,0.0191176067829809,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180990545881864,0,0,0,0,0,0,0.124464748278346,0,0,0,0.0206348792887896,0,0,0,0.0558083655634192,0,0,0,0,0,0.0371609414204946,0,0,0,0,0,0,0,-0.0100668687686621,-0.00676970074234303,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0666439619425933,0.184188001562334,0,0,0,0,0,0,0,0.0682087578495546,0,0.18656802072514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101175996549525,0.0718128220406698,0,0.0654536348560243,0,-0.0118817747262744,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.135875629292697,0.179916143339305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433625499248798,0,0,0,0,0,0,0,0,-0.0767645308017873,0,0,0,0,0,0,0,0,0,0.0443753497035013,0,0,0,-0.0362956119614412,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0888683137433549,0,0,0,0,0.053845615617241,0,0.184316378103563,0,0,0,0,0,0,0.0331513760362803,0,0,0,0,0.0366498629570112,0,0.307074769326865,0,0,0,0.0752560853549706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201242825966914,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0220515879888838,0,0,0,0,0,0.0543220308755126,0,0,0,0.048499433587155,0,0.0710145007177951,0,0,0,0.196090077385867,0.0584265660296181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.169086230624624,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.220365880623456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117597265586762,0,0,0,0,0,0.0953711609285774,0,0,0,0,0.197632465031956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272678768427166,0,0.0986482811592962,0.396613261373801,0,0.12657841017548,0,0,0,0,0,0,0,0.0347400944314085,0,0,0,0,0,0,0.0293082201854199,0,0,0,0.0374017027204705,0,0.0259525938498568,0.0233099265948757,0,0.109380325821518,0.0598763046745776,0,0,0,0.0463081099200487,-0.0460389593866445,0,0,0,0,0,0
X600690.SH,0,0,0,0.0301330115382265,0,0,0,0,0,0,0.18171258971458,0,0,0,0,0,0,0,0,0,0,0.220792552970766,0,0,0,0,0,0.0621880232628507,0,0,0,0,0.130691374933995,0,0,0,0,0,0.0566691838893863,0,0,0,0,0,0,0,0,0,0,0,0.0114246075805977,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.157944936688009,0,0.0204381619478974,0,0,0,0,0,0.19905370939068,0.245471918182078,0.0377514830805739,0,0,0,0.0625640258774533,0,0,0,0,0,0,0,0,0,0,0,0,0.0383558581665097,0,0,0,0,0,0,0,0,0.00710867599334196,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354517796899873,0.177634630512529,0,0,0.0912566651605669,0,0,0,0,0,0,0,0,0,0,0.00286350874210231,0,0,0,0,0.0189243049991588,0,0.115987628337984,0,0,0,0,0,0,0,0,0,0,-0.00786806260629443,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550575468442432,0,0.045840581936717,0,0.161304958272749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576548543101394,0,0,0,0,0,0,0,0,0.435801856879039,0,-0.0412273607184726,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0.15673879214426,0,0,0,0.026836449992413,0.171451160942567,0,0,0,0.0115062266121146,0.0971068985396098,0,0,0,0,0,0,0,0.0547039682376283,0,0.015494365272979,0,0,0,0,0,0,0.0106106590943426,0,0,0,0,0,0,0,0.240333275997543,0,0,0,-0.0158133643675775,0,0,0,0,0,0
