,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X000661.SZ,X600741.SH,X600809.SH,X600703.SH,X000596.SZ,X002241.SZ,X000100.SZ,X002236.SZ,X300003.SZ,X601877.SH,X300124.SZ,X000157.SZ,X300142.SZ,X002007.SZ,X300014.SZ,X000625.SZ,X600183.SH,X000066.SZ,X300136.SZ,X002371.SZ,X600271.SH,X002008.SZ,X002456.SZ,X002179.SZ,X000977.SZ,X002463.SZ,X600584.SH,X002180.SZ,X600177.SH,X000050.SZ,X002129.SZ,X600498.SH,X002508.SZ,X600066.SH,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.0668256341465706,0.0815759739959705,0,0,0,0,0.115968304748379,0,0.337766141863093,0,0,0,0.0874735690243375,0,0.126359651874905,0,0,0,0.00916911705292552,0,0,0,0,0,-0.0320915128984917,0,0,0,0,0,-0.00445827510756928,0,0,0,0,0,0,0,0,-0.0195873315818977,0,0,0,0,0,0,0,-0.00527420247181138,0,0,0,0.00124430290099701,0,0
X000858.SZ,0,0,0,0,0,0,0.0502599942742201,0,0,0,0,0,0,0.408291997911129,0,0,0,0.0257690335913184,0,0.0677425151701978,0.0301265919143725,0,0,0,0,0,0,0,0,0,0,0,0.0342117328018538,0,0,0,0,0.0210123934224531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105872238275899,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.194585828091981,0,0,0,0,0,-0.0588940072057194,0,0,0.0716020157893119,0,0,0,0,0,0,0,0,0,-0.0894857725741425,0,0.0254658349016433,-0.0434072738364217,0,0,0,0,0,0,0,0,0,0,0.0680332866227243,0,0,0,0,0,0.017876667626413,-4.33680868994202e-19,0,0,0,-0.0357492878983982,0,0
X600276.SH,0.0198362254818035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335188254924634,0,0.0516279975818087,0,0.123256033378415,0.0184316374204808,0,0,0,0,0,0,0,0.0956421456352211,0,0.11139197696687,0,0,0,0,0,0,0,0,-0.0877048415938211,0,0,0,0,0,0,0,0,0,0,0,0.0194766099330647,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549249717892096,0,0,0,0,0,0,0.550387673838642,0.00545134708747829,0,0.0371364651461523,0,0.0454184526660595,0,0,0,0,0,-0.0274699947647315,0,0,0,-0.0289133894004963,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687848893463583,-0.0333022071807607,0,0,0,-0.0504869230209321,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224071802115715,0,0.0864676808443165,0,-0.0273286634471192,0,0,0,0,0.0832227494392297,0,0,0,0.0181952097806689,0,0,-0.0161261755047188,0,-0.0859008884661,0,0,0,0,0,0.0420019767755192,0,0,0,0,0.0326035608723158,0,0,0,0,0,0.00813522798732392,-2.16840434497101e-19,0,0,0,-0.0125276311000251,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0900760463270089,0.0181187037590586,0,0,0,0,0.332860209170501,0,0,0,0,0,0,0,0,0,-0.101203425088307,0.0513944819130297,0.12875227471501,0,0,0,0.166927398534978,0,0,-0.0347996591766766,0,0,0,0,0,0,0,0,0,0,0,0,0.044875769692208,0,0,0,0.0315450895014223,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.0462747085781629,0,0.0927372626939695,0,0,0,0,0,-0.0183183063301426,0,0,0,0,0,0,0,0,0,0,-0.0840175901921861,0,0,0,0.15746088420219,-0.0579279770297101,0.107901277920214,0,0,0,0,0.0983750992695304,0,0,0,0.0813533314027598,0.00513495648579577,0,0.0185285934952666,0,0,0,0.0394067591115644,0,0,0,0,0,0,0
X002304.SZ,0,0,0.0198628877040496,0.0349861933859505,0,0,0,0.0875410907540655,0,0,0,0,0,0,-0.0142435856061646,0,0,0,0.00642693497545669,0.218197902918977,0,0,0,0,0,0,0,0,0.0210446296832711,0,0,0.0903541627624076,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000871731689348385,0,0,0,0,0,-0.00987606826654834,0.0136389232656355,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464763737568528,0,0,0.13004464090055,0,0,0,0,0,0,0,0,0,0,0.0930148334971432,0,0.0493216001281392,0,0,0,0,0.00226680422610722,0,0,0,0,0,0,0,0,0,0,0,0,-0.0162633356634315,0,0,0,0.0404940417111359,0,0
X000063.SZ,0,0,0,0,0,0,0.0398904574591468,0,0,0,0,0,0,0,0,0.0232964649983672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0922898656185345,0.0225932486877701,0.074398513801068,0.104746116488495,0,0,0,0,0.061859044074633,0,0,0,0,0,0.0939640320035485,0,0,0,0.155774347606261,0,0.00153238229660875,0.0235648225982494,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.135705833550487,0,0,0,-0.0600695224625212,0,0,0,0.0639246058269901,0,0,0.157101022821094,0,0.0606243703436976,0.0537639760445898,0,0,0,0,0,0,0,0,0.0154724471016783,0,0,0,0,-0.0668687988559786,0,0,0,0,0,0,0,0,0,0,0,0,0.0262366907365324,0,0,0,0,0.0322204909177391,0,0,0,0.0139686746912872,0,0
X600690.SH,0,0,0.258715361913183,0,0,0,0,0.0903268144222328,0,0,0,0,0,0,0,0,0,0,0,0,-0.0610393998031899,0,0,0.13862336865708,0,0,0,0,0,0,0,0.106701069299065,0,0,-0.0247348080803416,0,0,0,0,0,0,0,0,0,0.0921104243399288,0,0,-0.0819598647507093,0,0,0,0.0297830238782211,0,0,0,0,0.0308774813745812,0,0
X000568.SZ,0.223461033534906,0.448758827203281,0,0,0,0,0.0382958086267163,0,0,0,0,0,0,0,0,0,0,0.08843766508353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361316624277433,0,0,0,0,-0.0187514630175479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188048344709795,0,0,0,3.46944695195361e-18,0,0
X000338.SZ,0,0,0,0,0,0,0.123701050003524,0,0,0,0,0.0988472555560251,0,0,0,-0.0634091640863514,0,0,0,0,0.0001295359632266,0,0,0,0,0,0,0,0,0,0,0,0.114819883833922,0.0390291699846125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192557368388077,0.0212668343897776,0,0,0,0,0,0
