,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600703.SH,X600066.SH,X002236.SZ,X000568.SZ,X002241.SZ,X600271.SH,X600031.SH,X000100.SZ,X600118.SH,X600177.SH,X002292.SZ,X600372.SH,X000338.SZ,X002475.SZ,X000559.SZ,X002456.SZ,X002007.SZ,X300003.SZ,X000157.SZ,X600522.SH,X002074.SZ,X002506.SZ,X002180.SZ,X600867.SH,X002426.SZ,X300124.SZ,X002085.SZ,X002294.SZ,X000981.SZ,X600089.SH,X601877.SH,X000869.SZ,X002508.SZ,X002249.SZ,X600498.SH,X000050.SZ,X002465.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.341779636700502,0,0,0.183760816376378,0,0,0,0.224725179733221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213979648372773,0,0.0253777973747851,0,0,0,0,0,0.0186656932659177,0,-0.0409317953458009,0,0.0907630245607675,0,0,0,0,0,-0.0851666190704899,0,0,0,0,0,0,0.0305569889683185,0,0,0,0,0,0,0
X600104.SH,0.158294483988975,0,0.0843101967276355,0.0272469162574978,0,0,0,0.0863362695783332,0,0,0.0839032246594992,0,0,0,0.000799782830978825,0,0,0,0,0,0,0,0.0073655551475897,0,0,0,0,0,0,0,0,0,-0.00535325723964526,0.0121530178122238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585649443809356,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.132451971513729,0,0,0,0,0,0.0690557308230689,0,0,0,0,0,0,0,0.0536284764376725,0,0.0662235609027246,0,0,0.062623109161426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328091835334357,0,0.0197060489296412,1.73472347597681e-18,0,0,0,0.0162963858384614,0,0,0,0,0,0,0
X000858.SZ,0.111791706482195,0,0,0,0.203171045081894,0,0,0,0.231914740745934,0,0,0,0.0336679087897804,0,0.340059819036526,0,0,0,0,0,0,0,0,0,0,0,0,0.0133957041033667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049886252570372,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.299161396634535,0,0,0,0,0,0,0,0,0,0,0.307492776964304,0,0,0,0,0,0,0,0.0825578113552152,0,0,0,0,0,0,0,0.0415658956266081,0,0.0271919042356873,0.0631916288264071,0,-0.0220350849459714,0,0,0,0.0452429310411755,0,0.0400114016249716,0.0982993501888184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.140657502732732,0,0,0,0.101842410461528,0.0512770648483394,0.032257295392681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642376434183222,0,0,0,0,0,0,0,-0.0491826339710509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0283794303029792,0,0,0.0153248925623998,0,0,0,0,0,0,0.232817171513025,0,0,0,0,0.0929968833178639,0,0,0,0,0,0,0,0,0,0.0138705230928409,0,0,0,0,0,0,0,0,0,0,0,0,0.0846837622957718,0,0,0,-0.038681654634017,0.00510937989269343,0,0,0,0,0,0
X000625.SZ,0.0365415262845652,0.203246083576673,0,0,0,0,0,0,0,0,0,0,0.110572893934997,0.0183076877726448,0,0,0.0218319011036397,0,0,0,0,0,0.0731173679918865,0,0,0,0,0,0,0,0,0,0.00489973771240415,0.00378860315331921,0,0,0,0,0,0,0,0,0,0,0,0.0833485637772238,0,0,-0.0747245009695868,0,0,4.33680868994202e-19,0,0,0,0,0,0
X600690.SH,0,0,0.0375391025277622,0.111398422067539,0,0,0,0,0,0.0248543119360447,0.0401646114185086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147137280397474,0,0,0.0402749973237985,0,0,0.00704776800005631,0,0,0,0,0,0,0,0,0,0,0,0,0.080216829106413,0,0,0,0,0.0702542970046215,0,0,0,0,0,0
X000063.SZ,0,0,0,0.00760852165856346,0.0672694622557406,0,0,0,0,0,0,0,0,0,0,0.105751136572722,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0906371692887105,0,0,0,0.0669746166632726,0,0,0.0784036478713394,0,0,0,0,0,0,0,0,0,0,0,0.0900405630678604,0.0696940716948021,0,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0.504942077396791,0,0.122950956070977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862067739146162,0,0,0,0,0,0.0267181984040999,0,0,0,0,0.0894091715818068,0,0.0683045031732051,0,0,0,0,0,0.0815420621226798,0,0,0,0,0.0447805453051975,0,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.0438032979205823,0,0,0,0,0,0,0,0,0.0765960029483497,0,0,0,0,0,0,0.16797287426918,0,0,0,0,0,-0.140788353727435,0,-0.00407325189832841,0,0,0.0199432999750005,0,0,0,0,0,0,0,0,0,0,0,0,0.0870227699352781,0,0,0,-0.0168129255025987,0.0365803893832998,0,0,0,0,0,0
X600066.SH,0,0.138546240987414,0,0,0,0,0,0.054428967548016,0.0950672323918683,0,0,0,0,0,0.0370343990977775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696721228510529,0,0,0.0323519989193005,0,0,0,0,0,-0.121191135751722,0,0,0,0,0,0,0,0,0,0,-0.0394641729257628,0.128165525672985,0,0,0,0,0,0
